# FILE DATA
ID : MMRW2100000218
category :  온라인 대화 > 다자 대화(3인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 가정 주부
sex : 여성
birthplace : 경남
principal_residence : 경남
current_residence : 경남
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  주 3회 이상

P0 	: 칼퇴했긔
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 냄비
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭔 청
P0 	: 난 우리엄마 반찬 조낸 싸담아줬는데
P2 	: 난 미역국에 생일축하멘트이벤트에
P1 	: 왜 그러고 살았나 몰라
P0 	: 물론 우리엄마가 먼저 챙겨주긴했지만
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋ
P2 	: 택시타고 날라가
P1 	: 존낰ㅋㅋㅋ
P1 	: 어우
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: 용돈줘
P0 	: &name3& 기억나노
P1 	: 지극정성스
P0 	: 미역국어케 끼리냐고
P1 	: 용돈도 줬나
P0 	: 눼?
P2 	: 남친 어머니 용돈줘
P0 	: 용돈을요?
P1 	: 그니까 시벌
P0 	: 눼???
P2 	: 생신선물드려
P0 	: 아 미친
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아직 못잊고
P0 	: 그러니깐 저새키가
P0 	: 저러는거아님
P1 	: 저지랄 염병이지
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그럴만{censored}
P1 	: ㅋㅋㅋㅋ
P2 	: 헿
P0 	: 다시는없을여자아니냐고
P1 	: 엄마 용돈이 뭐니
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 지 분수에
P1 	: 다신 없을
P1 	: 내 여자
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 20살이엇다
P0 	: 쪕
P1 	: 이제 아이의 엄마가 되었지
P2 	: 패기지
P2 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 그 애는 우리 엄마에게 용돈도 주는
P1 	: 그런 착한 여자였지
P2 	: 어머니가 가끔 얘기하셧엇다며
P1 	: 미친
P0 	: 난 밥 대충먹을까봐 마트에서 쌀이랑 냉동식품 배달시켜줬어
P2 	: 그 친구 참 괜찮앗엇는데 하시면서 ㅋㅋㅋㅋ
P1 	: 언급도 하지마라 양심이 있음
P0 	: 하하하하하
P0 	: 로켓배송 ㅎ
P2 	: ㅋㅋㅋㅋ
P1 	: 존나 주기만 하는 바보들이냐고
P2 	: 호구추가요
P0 	: 쿠팡 지웠다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 어휴 밥도 못챙겨먹을까봐
P2 	: 전전긍긍
P1 	: 미친
P2 	: 손잘 멀쩡한 성인 남자를
P1 	: 야 존나 어미새야 뭐야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 왜그랫을까 ...
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쪕.........그러게요
P1 	: &name1& 애틋
P2 	: 이젠 그러지않아요
P1 	: &name3& 애틋
P0 	: 눼
P1 	: ㅋㅋㅋㅋ
P0 	: 안하쟈냐
P1 	: 근ㄷㅔ &name1&는 또 모름ㅠㅠㅠㅠ
P2 	: &name2&도 한 애틋하지요
P2 	: 몰래
P1 	: 난 옴바한테
P2 	: 하고잇는거 아니가
P1 	: 안그럼
P1 	: 돈 젤 안쓰고 연애하다 결혼한듯
P2 	: 안애틋하다고요 ??
P2 	: 아
P1 	: 그 흔한 편지한장 주지 않음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쿨해 아주
P1 	: 선물도 난 비싼거 받아먹름
P2 	: 멋쪄
P1 	: 전자기기
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ연애만렙이여
P2 	: 아 전자기기 비싼거 받아먹음
P0 	: 크으으으 발전했네
P2 	: 하니까
P1 	: 난 옴바한테 그 반 정도 되는거 사줌
P0 	: 왜또
P0 	: 뭔데
P2 	: 왜 정수기이모 큰딸이 생각나니
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 미친
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 정수기이뫀ㅋㅋㅋ
P2 	: 하 ..
	  
	  
P1 	: 도랏ㅋㅋㅋㅋㅋ
P0 	: 정수기이모 치워라
P1 	: 그거아나 내 오늘
P1 	: 드라마 포기하고
P1 	: 이거한다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 오늘 폼 좋아잉
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 드라마보다 재밌네이
P1 	: 뭐 또 없나
P0 	: 20분동만 문제풀어야하는데 존잼이고 ㅠㅠ
P1 	: 난 썰 풀게 없다
P1 	: 공부 포기하세요
P1 	: 내일 하세요
P0 	: 아냐 너무 안했어
P1 	: 안돼
P1 	: 어디감
P1 	: 문제 풀러감?
P0 	: 있다여기
P1 	: 왜 멀안함
P1 	: &name2&이가 기다리고 있는데
P0 	: 하고있는디요
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 옆에 켜놨음
P1 	: 남친이제
P1 	: 남친 출몰했제
P0 	: 아니 연락안하고 있음
P0 	: ㅎ
P1 	: 이놈 새끼
P1 	: 누나들 바뻐 요
P0 	: 내가 아까 밥먹고 올게이러고
P1 	: ㅇ
P0 	: 응이라고 그뒤로 안했음
P1 	: 그래 오늘 좀 쉬어
P1 	: 나와 이야기 나누자
P0 	: 원래 잘안한다
P1 	: &name3& 어디감
P0 	: 카톡ㅋㅋㅋㅋㅋㅋ
P1 	: 어디갓어
P0 	: 육아하러요
P1 	: 돌아와
P1 	: 잠시 십분 쉴까
P1 	: 문제 풀고 온나
P0 	: ㅇㅇ
P1 	: ㅇㅇ
P0 	: 오야
P1 	: ㅇㅇ
P0 	: 분발고 오겠음
P2 	: 엄마랑 통화하고 엄
P2 	: 옼
P0 	: 왜잉
P1 	: 왱
P2 	: 돌때
P2 	: 엄마한테 과일 부탁햇는데
P1 	: 옹
P2 	: 갑자기 6가지 말하길래
P1 	: 뭐지
P2 	: 참으라함
P1 	: 6가지?
P2 	: 수박 참외 오렌지 아보카도 포도
P1 	: 왤케 많어
P1 	: 상다리 부러질라구
P2 	: 또 하나 뭐얏지
P2 	: 아무튼 그래서 세가지만 해도 됨
P2 	: 다고 얘기함
P1 	: 간단하게 하지 않냐능
P2 	: {share:photo}
P2 	: 상자체가 잘되잇어서
P2 	: 뭘 더 안해도 되는디
P1 	: 예뿐
P0 	: 무리세요 ㅠㅠㅠ
P1 	: 옹뭐 안해도 될거같음
P2 	: 할미욕심
P2 	: {share:photo}
P2 	: &name4&가 편지써줌
P1 	: 뭐임ㅋㅋㅋ이거슨
P1 	: 왜 미안해
P2 	: 말을 안들어서 미안하데
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P2 	: 너무 뭐라햇나
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘 땡깡부림?
P2 	: 아니 갑자기 그러네 ??
P1 	: 뭐라햇냐능
P1 	: 갑자기 사죄하는겨
P2 	: 평소에 아 제발 좀 엄마가 하지말란것 좀 하지마
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 싫어하는 행동 하지마
P2 	: ㅋㅋㅋㅋㅋㅋㅋ입에달고삼
P1 	: ㅋㅋㅋ다ㅜ그런거지
P2 	: 그래서 그런듯
P1 	: 귀엽노 저런것도 쓰고
P0 	: 아이고
P0 	: 철들었노
P1 	: 다컸다 가텄어
P0 	: 귀욥네
P1 	: &name1&도 긔여워
P2 	: 거대귀여미
P1 	: 파수꾼 보는데 이제훈연기 잘{censored}
P2 	: 이제훈은 파수꾼 부터라던데
P1 	: 근데 시그널에선 왜 그렇게 연기하는지{emoji:…}?
P2 	: 안봐서 모르오
P1 	: 별로 안좋아하는데
P1 	: 연기 잘해서 놀람
P2 	: 난 건축학에서만 봄
P2 	: 다른 작품에서 본적이 없고요
P0 	: 난 시그널
P1 	: 시그널때 욕하면서 봄
P1 	: 연기 왜저러냐고
P2 	: 유명한데 안본 드라마 존많
P1 	: 우리 이제 끝난거늬
P0 	: 아뇨
P0 	: 잠시만여
P1 	: 뭐여
P1 	: ㅠㅠㅠㅠㅠ
P2 	: 아직.문제 푸나봄
P2 	: 근데 곤 &name2& 꿈나라 갈꺼같쟈나
P0 	: 아뇨
P0 	: 문제안풀었음
P0 	: 아직
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 예 ??
P2 	: 뭐하신거에여
P0 	: 적금가입하고 왔쬬
P0 	: 3년노예 예약함
P1 	: 뭐임
P0 	: 데헤헷
P1 	: 문제 풀고도 남았을 시간이오만
P0 	: 헷
P2 	: 그르게 ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 어우
P1 	: 우리 화력 죽었다구
P0 	: 둘이 얘기하고 잇으라규
P0 	: &name1& 10분뒤에 오겠어
P0 	: 쏘ㅑ리염
P1 	: 왜
P0 	: 랴뷰
P2 	: 텐션 떨어져쨔나
P0 	: 문제풀고옴
P1 	: 롸
P1 	: 문제 아닌듯
P0 	: 장작데우고 있어라
P0 	: 맞음
P0 	: ㅎ
P1 	: 구라치지마
P1 	: 남친일 가능성 농후
P2 	: ㅋㅋㅋㅋㅋ
P0 	: 남친 잔댔음
P1 	: 그 사이에
P1 	: 연락햇네?
P0 	: 영어단어 외웠더니
P0 	: 잠온다고 
P0 	: 잠
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 문제 안풀고
P1 	: 남친이랑 연락햇네
P2 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 화력좋은 얘기엄나
P1 	: 그니께
P1 	: 넘 쳐진다 텐선
P0 	: ㅇ다품
P0 	: 뭔데 왜 조용해
P1 	: 쳐지잖아요
P0 	: 이제다햇쬬
P0 	: 데헤헤
P0 	: 쏘리염
P1 	: 한명 어면 한명가고
P1 	: 헝
P2 	: 너가 없는 오분사이
P2 	: 난 딴짓을 하고야 말앗단다
P0 	: 모함
P2 	: 걍 인스타 둘러보기 봣쥬
P1 	: 난 영화봄{emoji:…}
P2 	: 파수꾼
P2 	: 재밋니
P1 	: 넘나 아까 그텐샨 어디갓냐구
P1 	: 볼만함
P0 	: 안ㅂ놈
P0 	: 유명하던데
P2 	: 엉
P0 	: 초반에 한번틀고
P0 	: 분위기가 잠오길래
P2 	: 바람 이랑 비슷하다던데
P0 	: 껐음
P0 	: 맞나
P1 	: 바람 안봄
P0 	: 바람 존잼
P0 	: 3번본듯
P1 	: 정우 싫어함
P2 	: 근데 그렇게 객.재질은 아닌거 같쟈나
P2 	: 다들 보고나면
P1 	: 얼굴도 연기도 싫쟈나
P0 	: 슬픈거아님?
P2 	: 찝찝하댓나
P2 	: 현실적이랫나
P0 	: 먹먹한 그런거
P1 	: 바람?
P2 	: 아니 파수꾼
P1 	: 파수꾼은 그럴거같음
P1 	: 보는 도중에도 좀 그럼
P2 	: 바람은 개그재질인데
P2 	: 파수꾼은.넘나 현실적이라 보고나먄 찜찜하댓음
P1 	: 파수꾼은 하나도 안웃김
P1 	: 오빠가 전형적인 남고래
P2 	: 바람은 대사가 찰져서 재미떠
P1 	: 싸울때 저렇게 싸운다고ㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 내가 싸울 때 욕만 오지노 하니까
P2 	: 나도 바람 두어번 본듯
P1 	: 저렇게 싸운다곸ㅋㅋㅋ
P2 	: 근디 그거 아나
P1 	: 뭥
P0 	: 뭐요
P2 	: &name6&게가 바람 덕후엿어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 휴
P0 	: 감성무엇
P1 	: 알것다
P0 	: 어휴
P2 	: &name6&게때매 알게된 영화야
P1 	: 알것다
P0 	: 어
P1 	: 간상
P2 	: 그라몬 안돼 ~~
P1 	: 최애 영화익듯
P2 	: 맨날 들어쨔나
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋ
P1 	: 근데 파수꾼 조는데
P1 	: 싸웠는데
P1 	: 이름을 너무 스윗하게 부름
P1 	: 동윤아~
P2 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 대신 뒤에 {censored} 붙는거 아니가
P1 	: 동윤아 그러지마라
P1 	: 마저
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name1& 왜 말 안함
P1 	: 어디감
P2 	: 카톡 켜놓고 남친이랑 전화하냐
P1 	: 잔다매
P2 	: 누나 일어나또
P2 	: 나 깨버려또
P2 	: 힝구
P1 	: 어우
P2 	: 누나꿈꺼또
P1 	: 어디갓어!!!!!!!
P2 	: 해명하라
P1 	: 나와!!!!!!!
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 자는지 안자는지 설명해라
P2 	: 아니면 남치니랑 전화하는것으로
P2 	: 땅땅
P1 	: 간주핛다
P2 	: 워
P2 	: 오래 버티는데 ?
P1 	: 그러게
P2 	: 레알인가
P1 	: 미쳤나방
P2 	: 뭐지
P2 	: 무ㅏ하는.짓이지
P1 	: 이러고 좀따
P2 	: 아니다
P1 	: 쏘리욤
P2 	: 그러겟지
P1 	: 하고
P2 	: 문제 풀고 옴
P1 	: 나올듯
P2 	: 이러는거 아니가
P1 	: 옹
P2 	: 잔다구요
P1 	: 그럴 각
P2 	: 남치니 잔다구오
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 해답보고있었다
P0 	: 존나틀려서
P1 	: 야
P2 	: 저봐
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 돌머리다
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅠ
P1 	: 이거봐
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 현타
P2 	: 개웃
P1 	: 공부 내일 하라구
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내일 저녁에 하라고
P0 	: 구래
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜 지금 한다고 그러냐고
P0 	: ㄷ오답노트는 내일
P1 	: 곧 자야한다고
P2 	: 줠랔ㅋㅋㅋㅋㅋㅋ
P1 	: 내일 나 회식이라고
P2 	: 해답ㅋㅋㅋㅋ
P1 	: 하
P0 	: 맞네
P0 	: 님 오디로
P2 	: 아휴
P0 	: 회식감
P1 	: 몰라
P2 	: 일어나기 싫을듯
P1 	: 장유각
P2 	: 존싫
P0 	: 히익
P1 	: 내일 연차쓰고 싶음
P2 	: 김해서 해라 젭알
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 창원 아닌게 어디임
P0 	: 내외동있쟈냐
P0 	: 부원동도있고 삼계도있고
P2 	: 그러니까요
P1 	: 김해에서 안만남
P0 	: 삼계존나 가깝구만
P0 	: 진례에서
P1 	: 김해에 사는 사람
P1 	: 나뿐
P2 	: 지저스
P0 	: 에.......
P1 	: ㅋㅋㅋㅋ
P1 	: 다 진영
P0 	: 김해무시하냐냐아아아
P1 	: 장유
P0 	: 진영촌동네
P1 	: 창원
P1 	: 원래 회사가 창원에 있던 회사라 그럴수도
P2 	: 으휴
P1 	: ㅋㅋㅋㅋ
P2 	: 그지발싸개같은 회사
P1 	: 퇴근하고싶다
P2 	: 벌써요 ?
P1 	: 출근도 안했는데{emoji:…}
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟤 또 어디감
P0 	: &name6&가
P1 	: ㅇㅇ
P0 	: 아몬드브리즈
P0 	: 먹어봤냐고
P1 	: ㅇㅇ
P2 	: ㅇㅇ
P0 	: 해서 안먹어봤다고함
P1 	: ㅇㅇ
P0 	: 두유사래서
P2 	: 나도
P0 	: 두유ㅠ산다함
P1 	: 왜
P2 	: 안먹어봄
P1 	: 왜
P2 	: 모유에 좋음
P1 	: 아
P1 	: 여성호르몬
P2 	: 글고 영양도 좋고
P1 	: 뿜뿜
P0 	: 님들아
P2 	: 아기한테도 좋쥬
P0 	: 눈이침침하다
P1 	: 왜
P2 	: 뭐래
P1 	: 뭐야 쟤
P0 	: 인공눈물
P2 	: 어데서ㅠ지금
P0 	: 수혈해야겟어
P1 	: 어이없다 증맬
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 나 잔다는줄;
P2 	: 수박이냐
P1 	: 내보곤 드라마 나중에 보라해놓고
P2 	: 수작이내
P2 	: 수박이냐
P1 	: 어이없었어
P2 	: 수박이냐수작이냐
P1 	: 증말
P2 	: 오타 머슨일
P1 	: 쟤 저러면서 안 치는거 봐 카톡
P2 	: 자꾸 쉬네 ??
P1 	: 그니까
P2 	: 나 확 어 ?
P1 	: 왜 쉬어? 쉬지마
P2 	: 게임하러 가 ?
P1 	: 잠죽자
P2 	: 어 ?
P0 	: 이것듀라
P1 	: 잠죽자
P2 	: 농사 지은거
P0 	: 확인했다고
P2 	: 수확하러가 ?
P1 	: 잠은
P0 	: 먼농사
P2 	: 확마
P1 	: 죽어서
P2 	: 게임
P1 	: 주무시라구요
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 개소리였너
P1 	: 아시겠내구요
P2 	: 농사 시뮬 게임한다고요
P0 	: 울집
P0 	: 다 잔다
P1 	: 야
P2 	: 그거 수확하러 가버린다고옥
P1 	: 나도 자고싶다고
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근데 참는다고
P0 	: 낼 아침만들어놓고 자야지
P0 	: 아쒸
P2 	: 머먹
P1 	: 아니
P1 	: 선샐님
P0 	: 바질페스토 사놓은거
P1 	: 자꾸
P0 	: 곰팡이생김
P1 	: 어딜가
P0 	: 아침에 존빡
P2 	: 익
P1 	: 하
P0 	: 버려야하쟈냐
P2 	: 아직 안가열
P1 	: 선생님 우리
P0 	: 뭐요
P2 	: 좀따 가겟져
P1 	: 대화에 집쭝
P0 	: 하고있어
P2 	: 바질로 뭐해머거
P1 	: 지금 낼 음식 만들러 간다며
P2 	: 그건 버리는갸
P2 	: 낼 아침 모야
P1 	: 하
P0 	: 치아바타에
P2 	: 가버렷나봐
P1 	: 옹
P2 	: 아니네
P0 	: 치즈에 바질이파리
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 옹
P0 	: 파니니
P2 	: 크으
P1 	: 아침 완존
P0 	: 오늘아침이랑 똑같아
P2 	: 마싯게짜
P1 	: 외쿡
P2 	: 브런취
P0 	: 아아가 없어서 너무 목이막혔다
P1 	: 외쿡이쟈나
P0 	: 생수마시고 감
P1 	: &name2&이는
P2 	: 뭐먹니
P1 	: 코코볼이라구
P0 	: 시리얼
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 코코볼밖에 몰라
P0 	: 위에 대화 놓쳤는디
P0 	: &name3& 어디감?
P2 	: 뭐래
P1 	: 뭘 어질가
P2 	: 여깃ㄴ.ㄴ디
P1 	: 어딜가요
P0 	: 농사 어쩌고
P2 	: 머라는갸
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 농사 당해볼래
P2 	: 아 니가 자꾸
P2 	: 자리 비우면
P1 	: 게임하러 간다고
P0 	: 아
P2 	: 나도 게임하러 가버린다고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그래
P2 	: ㅋㅋㅋㅋㅋ 농사 후확해야된다고 나도
P1 	: 야 분발하고 쉬자고
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 구래
P1 	: 바짝하고
P0 	: 30분 초집중
P1 	: 좀 쉬자 친구들아
P2 	: 난 요즘 젤리가 왜케 마싯
P2 	: 니
P1 	: 집쭝해 집쭝
P0 	: 난 한때 젤리에 빠졌다가
P1 	: 뭐 먹음
P0 	: 이제 놓았음
P1 	: 내 최애는
P2 	: {share:info}
P1 	: 박카스 젤리 신맛
P0 	: 엥
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 박카스요?
P0 	: 눼???????
P1 	: 네
P0 	: 찐?
P1 	: {share:info}
P2 	: 살려고 먹는 느낌이쟈나
P1 	: 아 모르냐고
P0 	: 어우......
P1 	: 졸라 맛있다고
P0 	: 그러게
P0 	: &name3&한테 동감함
P1 	: 개맛
P0 	: 박카스 싫어함
P1 	: 아녀
P1 	: 신맛이 다함
P0 	: 으.........
P2 	: {share:info}
P1 	: 저거 기본은 별로고
P2 	: 난 이고
P1 	: 하리보는
P0 	: 올
P1 	: 포도맛
P0 	: 난 사우어좋아함
P1 	: 굿잡
P0 	: 메가룰렛 사우어
P1 	: 근데 젤리 마니 먹음
P0 	: 살찐다
P1 	: 소화 안되는 기분이쟈나
P2 	: 사우어 안먹어봄
P0 	: 이썩어요
P1 	: 핳
P2 	: 그것도 마싯음
P1 	: 모
P0 	: 개코젤리
P0 	: 사우어
P2 	: {share:info}
P0 	: 맛있음
P2 	: 이거이거
P0 	: 저건뭐야
P1 	: {share:info}
P0 	: 눼?
P1 	: 요즘 이거 핫함
P0 	: 우유를 왜 얼려요
P2 	: {share:info}
P0 	: 바닐라아이스크림맛이가
P1 	: 아이스크림임
P1 	: 저거
P2 	: 젤리스트로우
P1 	: 안먹어봄
P0 	: 맥날아이스크림맛?
P1 	: 맛있대
P0 	: 그런거임?
P1 	: 안먹어봄
P2 	: 저거 연유맛이라던데
P1 	: 다시말하지만ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 누가 사먹어봐조라
P0 	: 연유맛이라니
P1 	: 사조라
P1 	: 그럼 먹어본
P1 	: 다
P2 	: 내가 좋아하는 재질 아님
P0 	: ..........별로......{emoji:★}
P2 	: 나는 먹고나서
P1 	: 나누일단 도전의사 잇음
P2 	: 입에 남는 텁텁함
P2 	: 존싫
P0 	: 나도요
P1 	: 쿠크다스
P1 	: 대박 텁텁스
P2 	: 안먹음
P0 	:  쿠크다스 존맛
P0 	: ㅎ
P1 	: 님덜 바짝하자
P0 	: 님들
P1 	: 빨리 쳐와
P2 	: 깔때부터 예민해서
P1 	: 텨와
P0 	:  BTS 세트 
P1 	: 옹
P0 	: 드셔보신분?
P2 	: 놉
P0 	: 요새 핫하대
P1 	: 맥너겟 아니냐구
P2 	: 알바생들 운다길래
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 맥너겟앤감튀
P2 	: 좀 지나가고 나서 먹아볼라그여
P1 	: 튀김텅에 들어가고 싶다쟈나
P0 	: 안주로 굿일듯
P2 	: 근데 굳이
P1 	: 응
P0 	: 맥윙
P0 	: 존맛인데
P2 	: 비티에스먹을필요없는듯
P0 	: 왤케 비쌰
P2 	: ㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 맥날 안먹은지도
P1 	: 비티엑스 택스냐고
P2 	: 좀 됏구먼
P1 	: 우리집에서 먹은게 마지막?
P2 	: 그런듯
P1 	: &name1& 어디감
P0 	: 나 그런듯
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ
P0 	: 생각했음
P0 	: 언제먹었나
P2 	: 그뒤에
P1 	: 우리집이군
P2 	: 한창 그 아이스크림
P1 	: 뭐
P2 	: 커피에 넣어먹ㄴ.ㄴ거
P2 	: 나오드만
P1 	: 뭐죠
P0 	: 엥
P2 	: bts에 사라짐
P1 	: 나만 시대에 뒤쳐짐?
P0 	: 맥날라떼에
P0 	: 아이스크림?
P1 	: 소프트 그거?
P0 	: 맥날아이스크림?
P0 	: 폴바셋저려미
P2 	: 엉엉
P1 	: ㅋㅋㅋㅋ
P0 	: 이라고 인서타에 뜨더만
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 그치만
P2 	: 안먹어봄
P0 	: 그냥 따로 먹을래
P1 	: 나도
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: 텁텁해보여서
P1 	: 같이 먹고 싶지 않아
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나 요새
P1 	: 단호
P0 	: 햄버거가
P1 	: 오에
P0 	: 너무 맛있다
P0 	: ㅎ
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 안먹은지 오래됨
P2 	: 전 그뒤로
P2 	: 한번도 ㅎ
P1 	: 싸이버거 먹고싶었는데
P0 	: 싸이버거
P1 	: 치킨 먹으니까 해결되노
P2 	: 난 요즘
P0 	: 매장에서먹으면 대존맛
P2 	: 피자가 그렇게 맛잇도라
P1 	: 옹
P2 	: 피짜 마씨쪼
P0 	: ㅋㅋㅋㅋㅋ
P1 	: 피자 본색
P0 	: 난 그 &name3&랑 먹은 피자
P2 	: 피짜 맥주랑 먹으면 헤븐
P1 	: 맛있재나
P0 	: 거기 맛있었음
P1 	: 어디
P2 	: 피자베이 ?
P1 	: 어디긔
P0 	: 어디였지
P0 	: 어어
P0 	: 피자베이
P2 	: 존맛
P1 	: 그건 어디임
P0 	: 있음
P1 	: 배달?
P0 	: 응
P0 	: 페페로니 존맛
P1 	: 아항
P2 	: 저번에
P0 	: 파파존스도 좋아해
P1 	: 굿
P2 	: &name2&가 보고
P2 	: 징그럽다 햇을껄
P0 	: 비싸서 그렇지ㅠ
P1 	: 파파존가 노
P2 	: 그 걔 이름 뭐고
P1 	: 존짭 파파존스
P2 	: 동그란거
P0 	: 페페로니
P2 	: 그래
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 그득함
P2 	: 그거 보고
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋ 징그럽다햇음
P0 	: 맞다 징그럽다함
P0 	: ㅇㅇ
P1 	: 기억도 안나노
P2 	: 근데 존맛
P1 	: 언제니
