# FILE DATA
ID : MDRW2100047086
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 강원
device : 태블릿/패드
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ억ㅋㅋㅋ
P1 	: 아예 놓쳤어?ㅋㅋㅋㅋ
P1 	: 나는 삼겹살 굽다가 6시 급 잠깐 참여했는데ㅋㅋㅋㅋ
P1 	: 고기탈뻔
P0 	: 5포요 ㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 억ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 5포면 요새 쿨하게 버려
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진짜 쿨하네 ㅋㅋㅋㅋ
P1 	: 아니근데 아스크림 뭐이렇게 쟁였엌ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 엄청샀네
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 횟김에 자꾸 사오더라잖아 사랑스러운 참새 녀석이
P1 	: ㅋㅋㅋㅋ참새는 누구야
P1 	: ㅋㅋㅋㅋㅋ동생이용?
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내가 말했나? 후룻팝 샀다고 그거 지금 일주일 됐거든
P1 	: 아 그 마시는거?
P0 	: 40개 증발했어 나3개 먹었는데
P1 	: 응?
P1 	: 에?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ참새들이 많네...? 
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 대단하지 않아??? 너무 놀라워
P1 	: 너도 분발해
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 다 뺏기면 안된다구
P0 	: 알긴 아는데 자꾸 까먹지
P0 	: 롯*에서 나온 민트초코 튜브형 아이스크림 샀거든
P0 	: 이거 처음에는 자일리톨 맛인데 먹다 보니까 상쾌하고 맛있길래 하나 더 뜯었어
P1 	: ㅋㅋㅋㅋ오홍
P1 	: ㅋㅋㅋㅋㅋ야 많이 먹으면 배아푸당
P0 	: 맞아 그래서 삼분의 일만 먹을려고
P1 	: ㅋㅋㅋㅋㅋㅋ바람직
P1 	: 저녁은 먹구 먹는겨? 
P1 	: 저녁 시간인데.
P0 	: 아니.......아 ..아아아아아! 까먹었다
P1 	: 응?
P1 	: 에?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 야 밥을 어떻게 까먹냨ㅋㅋㅋㅋㅋㅋ
P1 	: 애들 다 말복이라고 열심히 치킨 먹든데
P0 	: 나 오늘 한끼만 먹ㄱ었어 생각해보니까
P0 	: 치킨 우리집도 있긴한데 지금 닭이 물려
P1 	: 한끼는 잘 먹었어?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭐먹었는데
P0 	: 시리얼
P0 	: 오색멜로
P1 	: 너
P1 	: 매일 살 빠지지 않니..?
P1 	: 아니 그러다ㅋㅋㅋㅋ영양실조와ㅜㅜ
P1 	: 안돼 밥먹어 얼른 그득하게
P0 	: 엄마가 소시지 구워준댔어 그래서 기다리는 중 밥 먹고 꿀떡 챙겨먹을꺼야
P0 	: 오늘은 완벽하게 리스펙해!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ오호
P1 	: 뭘 리스펙해
P1 	: 꿀떡도 맛있겠네 안먹은지 오래됐당
P0 	: 응 아리울꺼 이번에 꿀떡 사봤어 이건 어디서 먹어도 맛있지.
P0 	: 자화자찬 이번 저녁을 풍족하게 채우고 맛 볼 나한테 하는 존경? ㅋㅋㅋ
P1 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ셀프 리스펙
P0 	: 초밥이면 삼시세끼 먹을 자신 있는데
P1 	: 난 줄 알고 설렜자나~ 
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 초밥 좋아하는구나
P1 	: 초밥킬러
P0 	: 응 근데 나랑 같이 먹어줄 사람이 없어ㅠㅠ
P1 	: 내가 같이 먹어준다고 하고 싶지만ㅋㅋㅋ
P1 	: 난 국밥충이지..허허허
P0 	: 아 나 순대국밥 먹고 싶거든 그 집이 확진자 떠서 일주일째 안 가고 있는 중
P0 	: 국밥은 가릴거 없이 다 맛있지 아침에 뜨끈하게 속 대울 수 있어서 너무 좋아
P0 	: 배구연맹은 아직도 정신을 못 차렸나봐 이제 예전에 비주류가 아닌데 꼴랑 6억원 갖고 생색내기
P0 	: 아 연맹이 아니고 협회
P0 	: 협회관계자가 무례한 질문을 했나봐. 그것 때문에 게시판 다운 됐대 무섭긴 무섭네
P1 	: ㅋ나도 순대국 
P1 	: 뭐야 이상한 타이밍에 카톡 갔네 아까 인터넷 안됫는갑다
P0 	: 응 이게 희안한게 집에서는 잘 안 만들어먹게된다?
P0 	: 식당에서만 술술넘어가 ㅋㅋ
P1 	: 누구한테 무례한 질문을 한거야? 김연경? 
P1 	: 요거 질문 했다는거! 
P0 	: 아 ㅋㅋㅋ 배구 이번에 포상금 6억이거든
P0 	: 관계 단체에서 각자 2억씩 냈는데 협회 관계자가 포상금 유도 질문을 하더라고
P0 	: 포상금 얼마냐고 물어서 선수 입으로 6억이라는 말이 나오게 했어. 그래서 지금 팬들한테 욕먹고 있는 중
P0 	: 이면 이해 할 텐데 한 술 더 떠서 포상금 마련해준 기관, 단체 하나씩 열거하더래
P1 	: 아,,,,,티내고 싶었구만 
P1 	: 선수들이 잘해서 이목 집중 됐을 때 
P1 	: 자기들이 이만큼 해줬다고 티내고 싶었네.. 장난하나
P0 	: 전부터 문제가 많았나봐 국내에서 여자배구팀 안 알려져 있을 때는 금메달 땄는데 김치찌개 회식해준 일화도 유명하고
P0 	: 선수들 노력도 물론이지만 팬들의 아낌없는 지지와 응원이 중요한거 같아.  복지에 힘써줘야할 단체가 제대로 안 돌아갈 때는.
P1 	: 아 김치찌개는 들어봤어
P0 	: 어이없더라 김치찌개는 엄청 흔하잖아
P1 	: 응응 운동 단체 싸잡아서 뭐라고 하기는 뭐하지만
P1 	: 관심이 없을수록 
P1 	: 약간 뒤로 빼돌리는 그런게 많은거 같기는 해
P1 	: 그럴 수 있는 가능성이 높은거겠지? 
P0 	: 그렇겠지 주목 받지 못 하니까
P1 	: 에효
P1 	: 주목 못받아도 양심적으로 상식적으로 
P1 	: 충분히 할 수 있을텐데 
P1 	: 보이지 않는데만 가면 .. 혀가 차진다..ㅉㅉ
P1 	: ㅋㅋ호떡까지 
P1 	: 오늘 마무리 잘 했어? 
P0 	: 어딜가나 본인 이권만 챙기는 사람들이 있지
P1 	: 마자마자
P0 	: 응 공부도 나름 목표량 채웠고 시험준비도 차곡차곡 하고 있고 저녁먹어서 배가 따닷하고
P1 	: 오 오늘 아주 셀프 리스펙 하는 하루 충만하게 보내네ㅋㅋㅋㅋ
P1 	: 무슨 공부해? 
P0 	: 토익 외국어 하나쯤은 해놔야할 것 같아
P1 	: 오 토익스피킹도 많이들 하는거 같던데 그거도 해? 혹쉬? 
P0 	: 아직 그거할 실력까지는 안 되고
P1 	: 웅웅
P0 	: 그래도 이번에 목표 점수 채우고 난 다음에는 스피킹도 도전해보게
P1 	: 멋진데? 호
P1 	: 나도 영어 공부해야는데..
P1 	: 공부하는척 하면서 전화영어 하는데 
P0 	: 회화 정말 못 해서 과연 이번에 다 할 수 있을지 장담을 못 하지만
P1 	: 따로 공부를 안하니까 못하는 채로 그냥 실력이 제자리야ㅋㅋㅋㅋ
P1 	: 1년은 한거같은데 오히려 못해지는 느낌도 있고-_- 
P1 	: 떼잉 
P0 	: 아 원어민 강사한테 전화오는거야?
P1 	: 원어민? 
P1 	: 원어민인가
P1 	: 아무튼 영어로 전화와 
P1 	: 맨날 어-
P1 	: 어어- 쏘..쏘..음
P1 	: 맨날 이러고 있다....ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 하나 의견 궁금한거 있어
P1 	: 친구가 아부지 책을 선물해 줬어 
P1 	: 근데 아버지 책드리면서 잘 전달드렸다고 아버지 약간 나시같은- 그 아저씨들 입으시는 그런거 입고 책들고 계시는 사진 찍어서 보낼 수 있니ㅋㅋㅋㅋ
P0 	: 예의 없어보일것 같은데
P1 	: 누구한테ㅋㅋㅋㅋ
P1 	: 친구한테? 
P1 	: 아니면 아부지? ㅋㅋㅋ
P0 	: 친구가 선물을 해준거 아니야? 아버님한테?
P1 	: 응응 마자마자
P0 	: 친구입장에서는 좀 당혹스럽지 않을까
P1 	: 아니 울 언니가 아빠 책 갖다드리면서 아빠 런닝입고 계시는데 무음 카메라로 사진 찍드니 혹시 싶어서 가보니까 친구한테 사진 보내고 있더라고
P1 	: 아니 아저씨들은 괜찮대 그래서 
P1 	: 당장지우라고 넘 어이 없어서 한 5번쯤 얘기하니까
P1 	: 아니 너 왜이렇게 유난이야? 아저씨들은 원래 런닝입고 있고 그러는거야! 
P1 	: 이러면서 안지우네..? 
P1 	: 아니 친구도 당황할 거 같고 아빠 너무 싫어하실거 같은데 왜 얘기를 안듣지 나만 이상한거 아니지? 하.. 
P0 	: 아 상대방도 별말 안 하면 괜찮은거겠지. 나라면 좀 당혹스럽고 할말이 없을 것 같긴한데
P1 	: 그러면서 친구가 귀엽다고 했대 괜찮대- 
P1 	: 그래서 카톡창 보니까
P1 	: 응..? 
P1 	: 아..!
P1 	: 이러고 왔더라고
P1 	: 딱 봐도 당혹스러운데 아 그냥 잘 받았다는거구나 싶어서 알겠다고 한거 같은데 
P0 	: ...아니 근데 그 아버님께서는 뭐라 안 하셨어?
P1 	: 난 울 아빠 그렇게 흐트러지게 있는 사진 가족들한테도 안보내는데, 약간 자기 쿨한척 하려는건지 모르겠지만 왜 남한테 아빠가 모르는 사람한테 그런걸 보내지
P1 	: 무음으로 사진찍어서 몰래 슥 들고 나가더니 바로 전송-
P1 	: 아빠 엄청 옛날 사람이거든.. 부산 경상도 싸나이. 
P0 	: 허락은 받아야지 가족끼리도 초상권 침해 허용되는데
P1 	: 완전 싫어하시지 지금 그거 보냈다고 했으면 엄마도 아빠도 완전 나보다 더 싫어하실걸? 
P1 	: 근데 언니 간만에 집왔는데 약간 쓸데없는걸로 목소리 높아지는거 싫어서
P1 	: 그냥 말았는데 너무 신경쓰인다- 하
P0 	: 믿을만한 친구니까 보냈을거야 뒷말하고 그러는 친구이면 언니가 경솔한 짓은 안 했겠지. 나중에 상황 봐서 다시 얘기해봐
P1 	: 하 그렇겠지..? 친한 동생이래 나도 아는 언니고 자취고 굳이 울아빠 사진 딴데 보여주지는 않겠지만 
P1 	: 이미 보낸 사진 한 5분인가 지나면 지우지도 못하잖아ㅋㅋㅋ..그래서 스트레스야 
P1 	: 아빠도 뭔가 티셔츠 잘 차려입고 그러셨으면 몰라도 
P1 	: 끙 
P1 	: 짜증나서 급한탄ㅋㅋㅋ
P1 	: 한 번 해봤어 :) ㅋㅋㅋ임금님 귀는 당나귀귀!!!!!!!!!!!
P0 	: 나중에 기분봐서 언니한테 그러지말라고 얘기해
P1 	: ㅋㅋㅋ응응 근데 엄청 기분파라 나중에 기분좋을 때더라도 자기가 맞다고 생각하는건 생각 잘 안바꿔..그냥 기분만 나빠해서
P0 	: 잘 아는 사이라지만 사람 사이가 어떻게 될지 모르잖아 서로 기분 상하는일이 있으면 남이 상처받을말 아무렇지 않게 하잖아 좀 걱정되지만 서로 싸우는 일이 없다면 수면위로 올라오는 일은 없을 것 같아
P1 	: 평소때는 이럴일 없으니까 그냥 지나가고 다음번에는 혹시 비슷한 일 있으면 사진을 못찍게 해야지  허허
P0 	: 고생이 많네 잘 생각했어 오랜만에 모였는데 싸움나는건 여러모로 보기 좋지 않지 너가 많이 힘들었겠다
P1 	: 음ㅎㅎ 의견차이인데, ㅋㅋ 니 말대로 초상권 얘기같은거 생각 했으면 오히려 잘 설득됐을수도 있겠다 
P1 	: 아주 좋은 포인트 집어 줘서 고마워잉
P0 	: 이상한게 탄산음료는 안 먹을 때는 생각이 안 나거든. 근데 ㅎ먹고 나면 계속 손이 간다. 한달만에 피자배달시키면서 사이다 주문했는데 도저히 손을 못 떼겠다
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ1.5L 짜리야? 
P0 	: 응 2천원 줬지. 반병 다 내 입속으로 들어갔다 ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아주 끊임없이 먹었나 본데ㅋㅋㅋㅋ
P1 	: 근데 나도 그래 탄산 평소에 별로 안좋아하다가 한번 입대면ㅋㅋㅋ없어질 때 까지 먹고 그 다음날도 없으면 생가나..
P0 	: 맞아맞아 왜 비만이 되는지 알겠어 맛있는건 끊을 수가 없어
P1 	: ㅋㅋㅋㅋㅋㅋ아냐 
P1 	: 내가 봐서 넌.. 비만이 될 수 없어.. 
P1 	: 평소 때 밥을 하도 자주 까먹고 조금 먹고 그런 느낌이라
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 야 너무 아포 뼈를 때리는걸 넘어서서 부숴버리네
P1 	: ㅋㅋㅋㅋㅋㅋ그러니까 잘 챙겨먹어야지~ 
P0 	: 여름에는 입맛이 없어
P1 	: 난 딴거보다도ㅋㅋㅋ
P1 	: 밥 잘 챙겨먹는걸 항상 열심히 전파(?) 하고 다니고 있어서
P1 	: 잘 안챙겨먹으면 마음이 쓰인다구ㅋㅋ
P0 	: 맞아 한국사람은 밥심이지
P1 	: 예전에 일본에 한달? 지낼일이 있었는데ㅋㅋㅋ
P0 	: 외국영화보다가 감금하고 굶기는거 나오면 감정이입해서 성질내고 그런다
P1 	: 그때도 나 쌀이랑 물이랑 다 들고가서 밥해먹었잖아ㅋㅋㅋㅋ
P1 	: 뭔가 방사능이라고 해야되나 걱정은 되는데 밥은 먹어야 겠고 그래서ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 일본은 라멘 빼고 먹을게...일단 내 입맛에 맞는게 많지 않았어
P1 	: 마자 젤 고문
P1 	: 오 그래? 
P1 	: 난 사실 입맛에 맞는건 너무 많았어
P0 	: 일주일동안 초밥만 먹을 수도 없고 우동도 내가 생각했던거랑 다르더라
P1 	: 일본식 덮밥이랑
P1 	: 튀김이랑 
P1 	: 계란말이랑...!!!!!!!!!!!!1
P1 	: 츠지한- 이라고 있는데 여기 그 회덮밥이거든?
P0 	: {share:info}
P0 	: 이거 봤어?
P1 	: 우리 해외 여행 갈일이 곧 있지는 않겠지만 도쿄가면 꼭 가보ㅏ.. 현지인 맛집인데 1등으로 꼽아
P1 	: 술? 
P1 	: 아니아니
P0 	: 여기에 술이랑 음식 진짜 맛있게 나오는데
P0 	: 아 진짜 볼때는 막 군침돌아서 침삼키면서 보게 되거든. 너무 음식 맛깔나게 촬영해놨어
P0 	: 회덮밥집 기억해놓을게 나중에 갈일 있으면 거기도 들러야지
P1 	: 오 드라마/영화 이런거구나ㅋㅋㅋ
P1 	: 야밤중에는 안찾아봐야지....
P1 	: 벌써 상상만 했는데도 배고프다야...ㅜㅜ 
P0 	: 술이랑 잘 어울리는 안주 위주로 나오는데 한끼 식사로 먹어도 부담없는것도 나와 만두나 튀김같은거
P1 	: 오호- 저녁 시간 같은때에 간단히 먹기 좋은 류 이런 느낌이겠네
P1 	: 나도 그런 거 좋아해! 
P1 	: 저녁 일찍 먹어서 항상 요 시간쯤 되면 뭐가 땡기거든ㅋㅋ그럴 때 먹을 수 있는 가벼운 칭구들!! 
P0 	: 맞아 밤에는 가볍게 먹는게 좋지
P1 	: ㅋㅋㅋ아까 언니 마중 나갔다가 들어오면서
P1 	: 쿠폰 쓸 거 있대서 스벅 케이크ㄹㄹ 4개나 사왔네 그
P1 	: 그렼ㅋㅋㅋㅋ
P0 	: 오 오늘 먹게?
P1 	: 하루에는 다 못먹지ㅋㅋㅋ
P1 	: 이제 식후땡으루 먹어야지? ㅋㅋ내일부터
P0 	: 쿠폰이  많았나보네 케이크 4개 와우
P1 	: 방금 다들 한입씩 먹었어ㅋㅋㅋㅋ
P1 	: 커피 두잔에 케잌하나짜리ㅋㅋㅋ했더니 
P1 	: 3개로는 돈이 남아서 결제 안된다길래 4개 샀더니 또 너무 넘어서 아아 쿠폰 하나 더썼지
P1 	: 케이크를 사면 계산이 복잡해.. 
P0 	: 쿠폰을 쟁여놓았었구나 그래도 알뜰하게 비싼 케이크 쟁였네
P1 	: 언니 뭐 생일 때 받은 쿠폰인가봐 
P1 	: 아아는 내 문자함 여기저기 있는 애들 중에 하나 호다닥 썼지
P1 	: 내 생각에 까먹고 못쓰는 쿠폰 분명 있을거 같아 
P1 	: 나중에
P0 	: 그거 쿠폰 관리해주는 어플 있던데 거기에 등록해놓으면 어때?
P1 	: 오 날짜랑 이런거? 어떤 앱이야 이름 혹시 아니..? 
P1 	: 그거 신한페이판 이런 앱에 있는거도 등록해줘? 
P0 	: 스위티콘이 AI로 등록해주네
P0 	: 써보지는 않았는데 어플 편의성이 떨어지는거 빼고는 나쁜 평은 없어
P1 	: 오옹 한번 찾아볼게
P1 	: ㅋㅋㅋㅋㅋㅋ편의성이ㅋㅋㅋ
P1 	: 떨어지는 거 빼고는 이라니 ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 지금 그냥 수기로ㅋㅋㅋ
P1 	: 대충 입력해놔 메모장 같은데
P1 	: 쓰면 지우고, 쓸 때 다시 찾고 이런식으로 
P1 	: 근데 시간 많이 걸리긴 하더라
P0 	: 아 그러다 다 쓴거 바코드 남겨둘 때도 있지않아?
P0 	: 전에 편상 많이 모였을 때 종종 그런 실수 했었거든
P1 	: ㅋㅋㅋㅋ맞아 그래서 
P1 	: 헷갈리는거는 먼저 얘기해
P1 	: 어 이거 혹시 쓴건지 확인 좀.. 해주실 수 있을까요~? 
P1 	: ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
P0 	: 나는 그냥 쓸거만 그날 다운 받고 나머지는 구글포토에 넣어놔 그때만 기기에 다운받고
P1 	: 근데 쿠폰이 유효기간들이 다 다르잖아 그래서 
P1 	: 다운받아 높으면 쓸때 헷갈리지 않아? 
P1 	: 약간 앱에서 바로 써야되는건 캡처하면 유효기간 안보일 때도 있고ㅋㅋㅋ
P0 	: 옆에 손글씨 필기하거나 그러지. 근데 편상 아니면 다 파니까
P0 	: 솔직히 관리할 필요성을 못 느껴
P1 	: 아, 손글씨 그런거도 괜찮네ㅋㅋㅋㅋ
P1 	: 좋은 생각이다 땡스ㅋㅋㅋ
P1 	: 아, 판매하는거ㅋㅋㅋㅋ안귀찮아해야하는데ㅋㅋㅋ
P0 	: 나는 앨범 만들어서 한달 남으면 그때 팔아
P1 	: 앨범? ㅋㅋㅋ따로 앨범으로 모아놔? 
P0 	: 혹시 쓰거나 선물할 일이 있을지도 모르니까 한동안은 갤러리에 일자별로 저장해두는 편
P1 	: 이거 실수로 같은 기프티콘 다른 사람한테 2명한테 판매되거나
P1 	: 그런적은 없어? 
P1 	: 나는 그런거도 좀 걱정 되던데
P1 	: 혹시 내가 쓰거나 중복일까봐
P0 	: 응 없어 여러장일 때는 그냥 한꺼번에 팔면 되니까
P0 	: 근데 한번도 그렇게 한번에 모아본적이 없어.판매내역에서도 확인할 수 있으니까 헷갈리면 대조해보는 편이지
P1 	: 아,, 그렇게 한번에 사는 사람들도 있구나
P1 	: 아, 오오케이ㅋㅋㅋ
P1 	: 나는 내가 쓴거까지ㅋㅋ구분해야해서ㅋㅋㅋㅋ
P1 	: 더 헷갈린당ㅋㅋㅋ
P0 	: 아 당근이나 번장에 깊콘 판적은 없어 ㅋㅋㅋ
P0 	: 그거 헷갈리면 판매처 고객센터에 핀번호 불러주고 사용여부 알려달라고 해
P1 	: 그럼 어디에 팔아? 
P1 	: 우리 카톡방에서 하는거만해도 워낙 많이 오잖아ㅋㅋㅋ
P0 	: 기프티스타랑 니콘내콘 전에는 머니트리에 넘겼어
P1 	: 그래서 생각보다ㅋㅋㅋㅋ정리 안됌ㅋㅋㅋ
P1 	: 매번 더 나은ㅋㅋㅋㅋ정리법을 강구하고 잇지ㅋㅋㅋ
P0 	: 음 너는 어플 쓰는게 낫겠다
P1 	: 나한테 맞는지 한 번 봐볼게ㅋㅋㅋㅋ:) 
P1 	: 지금 폰 용량이 없던거 같은데 
P1 	: 가능하려나
P0 	: 엌 ㅋㅋㅋ 일단 문자로 다 저장해두는 편이면 보관함으로 옮겨놓고 쓴 거 안 쓴거 임박한거 아닌거 구분해놔
P1 	: 웅웅 문자를 지우면 되는데 
P1 	: 혹시 내가 사진에서 실수로 지울까봐
P1 	: 사진첩에 넣어놓는거 쓰면서 지우고, 그때 문자도 
P1 	: 같이 지우는데
P0 	: 그 다음에 팔거랑 안 팔거 갤러리에 앨범파서 캡쳐본 저장하고. 캘린더에 핀번호나 기호 같은걸로 표시해두고 그 전에 쓰면 되지 않을까
P1 	: 매우 불편ㅇㅇ
P1 	: 오 응응 한 번 해볼게ㅋㅋㅋ
P1 	: 쿠폰이 많아서 고민해 볼거라고는
P1 	: 상상을 못해봤네ㅋㅋㅋㅋ
P0 	: 다 보관함에 넣고 갤러리에 옮길 때 문자는 지워 갤러리에는 그거 이름 바꿀 수 있잖아 파일이름 거기에 유효기간 적어놓으면 되지 않을까?
P1 	: 카카오 선물하기에 있는거는 90%에 그냥 다 환불할까도 생각 중이얌.. 괜히 안쓸거 남아있어서
P1 	: 어떤거 갤러리 파일이름 말하는거야? 
P1 	: 어떤 이름을 바꿀 수 있는고지..? 
P0 	: {share:photo}
P1 	: 아 파일이름 오오케이 
P1 	: 아 파일이름순 배열이면
P1 	: 내가 저장한 이름 순으로 배열되겠네 오 좋다! 아주 천재적인데!?
P0 	: 앨범 만들어서 깊콘 캡쳐본을 따로 보관하면 실수로 사진 삭제하더라도 그 캡쳐본은 남겨둘 수 있잖아 당장은 그렇게 하고 나중에 폰 용량 여유 생기면 그때 저런 어플 이용해서 정리하는것도 좋은 방법일 것 같아
P1 	: 아 그 사진저장도 하고, 캡처도 따로 해놓고 이렇게? 
P0 	: 사진은 문자에서 바로 저장할 수 있잖아 그거 말하는거야 아 캡쳐라고 해서 그랬구나 그냥 편의상 그렇게 말한거야 갤러리에 저장해놓고 분류만 시간 날 때 해놔
P1 	: 아 오오 좋오아ㅋㅋㅋ
P1 	: 시도해 볼게ㅋㅋㅋㅋ
P1 	: 안그래도 정리한번해야지 해야지 하면서 안하고 있었어ㅋㅋ
P1 	: 아 나 자는동안 언니가 내 태도가 그게 뭐냐고 카톡 엄청 보내놨네
P1 	: 티비에 난닝구 바람으로 나오는 아저씨들은 또라이라 그렇게 나오냐며...?
P1 	: 아니지- 본인들은 찍히는걸 알고 있으니까 문제 없을수있지만 아빠는 다르니까- 아 근데 뭔갘ㅋㅋ얘기로 풀진 못하고 그냥 싸워버리게 됐네...허허
P0 	: 그건 연출된 화면이지. 자는 시간에 카톡을 보내다니 너한테 배려가 없네
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 카톡 알람은 안울려서ㅋㅋㅋㅋ뭐- 
P1 	: 그냥 열받았아 이거지뭐
P0 	: 상대방이 감정적으로 나오면 싸우게 되는게 당연하지 좀 많이 서운할것 같아 나라면.
P1 	: 나랑 언니는 그래서 시간 잘 안보내려는게ㅋㅋㅋ
P1 	: 서로 안보면 친한데 같이 있을 때 이런걸로 한 번 부딪히면
P0 	: 나도 그래. 사이좋은 자매가 있으면 아닌 자매도 있으니까 가능하면 서로 얘기를 안 해
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 너는 동생 한명이랫나
P1 	: 가족들이랑 서로 얘기안하는게 편하다는데 
P1 	: 웃픈일이다..
P0 	: 그렇지 근데도 힘드러
P1 	: 마자 
P1 	: 한두명인게 문제가 아니라
P1 	: 얼마나 서로 잘 알고 배려하고 이해해 주느냐
P1 	: 그거 니까 뭐 
P0 	: 응 초장에 관계가 바로 잡혀야 돼
P1 	: ㅋㅋㅋㅋㅋㅋㅋ나랑 언니 관계는 많이 바뀌긴 했어
P1 	: 6살? 나이차가 좀 나니까 덩치 차이도 있고 그래서.. ㅋㅋ
P1 	: 에효 살면서 뭐 하나 쉬운게 읎다
P0 	: 그니까 인간관계가 제일 어려운것 같아
P1 	: 일할 때도ㅋㅋㅋㅋ
P1 	: 주변 사람들만 다 좋으면 빡세도 일할만 하지..
P0 	: 일 그만두는 이유 중에 하나가 관계 때문이라잖아 사람 대하기가 제일 어려워
P1 	: ㅋㅋㅋ사람들이 너무 평화로우면 
P1 	: 내가 이 구역의 ㅁㅊㄴ인가 고민하잖아ㅋㅋㅋㅋ
P1 	: 나 종종 고민해...
P1 	: 원래 한명은 있따는데
P0 	: 그건 상대적인거니까 현대 정신분석학 연구에서는 현대인들은 정신질환이나 그 비스무리한걸 하나씩은 가지고 있다고 하니까 너무 마음 쓰지마.
P1 	: ㅋㅋㅋ오 심리분석가 같은 느낌의 멘트다 
P1 	: 너랑 얘기하면 맘이 되게 차분해 진다? ㅎㅎ
P0 	: 너는 원래 차분해 채팅도 조곤조곤하잖아
P1 	: 너는? 
P1 	: '나는'의 오타인건가
P1 	: 내 채팅은 산만한데...? ㅋㅋㅋㅋ
P0 	: 아니야 그 정도면 상냥하고 차분해
P1 	: ㅋㅋㅋㅋ엇 칭찬 훅 치고 들어오지 마렴 :) 
P1 	: 아침부터 바운스바운스 하게
P0 	: 알았어 앞으로는 예고를 할게 오늘은 소시지 해먹을거야
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ난 부침개 먹고 있어 오징어 부침개! 
P0 	: 오징어순대도 맛있는데
P0 	: 얼마전에 먹었는데 독특하더라고 내가 아는 순대의 상식을 깼어 ㅋㅋ
P1 	: 오 나도 좋아해! 
P1 	: 속초에 유명하잖아ㅋㅋㅋㅋ
P1 	: 맛집마다 다 있구
P0 	: 강릉에도 있어 줄많이 서있길래 먹어봤어 ㅋㅋ
P1 	: 오 강릉이야? ㅋㅋㅋ바다 근처 였던거 같은데
P0 	: 현재는. 정작 바다를 못 가봤다
P1 	: 아니 금방 나가면 바다일텐데 왜! 
P1 	: 갔다와봐ㅋㅋㅋ
P0 	: 갈 여유가 없었는데 지금은 인파 때문에 못 가겠어 바다 예쁘다던데 보고 싶다
P1 	: 지금 연휴기간에 사람들 많이 온대? 
P1 	: 1800명씩 확진되는데 다들 바닷가 안무섭나ㅠ
P0 	: 나도 궁금해서 물어봤는데 친구가 가능하면 오지말래 아침부터 밤까지 인파가 꽤 북적인다고
P1 	: 강릉 있으면서 친구한테 물어보다니ㅋㅋㅋ
P1 	: 완전 집순이네ㅋㅋㅋ
P0 	: 이불 안이 제일 안전해
P1 	: 난 약간 사람 없을 새벽이나 밤 시간에라도 혼자 나가봐야 되는 성격이야ㅋㅋㅋ
P1 	: ㅋㅋ
