# FILE DATA
ID : MDRW2100001373
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210804
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 남성
birthplace : 강원
principal_residence : 강원
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 40대 이상
occupation : 사무 종사자
sex : 여성
birthplace : 경북
principal_residence : 경북
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 하이~
P0 	: ㅇㅇ
P1 	: 왜 불편했어???
P0 	: 자기 지금 쓰고있는거말고 케이스 하나도 없어?
P0 	: 손아퍼
P1 	: 툼병케이스 하나 있엉!
P1 	: 투명
P1 	: 기본케이스.. 핸드폰 살때 아저씨가 공짜로 준거 ㅋ
P0 	: 그럼 그립톡 하나 줄테니 일단 써봐 
P0 	: 그리고 임시로 쓸 카드지갑 하나줄게 ㅋ
P1 	: 그.. 케이스 시른뎅
P1 	: 나도 카드지갑은 있다 모~
P1 	: 아.. 고리형이 더 편하단 말이구나?
P0 	: ㅇㅇ
P1 	: 디자인은이쁜뎅 ㅋㅋㅋ
P0 	: 이쁜거에 혹하지마 ㅋ
P0 	: 무조건 기능성이 우선이야 ㅋㅋ
P0 	: 크래프톤은 장투로 가야겠어... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 흠...
P1 	: 난 그냥 카드 2개 넣는 핸드폰케이스 살래... ㅠㅠ
P1 	: 커플로는 별로야?
P0 	: 굳이
P0 	: {share:url}
P0 	: {share:url}
P1 	: 이거 신박한데!
P0 	: 저건 뒷면에 그냥 부착식
P0 	: 스트랩으로 잡을수도 있고
P1 	: 케이스 암거나 사서 저거 붙이면 되잖아 그징?
P0 	: 그지~~ 
P1 	: 신박하다
P0 	: 자기핸폰이 s10 5g지?
P1 	: 응응
P0 	: 검색은 당근에서 ㅋ
P1 	: 헐.....
P0 	: {share:url}
P0 	: 이쁘다 ㅋ 근데 카드수납이... ㅋㅋ
P1 	: 이쁘네 ㅎㅎ
P1 	: 진짜 이쁘긴한데.. 저거 글리에이터 들어가서 두꺼울텐데.. 카드수납까지 붙이면 너무 뚜꺼워 지는거 아니야?
P0 	: 난 그냥 이런게 있다~~ 라고 보내준건데... 이뻐서 혹한거야??? ㅋㅋ
P1 	: ㅋㅋㅋㅋ
P0 	: 근데 카드수납 붙여도 지금 쓰고있는 지갑형보단 얇겠지 ㅋ
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 당근에 저 케이스 살까? ㅋ
P0 	: 이쁜데 ㅎ
P1 	: 이쁘긴하네 ㅎㅎ
P1 	: 살까?
P0 	: 사자 ㅋ
P1 	: 그러자 ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어차피 카드지갑 붙이면.. 저거 안 보이지 않아?
P0 	: 몰라~ 이뻐~ 사! ㅋ
P1 	: 뭐랭 ㅋ
P1 	: {share:photo}
P1 	: 이거 이쁜뎅.. 카드가 하나밖에 안들어가 ㅠㅠ
P0 	: 링크링크
P1 	: {share:url}
P0 	: 오~ 괜찮다!!
P0 	: 빡시게 2장 넣으면 안되나? ㅋ
P1 	: {share:photo}
P1 	: 안될껄?
P0 	: 이것도 링크
P1 	: {share:url}
P1 	: 미미위의 강남라이프
P1 	: 빅토리카의 따봉라이프
P0 	: 둘 다 받음 ㅋ
P1 	: 미투 ㅋㅋㅋ
P1 	: 이거 살까??
P1 	: 자기 몇개 필요함?
P0 	: 다른건 없어?
P1 	: 다른거 어떤거?
P0 	: 그냥 다른제품 ㅋㅋ
P1 	: 저기 있는게 다야 ㅋㅋ
P1 	: {emoji}
P1 	: {emoji}
P1 	: 자기야 아주스틸 경쟁이 너무 심각해서..
P1 	: 2천주 넣어도 1주 못받는디...
P0 	: ㅋㅋㅋ 2천주..
P1 	: 2천주 해도 천오백이야 ㅋㅋ
P1 	: 단가가 싸서
P1 	: 그냥 자기랑 나랑 돈 함쳐서 넣을까???
P1 	: 오천을 넣어도 3개 받을까 말까하긴해...
P0 	: 흠...
P1 	: 별로임???
P0 	: 내가 뭐 아나 ㅋㅋㅋ
P1 	: 그냥 균등만 할까?
P0 	: 말을 듣겠소 ㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 자기 얼마나 땡길수 있지???
P0 	: 천???
P1 	: 최고가 천이야???
P0 	: 1400정도
P1 	: ㅇㅇ 그럼 이따가 3시 좀 넘어서 비례 보고 자기한테 돈 넣어줄께 
P0 	: 나한테??
P1 	: 난 어차피 3천을 하든 4천을 하든 2개밖에 안돼... 돈을 훨신 많이 넣어야 3개야
P1 	: 그럴바엔 자기가 최소금액 넣어서 1주 더 받는게 더 유리해
P1 	: 지금상황은 그래
P1 	: 이따가 3시 넘어서 경쟁률 어케 변할지 함 보고 다시 얘기하자
P0 	: ㅇㅇ
P1 	: 난 이거 살래 ㅠㅠ
P1 	: 엄청 사고 싶어 무지 사고 싶어 ㅋㅋㅋ
P0 	: 사면되지 왜 울어 ㅋㅋㅋ
P1 	: 자기가 시쿤둥해서 ㅋㅋ
P0 	: 아닌데~ 찾아보고있었는데 ㅋ
P1 	: 검색해봤자 거기서 거기 같던뎅 ㅎㅎ
P0 	: {share:photo}
P0 	: 이게 젤 낫네... 
P1 	: 오~ 뭔가 전문적이네
P0 	: 근데..이거 핸폰 안쪽에 붙여도 되는거면... 당근에서 파는게 얇아서 괜찮아 보여서~
P1 	: 난 그냥 막 막 사고싶은 맘이라 호환되면 무조건이였는데 ㅋㅋ
P1 	: 당근에껀 뭔가 진짜 .. 어설퍼 보이던데...
P0 	: 이게 되게 정밀한 기기같은게 아니라서 ㅋㅋ 
P1 	: 그런가???
P0 	: 자기 혹시 오늘 퇴근길에 송파역쪽에 한번 들렸다 와줄수 있나?? ㅎㅎㅎ
P1 	: 왱??
P0 	: {share:photo}
P1 	: {share:url}
P1 	: 이거도 카드 하나만 되것지?
P1 	: 카드 몇개 들어가냐 물으니 한두장정도까지 들어갑니다...라는데... 맞을까??
P0 	: 넣으면 빡빡하게 2장까진 될듯
P1 	: 이거 살까?
P1 	: 고리가 더 나아 보이기도 해서
P1 	: 캐릭터는 이쁘긴한데.. 불펴할꺼 같기도 하고
P1 	: 저건 써본적 없음?
P1 	: 그리고 캐릭터는 카드 한장밖에 안됨..
P0 	: 요거... 고리가 딱 고정된게 아니라 겉에 가죽에 붙은거라 든든하진않을것같은디~
P1 	: 박혀 있는데??
P0 	: 음.. 카드넣는쪽이 뚫려있잖아? 쓰다보면 살짝 벌어지는 느낌 날껄?
P1 	: 흠..ㅁ..
P0 	: 그렇게되면 카드도 잘 빠질껄?? 근데 2장넣으면 빡빡해서 빠지진않겠다
P1 	: 안써봤으니 아나 ㅋ
P0 	: 글치.. 다 ~~ 일껄?? 이니깐 ㅋ
P1 	: ㅋㅋㅋ 글치
P0 	: ㅋㅋㅋ
P1 	: 그냥 카드지갑을 들고 다녀야겠다 ㅋㅋㅋㅋ
P0 	: {share:url}
P1 	: 이런 디자인은 많던데 ㅋ
P0 	: {share:photo}
P0 	: 캐릭있는거 판매자가 단 답변이야
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 핑크는 이쁜데?
P0 	: 근데 자기 핸폰 색상이 뭐지?
P1 	: 검정
P0 	: 근데 이런거 쓰더라도 핸폰에 바로 부착하지말고 케이스 씌우고 거기에 붙여야해~
P1 	: 당근이지!
P1 	: 헐......
P1 	: 아주스틸... 경쟁률 장난없다....
P1 	: 균등으로 하면 무조건 한주는 받겠다.. 재수 좋음 2주
P1 	: 지금 1.86
P0 	: 균등만 가자 ㅋㅋ
P1 	: 아니야
P1 	: 비례로 한주씩 더 받자
P0 	: 오~ 크래프톤 453000
P1 	: 오~~~ 
P0 	: 시초가는 넘겼네 ㅋㅋ
P1 	: 내일 힘내주길!!!
P0 	: ㅋㅋㅋ
P1 	: 안전하게 3500주 하자
P0 	: 합쳐서?
P1 	: 지금 3500주 하면 1.37이다
P1 	: 각각
P0 	: 헐 ㅋ
P1 	: 30분 안에 미친듯이 더 몰리진 않겠지
P1 	: 자기 1400있다했으니 나머지 내가 보내줄께
P1 	: 미래에셋으로 바로 보내줄께 계좌 불러봐
P1 	: 그냥 해보자
P1 	: 12,425,000보내면 되지???
P1 	: 아님 더 보내??
P0 	: 아니~~
P1 	: 응응
P1 	: 보냄 청약해!!!
P0 	: 어? 60만 더 보내줘
P0 	: 자기야~~~~~~~~
P1 	: 응
P0 	: 60만 더 보내줘` ㅠ
P1 	: 웅ㅇ
P1 	: 보냄~
P1 	: 왜 3400주로 나오지?
P0 	: 그지?
P0 	: 청약단위..;;
P0 	: 3400 다음 3600
P1 	: 아
P1 	: 자긴 햇어?
P0 	: 아직
P0 	: 3400으로 해?
P0 	: 그럼 3400으로 한다??
P1 	: 돈 더 보내줄까?
P0 	: 난 잘 몰라~ 계산도 못해 ㅋ
P1 	: 금액 얼마 있는지 찍히잖아
P0 	: 몇주신청해야 몇주나오는지도 모르는데뭐 ㅎㄹ
P1 	: 자기 계좌에 25670있어?
P0 	: 26425 있지
P1 	: 그냥 3400하자...
P1 	: 아니다
P0 	: ㅇㅇ
P1 	: 보내줄께
P0 	: ㅋㅋ ㅇㅇ
P1 	: 755더 줄게
P0 	: ㅇㅇ
P1 	: 보냄
P0 	: 청약완료
P0 	: 여기도 수수료2천원있네
P1 	: 휴 나도 함
P1 	: ㅇㅇ 배정 못받으면 없엉
P0 	: 1주는 받겠지 ㅋ
P0 	: 크래프톤 454,000원 ㅋ
P0 	: -176,000 ㅋ
P1 	: 오~~~~ ㅋㅋㅋㅋㅋ
P0 	: {share:url}
P0 	: 이것도 괜찮은듯
P1 	: 그냥 카드지갑 가지구 댕길래 ㅋㅋㅋ
P0 	: 캐릭터 1장짜리로 하고?
P1 	: 아니 암거도 안 붙이게 ㅋㅋ
P0 	: ㅋㅋㅋ
P1 	: 혹시 당근에 그거 샀나? ㅋㅋㅋ
P0 	: 케이스?
P1 	: 응
P0 	: 응~
P1 	: ㅋㅋㅋㅋ 그냥 그거 이쁜거 들고 댕기야지
P1 	: 요거 요거.. 수납 많이 된다..
P0 	: 그려 ㅋㅋ
P0 	: 응~ 괜찮은ㄷㅅ
P1 	: ㅇㅇ
P1 	: 일단 찜공 
P1 	: 정 불편하면 생각해보겠어
P0 	: 그렼 ㅋㅋ
P0 	: {share:info}
P0 	: ㄷㄷㄷㄷ ;;;;
P1 	: 헐.. 수정구 ㅠㅠ
P0 	: 모란역이야
P1 	: 동네가 좀 거시기하긴해 ㅠㅠ
P0 	: 여기 중국인도 많이 살아서...
P1 	: 음.. 아주스틸 수주도 많이하고 수요예측도 좋고 돈도 잘 벌고 다 좋은데..
	  그래도 넘 기대는 많이하지말오~
	  주식이란게 알수가 없어서
	  그래도 마이너스는 안날거같아!
P1 	: 마즈.. 중국인들 천지야 ㅠㅠ
P0 	: 혹시라도 밤에 혼자 어디 다닐 생각말어!!!!!!! 낮에도!!!
P1 	: ㅇㅇ 조심하긴해야해
P1 	: 자기도 조심해
P1 	: {share:photo}
P1 	: 균등은 1개는 무조건 받고 74%는 2주 받는다..
	  균등은.. 한주는 무조건 받고 27%확률로 한주 더 받을수 있겠다
P0 	: 뒤에껀 비례?
P1 	: 응
P0 	: 최소2주에서 최대4주네
P1 	: 비례배정이라고 되어 있는거
P1 	: 응 
P1 	: 그래도 균등이 1.74%나 되니깐... 
P0 	: 굿
P1 	: 제발 잘 되어랏 ㅋㅋㅋ
P0 	: 4주 고고 ㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 금요일에 바이젠셀 청약있다..
P1 	: 적자기업임.. 근데 바이오주라.. 적자는 중요하지 않다...!! 
P1 	: 수요예측만 잘 나옴 이거도 들어가자
P0 	: ㅇㅇ
P0 	: 시키는대로 합니다 ㅋ
P1 	: ㅋㅋㅋ 크래프톤에 엄청 데였지? ㅋㅋ
P1 	: 그래도 마감을 양봉으로 했응께
P1 	: 제발 내일 올라라!!!!
P0 	: 음.. 그닥.. ㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋ 근데 왜 시키는대로 한데? ㅋㅋㅋ
P1 	: 담주는 청약할께 없어서 심심헌디.... ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ 
P1 	: {share:url}
P1 	: 언니보고 kb증권 만들라 해야하나 ㅋㅋ
P1 	: 이거 얼마임?
P1 	: 이햐 에브리봇은 아주 쭉쭉 빠진다 ㅋㅋㅋ
P1 	: 블러그 할라고 정리중인데.. 뭔가 사용하기가 불편하다..
P1 	: 쉽지가 않아 ㅋㅋ
P1 	: 땀띠약 사갈까??
P1 	: 풍이진이 견공생활
P1 	: 근뎅 이건 난 받았는데 자기도 받았으면 중복으론 못받는데
P1 	: 난 퇴근해용
P0 	: 괜차너 ㅎㅎ
P0 	: 조심히 오셔!!
P1 	: 응
P0 	: 집에선 얘기하고 통화하기
P1 	: 그랭~
P0 	: 브레인즈 1주 배정
P1 	: ㅇㅇ
P1 	: 돈이랑 주식 정리좀해
P1 	: {share:url}+%EC%9D%B8%ED%98%95&bt=0&frm=NVSCPRO
P1 	: 몰랑이 인형도 팔아
P1 	: 몰랑이 인형 사줄까?????
P0 	: 일단 44만에 한주 걸어둠 ㅎ
P1 	: ㅇㅇ 등치 줄이는게 부담 안되지
P1 	: 근데 출시 예정이라는데??
P1 	: 10시되면 열리나?
P0 	: ㅇㅇ
P1 	: 3개 다사???
P0 	: ㅇㅇ
P1 	: 그래도 출시예정이라는데?
P1 	: 새로고침해야하나?
P0 	: 해봥
P1 	: 페이지가 작동하지 않는데
P1 	: ;;;;
P0 	: ㅋㅋ
P0 	: 사람몰려서 그렇지..
P1 	: 헐....
P1 	: 자긴 삼?
P0 	: 이것들은 욕을 그렇게 먹고도 계속 이러네 ㅋ
P0 	: 난 100명남음 ㅋ
P1 	: 여기 인터넷 연결이 안 좋아서 그런가봐
P1 	: 페이지가 작동하지 않는데
P0 	: 다른사이트는 잘될껄? ㅋ
P1 	: ㅇㅇ 잘돼
P0 	: ㅋㅋ
P1 	: 미안 난 틀렸어 ㅋㅋㅋ
P0 	: 왱?
P1 	: 페이지가 작동하지 않는데 무순수로 사 ㅋㅋ
P0 	: ㅋㅋ
P1 	: {share:photo}
P0 	: 크래프톤...
P0 	: 더 떨어지네 ㅋ
P1 	: 가망 없으요
P0 	: 나도 페이지가 작동하지 않는데 ㅋ
P1 	: 정말 물타면서(추가구매) 장기 갈거 아니면 진짜 가망없음
P1 	: 근데 물타면...등치가 너무 커져서 비추 ㅠㅠ
P1 	: 이거 사는 사람이 있긴 한걸까? 조폐공사
P0 	: 헐
P0 	: 다시 대기중 뜨네 ㅋ
P0 	: 7천명
P1 	: 난... 계속 작동안한데 ㅋㅋㅋㅋ
P0 	: 새로고침
P1 	: 아무리 새로고침해도.. 안됨...
P0 	: 사이트 다시 들어가봐
P0 	: 그창은 냅두고
P1 	: 똑같아.. 작동하지 않아.. ㅋㅋㅋㅋㅋ
P1 	: 오 대기다
P0 	: 일단 창은 
P1 	: 29442명  ㅋㅋㅋㅋ
P0 	: 아~ 그래 ㅋㅋ
P0 	: 헐 ㅋ
P1 	: 그래도 내 뒤에 683명이 있어!
P0 	: ㅋㅋㅋ
P1 	: 헐.. 오늘 pi첨단소재 미쳤다리 ㅋㅋ
P1 	: {share:photo}
P1 	: 이거 되긴하는거야?
P0 	: ㅋㅋㅋ
P0 	: 일단 냅둬 ㅎ
P1 	: 안줄어들어 ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ
P0 	: 크래프톤 그냥 지금 다 팔까?
P1 	: 글쎄.. 매도 많이 안 걸려 있긴 한데 ㅠㅠ
P1 	: 한번에 정리하기 힘들면 한주씩 덜어내 ㅠㅠ
P1 	: 오늘도 증시가 안 좋아
P0 	: 차이가 있을라나? ㅋㅋ
P1 	: 어차피 팔거면 그냥 정리해버리고 잊어버려
P1 	: 오늘 외인 기관 미친듯이 팔고 있어
P1 	: 오후장에 어찌될진 모르겠지만.. 어제오늘 안 좋네
P1 	: 근데.. 크래프톤은 증시 회복이 된다해도 막 치고 올라갈진 미지수라서.. ㅠㅠ
P0 	: 막 치고올라가길 기대하지도 않는다 ㅋㅋㅋ
P1 	: 문제는 미친듯이 몇일 동안 내려가다가 회복시에은 아주 찔끔만 올라올까봐 문제야....
P1 	: 죄다 팔고 잊어버릴 자신 있음 그냥 정리하고
P0 	: ㅋㅋ
P1 	: 정 미련이 남으면 반정리하고 반은 정말 장기 간다 생각하고 두고..
	  대신 추가 매수 해야해.. 안그럼 10년이 지나도 특별한거 없음 내 단가까지 못온다 생각해야해
P0 	: 장기는 무슨 ㅋ
P1 	: 지금 마이너스 얼마야?
P0 	: 30
P1 	: 그정도면 뭐...
P1 	: 자기 이제까지 청약한거 번거 없다 생각하고 그냥 잊어버릴수 있지 않을까?
P1 	: 근데 크로프톤 단타쟁이들 들어와서 그런지 매도보단 매수가 많긴하다
P1 	: 매도 43에 걸려있구나
P0 	: 426000에 2주 체결
P1 	: ㅇㅇ 뒤돌아 보지마~ 청약 꾸준히 해서 돈 매꾸자
P0 	: ㅋㅋ
P1 	: 결재 눌렀는데 대기 줄지도 않아
P1 	: 근데 나 밥 먹으로 가야해 ㅠㅠ
P1 	: 밥 먹고 올께
P0 	: 응~ 맛점해요!!
P0 	: 조페공사는 그냥 띄워만 둬 ㅋㅋ
P0 	: 그거 결제창가면 또 대기야 ㅋㅋ
P1 	: {share:photo}
P1 	: 갔다왔는데 절반도 안지남 
P0 	: ㅋㅋㅋ
P0 	: 그냥 잊고있어
P1 	: 점심은 뭐 먹을라공?
P0 	: 방금 짜짜로니 다 먹었어~ 만두랑
P1 	: ㅇㅇ 잘했네~~~~
P0 	: 오후에 미팅때문에 나가봐야함
P1 	: 어디루?
P0 	: 언주역 2시
P1 	: 잉? 언주?
P0 	: 끝나고 전화할게 ㅎㅎ
P1 	: 서현일거라 생각했는데 ㅋㅋ
P0 	: ㅋㅋㅋ
P1 	: 응응!!
P1 	: 그럼 오늘... pc방 가나요?
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 평일이에요 ㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 안돼.. 공부해야해 ㅋㅋㅋ
P1 	: 역시 공부는 날 배신하지 않는다
P0 	: ㅋㅋ
P0 	: 벌었어?
P1 	: 오늘 6만원 벌음
P0 	: 올~~ 한턱 쏴 ㅋ
P1 	: 주말에 쏠께 ㅋㅋ
P0 	: ㅋㅋㅋ
P1 	: 내가 엑셀파일 보냄
P1 	:  청약 하는거 관리하는 방식임 참고하라고
P1 	: 이거 정리 안해놓으면 내가 벌은 돈이 얼만지 내가 써버린 금액이 얼만지 모르게됨
P1 	: 만약 지출이 발행한다면 사용금액칸도 만들어서 관리하면 됨
P0 	: 땡큐요~~~
P1 	: 자기 스타일에 맞게 수정해서 써~
P0 	: ㅇㅇ
P1 	: 난 이제 비례는 안할라고.. 차라리 주식투자해서 돈 버는게 나을거 같아서 매일 저녁 공부하게
P0 	: ㅇㅇ~~~~
P1 	: 그게 남는장사같아
P0 	: ㅋㅋ
P1 	: 공부하기 싫어서 그냥 청약만 할랬더니.. 비례 많이 받을정도로 돈이 잇는거도 아니니.. 안되네 ㅠㅠ
P0 	: 아~ 공부하기 싫어 청약했던거야?? ㅋㅋ
P0 	: 난 나갈준비~
P1 	: 응응 조심해서 다녀요~ 
P1 	: 혹시 모르니 토시 챙겨
P0 	: ㅇㅇ
P1 	: 이사님한테 급여주는거때문에 스트레스 받지말고 주식 수익난거 정리하시는게 어떻겠냐고 하니.. 답을 안해 ㅋㅋㅋ 주식계좌 안 좋은가봐
P0 	: ㅋㅋㅋ
P1 	: {share:photo}
P1 	: 커튼 수거하러 온뎅 ㅎ
P1 	: 언주 도착{censored}? ㅋㅋㅋㅋ
P1 	: 벌써 만났나 보구만
P1 	: 브레인즈컴퍼니 배정됐네 
P1 	: 난 안됐어 ㅠㅠ
P1 	: 배정확률 30퍼네 ㅠㅠ
P0 	: {share:photo}
P1 	: 헐.. 이 행운아 보소
P1 	: {share:photo}
P1 	: 이거원래 이런거야?????
P1 	: 아님 나만 이런거??
P1 	: 자긴 샀어?
P0 	: 아니;;;
P1 	: 밖에 나가느라 못보나?
P0 	: 응. 핸폰으로 접속해도 똑같네
P1 	: 글쿠먼
P0 	: 빌어먹을 크래프톤
P1 	: 안좋아?
P0 	: 40만원ㅋ
P1 	: 헐..........
P1 	: 오늘 그래도 2개 버리길 잘했네 ㅠㅠ
P0 	: {share:photo}
P1 	: 장대음봉 떳네....
P1 	: 가망이 더 없어졌어......
P1 	: 거래량 없이 장대음봉이니.. 사는 사람은 거의 없었다는건데...... ㅠㅠ 우째
P1 	: 오늘 증시 엄청 안 좋아서 더 그랫을꺼야..
P1 	: 어제보다 오늘이 더 안좋았음..
	  기관 외인 죄다 팔고 나감...
P1 	: 환율이 오르면 외인들은 수익실현해.. 오늘도 달러가 많이 올랐당
P0 	: 빌어먹을  코쟁이들
P1 	: 코쟁이 ㅋㅋ
P1 	: 오늘 왠일로 이사님 안나가시네
P0 	: 가라그래ㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 내일부터 휴가거등
P1 	: 그래서 안나가시나 ㅋㅋㅋ
P1 	: 두개 다 주는거래?
P1 	: 아 같이 구매시 27이구나 ㅋㅋ
P0 	: 버너도 같이 팔고있어ㅋ
P0 	: 다해서 3.5  쇼부봐??? ㅋ
P1 	: 응 ㅎㅎㅎ
P1 	: 근데... 키친아트 어떤건 만원이고 어떤건 4마눤인데...?
P0 	: 4마넌에 쿠팡서 샀다니깐뭐
P1 	: 언제 샀냐가 중요하지
P1 	: 별그림 있는거 쿠팡서 39에 파네 ㅋㅋㅋ
P0 	: 그런거 다물어보면 쇼부못쳐ㅋ
P1 	: 건 그래 ㅋㅋㅋ
P0 	: 아님 그냥 천천히 새거 살까??
P1 	: 아니야 그냥 구매해보자~
P0 	: 버너까지???
P1 	: 버너.. 음..자긴 필요하다 생각해?
P0 	: 나 근처 스벅왔음
P0 	: 음...
P0 	: 그릴만 살거면 굳이 이사람한테 살 필요는ㅋ
P1 	: 자기 알아서 해요 ㅎㅎ
P0 	: ㅇㅇ
P1 	: 근데 이사람은.. 죄다 새상품만 파네 ㅋㅋ
P1 	: 샀다가 중고로 파는게 취미인가 ㅋㅋㅋㅋ
P1 	: 근데 어디 스벅에 있음?
P0 	: {system:map}
P1 	: ㅋㅋㅋ 뭔 지도까지 ㅋㅋ
P0 	: 사지말자ㅋ
P1 	: 왱? ㅋㅋㅋ 그렇겐 못준데? ㅋ
P0 	: 전기그릴 살거면 버너랑 불판은 굳이 필요없을것같고
P1 	: ㅇㅇ 맞어 ㅎㅎ
P0 	: 그릴은 좀 더 보고 괜찮은걸로
P1 	: 응응
P1 	: 그 5천원짜린 괜히 산거 같기도 ㅋㅋ
P1 	: 제품이 좋은거도 아니고 쓸곳도 많지가 않아 ㅋㅋㅋ
P0 	: 5처넌의 행복ㅋ
P1 	: ㅋㅋㅋㅋㅋ 언제 한번써보면 괜찮게 느껴질라나? ㅋ
P0 	: 담에 거기에 맞는 메뉴해서 한번 써먹어야지ㅋ
P0 	: 치즈 녹여서 먹을 수 있는걸로ㅋ
P0 	: 저거 3개 다 해서 3마넌 불러볼까?? ㅋ
P1 	: ㅋㅋㅋㅋㅋ 
P0 	: 굳이~~ 인가?? ㅋ
P1 	: 굳이~인거 같기도 한 느낌적인 느낌 ㅋ
P0 	: 그치?? ㅋㅋ
P1 	: 응 ㅋㅋㅋㅋ
P0 	: 치워~~ ㅋ
P1 	: ㅋㅋㅋㅋ
P0 	: {share:url}
P0 	: 차라리ㅋ
P0 	: {share:url}
P1 	: 이건 별루다...
P0 	: {share:url}
P1 	: 난 차라리 이게 나아보임
P0 	: 처음거랑 다를게없어ㅋ
P1 	: 아닌데 다른데.. 판데기가 다른데!
P0 	: 크기,
P1 	: 딱봐도 두번째껀 판이 부실해 보임
P0 	: 마블 코딩제품인데???
P1 	: ㅋㅋ 마블코팅이 뭔데 ㅋㅋㅋ
P0 	: 전기그릴은 제품별 편차가 안 큼
P1 	: 판차이 있음..
P0 	: 써봐라~ 다 비슷하지ㅋ
P1 	: ㅋㅋㅋ
P1 	: 가이타이너는 엄청 옛날 제품이야 ㅋㅋㅋ
P0 	: 그래?? ㅋ
P1 	: 응~~~
P1 	: 코코젤리는 지금도 많이 판매되고 있음
P1 	: {share:photo}
P1 	: 이게 갑자기 생겼는데 모지??
P1 	: 내가 뭘 잘못누렀나?
P0 	: 업뎃
P1 	: 없뎃??
P1 	: 무슨기능인디?
P0 	: 채팅 꾹 눌러봐ㅋ
P0 	: 대답하기 애매할때 공감하는거래ㅋ
P1 	: 하트...가 생겼네
P1 	: 요렇게? ㅋㅋㅋㅋ
P0 	: {share:photo}
P1 	: 쓰잘데기 없는거 같은데 ㅋㅋㅋ
P1 	: 단톡방에선 유용하것다 ㅋㅋㅋ
P0 	: ㅋㅋ
P1 	: {share:photo}
P1 	: 5g 55천원 요금제 없어졌나봐
P1 	: 안나오네
P1 	: 5g는 되지도 않음서 돈은 왜저리 많이 가져가는거야?
P0 	: 전체요금제보기해봐
P1 	: 아...
P1 	: 5g 슬림이 아니라
	  그냥 슬림요금제네
P1 	: {share:photo}
P1 	: 아이씨디.. 조금 더 살걸 그랬나? ㅋㅋㅋ
P0 	: 응.토스알림 왔드라
P1 	: 근데 oled는 어차피 연말쯤 되야 튀긴해 ㅎㅎㅎ
P0 	: led회사였어?ㅋㅋㅋ
P1 	: 아니
P1 	: oled
P1 	: ㅋㅋㅋ
P0 	: ㅋㅋ
P1 	: 커피 마시나?
P0 	: 응. 쿠폰 있어서 왔지~
P0 	: 온김에 영역표시도 좀 하고ㅋ
P1 	: ㅋㅋㅋ 영역표시 ㅋㅋ
P1 	: 자기땅이야?
P0 	: 내가 왔다! 이정도?? ㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 오늘 미세먼지 안좋당
P1 	: 혹시 집에 문 열어두고왔어?
P1 	: {share:photo}
P1 	: 곧 퇴근인데... 이거 어쩌나
P0 	: 창문 다 닫았지ㅎㅎ
P0 	: 그거 그냥 닫어ㅋ
P1 	: 굿!! 좋아
P0 	: 조폐공사가 아니라 줘패공사래~ 줘패버리고 싶대ㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 맞는 말이네 ㅋㅋ
P1 	: 오늘 구매 못하면 내일 하면 되는건가? ㅋㅋ
P1 	: 이거 구매한 사람이 있을란가 몰라 ㅋㅋ
P0 	: 고객센터에 항의전화하려니깐 고객센터연결이 구매보다 더 어렵대ㅋㅋㅋ
P1 	: 오래 기다렸다고 로그아웃 되는건가???
P0 	: 있긴있어
P1 	: ㅋㅋㅋㅋㅋ 미쵸
P0 	: 자기 이쪽으로 와서 선정릉역서 지하철탈까???  내가 그쪽으로 갈까??
P1 	: 내가 갈께요~~~
P0 	: ㅇㅇ
P1 	: 영역표시는 다함? ㅋㅋㅋ
P0 	: 그런건 오자마자 해주는거야ㅋ
P1 	: ㅋㅋㅋ조폐공사 어케???
P0 	: 줘패줘~~~~
P1 	: ㅋㅋㅋㅋ
P1 	: 그냥 닫고 갈수밖에.. 얼마나 걸릴줄 알고 ㅋㅋㅋ
P0 	: 그냥 닫어ㅋ
P0 	: 글렀어ㅋ
