# FILE DATA
ID : MDRW2100001611
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20201025
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 제출하는즁
P1 	: 아까 간다던거 코스보니깐
P0 	: 헉 대박
P1 	: 완전 데이트 코스던뎅
P0 	: &name7&오빠 울겠다ㅜㅜ
P0 	: 하긴
P0 	: 남자랑 단둘이 술 마시고 영화까지 본다?
P0 	: 끝났다
P0 	: 끄덕끄덕
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 초밥먹고 카페갔다가
P1 	: 영화본다 했었넹
P1 	: 답 나왔군..
P0 	: 끄덕끄덕
P0 	: {emoji}
P0 	: &name10&언니 남친 생기면 바빠질테니
P0 	: 그 전에 만나야대
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name1&같앙 진쨔
P1 	: 너무 귀엽군..
P1 	: {emoji}
P1 	: 12월 2일이 이제 마지막이 되는건가
P1 	: 두둥
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 두둥..!
P0 	: 진짜 남친 여친 생기면
P0 	: 잘 못 만나긴 하쥥
P0 	: ㅎㅎ
P0 	: 쟈기 아직 과제중야?
P1 	: 아니아닝!!
P1 	: 이제 한계를 느끼고
P1 	: 내방으로 와쒀..
P1 	: {share:photo}
P1 	: 현재 내 시점이당
P0 	: {share:photo}
P0 	: 나두나둥
P0 	: 왕 오빠
P0 	: 커튼 바꾼거
P0 	: 오빠랑 색만 다른거같애
P0 	: 대박
P1 	: 오잉??
P1 	: {emoji}
P1 	: 진짜 똑같은감??!?
P1 	: 흐에엥!?!
P1 	: 오옹..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 빨리 이쪽으로 넘어와 쟈깅
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 역시역시 우린 운명인가바
P0 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑
P1 	: {emoji}
P1 	: 운명이지~운명이얌~
P1 	: 우리 애기는 쿠키런 하는중인가용
P0 	: 팬트 하우스 보구있당!!!
P0 	: 이거 다 보구
P0 	: 양치하고 오빠한테 전화해야징
P1 	: 앗
P1 	: 10시여서 드라마 시작했구낭
P1 	: ㅎ.ㅎ
P1 	: 조아조앙~
P1 	: 기다리구 있을겡 여보{emoji:❤}
P1 	: 아이 예뻥 ㅎ.ㅎ
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ웅{emoji:❤}️
P0 	: 그래도 카톡은 계속 할 수 있디롱
P0 	: {emoji}
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜이리 귀여웡!!
P1 	: 빨리 애기 목소리 듣구싶넹~
P1 	: 드라마 내용은 이해잘됑 애기?!
P1 	: 한번 못본건 말한대로 별차이 없낭
P0 	: 웅웅!!!
P0 	: 진짜 재밌엉
P0 	: 나중에 오빠랑 또 봐야게따
P1 	: 오옹!
P1 	: 아주 좋은생각입니당 ㅎ.ㅎ
P1 	: {emoji}
P1 	: 오예오예~
P1 	: 같이 봐야할 드라마도 한가득이군~
P0 	: ㅋㅋㅋㅋㅋ마장
P0 	: 내년 여름에
P0 	: 다 봐야대
P0 	: !!!
P0 	: 이 드라마 불륜 파티다
P0 	: 우앙.....
P1 	: 역시 김순옥 작가 드라마인감..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아주 개판이얌?!
P1 	: 무슨 내용인거쥥
P0 	: ㅋㅋㅋㅋㅋ진짜 부모는 불륜저지르고 다니고
P0 	: 애들은 지들끼리 싸우고
P0 	: 난리얌
P0 	: 역시 드라마는 막장인것인가
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 듣기만 해도
P1 	: 기빨린당..
P1 	: 진쨔 그런 드라마가
P1 	: 시청률이 잘나오긴한당
P1 	: 욕은 좀 먹어두
P0 	: 마자
P0 	: 근데 진짜 재밌어 미쳐땅
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 이거 오빠랑 보면
P0 	: 같이 욕하면서 볼텐데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: (수근수근)
P1 	: 쟤 미쳤나봥~
P1 	: 도대체 왜 저러는거야
P1 	: 기-절
P1 	: 아 우리 애기랑 드라마 같이 보구싶넹
P0 	: 이거 음성지원 돼ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나두우ㅠㅠㅠ
P0 	: 이제 끝났옹
P0 	: 양치하러갑니당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 웅웅!!
P1 	: 이제 조금만 더 기다리면
P1 	: 우리 애기 목소리 들을수있당
P1 	: ㅎ.ㅎ
P0 	: {share:photo}
P1 	: {emoji:‘}이것{emoji:’} 못하는 남자와 연애하면 힘든 이유
P0 	: 사랑해 댜기 쟐자
P0 	: {emoji:❤}️
P1 	: 물마시구 화장실 다녀왔당!
P1 	: 우리 쟈기도 잘쟝~~
P1 	: 사랑해!!
P1 	: {emoji}
P1 	: {emoji:❤}
P1 	: 난 일어나쒀 쟈깅~~
P1 	: {share:file}
P1 	: 어제밤에 전화한거당 ㅎ.ㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 나두 일어났엉 쟈기!!!
P0 	: 나 오늘
P0 	: 가위 눌려거지구ㅠㅠㅠㅠ
P0 	: 위치 바꿔서 잤엉..
P1 	: 오잉!?!?!?!?!
P1 	: 머야머야
P1 	: 갑자기 왜 가위 눌렸오
P1 	: ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
P1 	: 너무 늦게 자서 피곤해가지구 그랬낭..
P1 	: 괜춘했오..??
P1 	: 무서웠겠당..
P0 	: 웅!!!
P0 	: 괜춘했오
P0 	: 그냥 몸만 안움직여서
P0 	: 바로 자리 바꿔서 자니깐
P0 	: 괜찮더랑
P1 	: 휴~
P1 	: 다행이구만~
P1 	: {emoji}
P1 	: 애기 피곤하지는 않앙?!
P1 	: 잘자구 일어난거얌?!
P0 	: 약간 좀
P0 	: 몽롱행...
P0 	: 왜이러디
P1 	: 깊게 못자서 그런강..
P1 	: 쟈기 30분만이라두
P1 	: 더 자고 일어나용!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이미 자러간건가 혹쉬..?!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 완전히 일어났당!!
P0 	: 악 나 주겅
P0 	: 세탁기 돌려야징
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋ
P1 	: 진짜 잠들었었엉?!
P1 	: {emoji}
P1 	: 이제 할일 시작이구만~
P0 	: ㅋㅋㅋㅋㅋㅋㅋ맞앙
P0 	: 오빠두 강의 열심히 듣고 있나용
P1 	: 그렇습니닷!!
P1 	: 이제 곧 하나 끝난당~
P1 	: {emoji}
P0 	: 오 조앙~
P0 	: 난 11시에 밥 먹어야겠옹
P1 	: 조아조앙!
P1 	: 나두 이제 수업 끝나서
P1 	: 조금뒤에 밥먹어야겠따
P0 	: ㅋㅋㅋㅋㅋ넹~
P0 	: {emoji}
P0 	: 아 오늘 너무 나른나른해
P0 	: 난 이제 밥먹을랭!
P1 	: 오옹
P1 	: 딱 들어왔는뎅
P1 	: 밥먹으러 간다했구만~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나두 창문으로 들어오는 햇빛에
P1 	: 녹아가는중이얌..
P1 	: 11시꺼 출석하구 밥먹어야징~
P1 	: 맛있게 먹구왕!
P1 	: 목욜에 1교시도 안한댕
P1 	: 11시 수업 하나만 들으면 끝이당
P1 	: 오옹
P1 	: 나두 이제 밥먹어야징
P0 	: 헉 대박
P0 	: 뭐야??
P0 	: 오오...
P0 	: 아주그냥 학교에서 우리둘이 많아 사랑 나누라고
P0 	: 수업도 안하규
P0 	: 도와주시는군ㅜㅜ
P0 	: 난 밥 다 먹었옹~
P1 	: 또 아침부터 내 마음 흔드는거얌?!!
P1 	: 완전 예뿌게 말하넹
P1 	: {emoji}
P1 	: {emoji}
P1 	: 히히
P1 	: 빨리 여보랑 데이트하구싶엉
P1 	: 나도 다먹구와쒀!
P1 	: 비빔밥 맛있게 먹었낭 우리 애깅~
P0 	: 헐 뭐야 오빠두 다 먹구왔어??
P0 	: 완전 빨리 먹고왔넹
P0 	: 뭐 먹었어!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어제 밤에 말했던
P1 	: 그 닭강정 남은거에
P1 	: 먹구왔지롱~
P1 	: 칠리새우도 있어서
P1 	: 잘먹구왔따!
P0 	: 힝
P0 	: 잘 먹구왔긴했는데
P0 	: 더 잘 먹고와야돼ㅠㅠ
P0 	: 인스턴트 안돼....
P0 	: 밥 머겅
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알게쒀~
P1 	: 그래두 밥이랑 같이 먹구
P1 	: 김장김치랑 해서
P1 	: 그것만 먹지는 않았오 쟈깅!
P0 	: ㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋ
P0 	: {emoji}
P0 	: 잘했넹~
P0 	: 나 이제 면접준비 1분 자기소개서 해야하는데
P0 	: 침대랑 떨어지기가 너무 싫어 오빠..
P1 	: 나른나른행 우리 애깅?!
P1 	: 아직 12시니깐
P1 	: 조금 더 이 휴식을 즐기다가 준비행~
P1 	: {emoji}
P0 	: 끄앙
P0 	: 나 구럼
P0 	: 정신도 깰겸
P0 	: 오랜만에 자전거 타구
P0 	: 씻어야겠당
P0 	: 아냥..
P0 	: 자전거 타기도 귀찮아...
P0 	: 큰일났다.....
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 쟈기!!!
P1 	: 맘편히 쉬엉!!!!!!
P1 	: 난 오늘 수업 다끝났엉 ㅎ.ㅎ
P0 	: 고생했다 고생했당
P0 	: 난 씻구왔옹!
P0 	: {emoji}
P0 	: 뽀송뽀송 하구만
P1 	: 오옹~
P1 	: 뽀송뽀송한 &name1&얌~??
P1 	: {emoji}
P1 	: 꼬옥 안고싶당
P0 	: 앙아죵!!!!!!
P0 	: {emoji}
P0 	: {emoji}
P0 	: 오빠 뭐행
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아이 귀여웡~
P1 	: {emoji}
P1 	: 난 그냥 쉬고이쒀..
P1 	: 이제 슬슬 과제 올라온거 보구
P1 	: 자료도 좀 봐야징
P0 	: 나 전화하구 싶오
P1 	: {share:file}
P1 	: 잘쟝~사랑해{emoji:❤}
P0 	: 사랑해사랑해사랑해!!!
P1 	: 아이 예뻥~~~!!!!!
P1 	: ㅎ.ㅎ
P1 	: 자기전에 양치하구와쒀
P1 	: &name1&꿈~
P1 	: {emoji}
P1 	: 3시에 일어날랭..!
P0 	: 헉
P0 	: 알겠옹
P0 	: 나도 방금 눈 떴는데
P0 	: 3시로 바꿔야징
P1 	: 우왕
P1 	: 쟈기두 잘잤오?!
P1 	: {emoji}
P1 	: 눈뜨자마자 &name1& 보고싶당
P1 	: 정말
P0 	: 웅!!!!!
P0 	: 진짜 오랜만에 낮잠 푹~ 잤넹
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지금 일어난거얌 울 애깅~?!
P1 	: {emoji}
P1 	: 우리 애기 푹~자서
P1 	: 너무 좋당!
P0 	: ㅋㅋㅋㅋㅋㅋ너무 많이자서
P0 	: 이따 밤에 못 자면 어떡하징
P0 	: 벌써 걱정..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 에잉~
P1 	: 충분히 잘수있징!
P1 	: 이따가 나랑 데이트하러 나오기도 하니깐
P1 	: 충분행~
P0 	: ㅋㅋㅋㅋㅋㅋㅋ충분행~?
P0 	: 빨래 다 개고 왔당
P0 	: 이제 설거지 해야징
P0 	: 우리 뭐먹엉??
P0 	: 나 닭발먹구 시포 쟈갸
P1 	: 오옹
P1 	: 조아조아!!!!!!
P1 	: 오늘 드디어 미녀닭발 가는거얌?!!!
P1 	: 오예~~
P1 	: {emoji}
P1 	: 나두 닭발 조앙 ㅎ.ㅎ
P1 	: 난 그럼 이제 여보한테
P1 	: 달려갈 준비하고올겡~{emoji:😘}
P0 	: 웅~{emoji:😘}
P0 	: 난 미리 준비 끝냈옹
P1 	: 히이
P1 	: 빠른뎅~~
P1 	: 나두 샤워다하고 와쒀 ㅎ.ㅎ
P1 	: 아 보고싶당 여보!!!!!!
P0 	: 나두나두나둥
P0 	: {emoji}
P0 	: 쟈기 만나서 빨리 힐링해야대..
P1 	: 조금만 힘냉 쟈기!!!
P1 	: {share:photo}
P1 	: 나두 준비 다해서
P1 	: 25분뒤꺼 타구 출발할겡~
P1 	: 버스타러 출발입니당~
P0 	: 넹!!!
P0 	: 오예~
P0 	: 쟈기쟈기
P0 	: 좀 있음 타넹
P0 	: 그치?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 마쟝!!!
P1 	: 이제 34번와서
P1 	: 탔오
P1 	: 다보고있었구만~??
P1 	: 우왕..
P1 	: 학생들로 가득해 쟈기
P1 	: 스쿨버스 탄줄 알았엉
P0 	: 잉??? 대박
P0 	: 고등학생?
P0 	: 애들 되게 늦게 끝나넹..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구니깐!!!
P1 	: 고등학생 비대면 안하나보넹
P1 	: 아이 빨리 &name1& 보고싶오..
P1 	: {emoji}
P0 	: 나둥ㅠㅠㅠㅠㅠ
P0 	: 달려와 쟈기
P0 	: 기다리구 있을겡..
P0 	: 밖에 많이추웡??
P1 	: {emoji}
P1 	: 달려간드앙~~
P1 	: 웅웅 추웡
P1 	: 나 완전 따뜻하게 입구
P1 	: 롱패딩까지 입었오!
P0 	: 오 알겠옹!!
P0 	: 나도 따듯하게 입구가야징
P0 	: 나 근데 갑자기 찜닭도 먹고싶어 쟈기..
P0 	: 큰일났다
P0 	: 고민이야
P0 	: 봉추찜닭있는데 &address&에...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 으훔~
P1 	: 1차 닭발갔다가
P1 	: 2차 찜닭갈깡??
P1 	: ㅎ.ㅎ
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ배터졍!
P0 	: 와 근뎅
P0 	: 6시도 안됐는데 깜깜해..
P0 	: 대박이군
P1 	: 구칭
P1 	: 이제 가면 갈수록
P1 	: 해 더 빨리 지겠당
P1 	: 완전 깜깜해뎠오
P1 	: &address&역 지나가는중이얌!
P0 	: 넹~
P0 	: 지금 퇴근시간이라서
P0 	: 더 막히징ㅠㅠ
P1 	: 웅웅..
P1 	: 빨리 &name1& 보고싶은뎅
P1 	: 힝
P1 	: 이제 영통 지나가구이쒀여~
P0 	: 나 나왔당
P0 	: 근데 별로 그렇게 안 추운뎅?!
P1 	: 오옹
P1 	: 벌써 나와쒀?!
P0 	: 오빠 &address&집입아냥??
P1 	: 아까 바람불땐 추웠었는뎅
P0 	: 지도에는 그렇게 써져있는뎅
P1 	: 웅웅
P1 	: 마쟝
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ투어..
P0 	: 추워
P0 	: 춥넹..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 거봐 쟈깅!!!
P1 	: 이젠 안춥고 그런게 없엉..
P1 	: 구냥 항상 춥다귱..
P0 	: 난 쟈기 덕분에 항상 마음이 따뜻행 ㅎ.ㅎ
P1 	: 어머 진쨔?? ㅎ.ㅎ
P1 	: 나두 그랭~
P1 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오늘도 &name1&랑 맛있는거 잘먹구~
P1 	: 즐겁게 시간보내구
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 행복하게 시간 보내다 갑니당
P1 	: {emoji}
P0 	: 뭐 썼나 했더니만
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅎ.ㅎ
P0 	: 저걸 썼구나..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 머!!!
P0 	: 긍데 진짜 내마음을 딱 말해줬넹ㅎㅎ
P1 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜얌??
P0 	: {emoji}
P0 	: 웅
P1 	: {emoji}
P0 	: 넘 조아ㅠㅠㅠㅠㅠㅠ
P1 	: 히히
P0 	: &name2& 너무 조아ㅜㅜㅜㅜㅜㅜㅜㅜㅜ
P1 	: {emoji}
P1 	: 조앙!!!!!!!!!
P1 	: 고마웡 &name1&
P1 	: 하나부터 열까지 전부다
P1 	: 따뜻하게 몸녹이구
P1 	: 드라마 잘봐용~
P1 	: 할일도 잘하궁!{emoji:❤}
P0 	: {emoji}
P0 	: 넹~~~
P0 	: 오빠 버스탔어??
P0 	: 아직 오는중이구만
P0 	: 히
P0 	: 그래두 생각보다 빨리와서 다행얌
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제 탔당!!
P1 	: &name1&가 기다려줘서
P1 	: 따뜻한곳에 잘있다가
P1 	: 시간 잘맞춰서 탔당
P1 	: 역시역시~
P1 	: 내 아내다웡!!
P1 	: 최고얌
P1 	: {emoji}
P0 	: 구치구칭{emoji:❤}️
P0 	: 근데 벌써보고싶다 남편..
P0 	: 왜 우리 떨어져야해..?
P0 	: 말이 안돼ㅠ
P1 	: 힝
P1 	: 우리 같이 드라마보구
P1 	: 다 끝나면 같이 침대로가서
P1 	: 껴안고 자면 안되는거얌..??
P1 	: 떨어지기 시렁
P1 	: {emoji}
P1 	: 노유우우우ㅜ우울
P0 	: 그니깐ㅠㅠㅠㅠㅠㅠ힝
P0 	: 나 면접 대충 다 해서
P0 	: 드라마보구
P0 	: 잘꺼얏
P0 	: 내일 아침에 좀 일찍 일어나서
P0 	: 바로 벼락암기 시작하구
P0 	: 가서 봐야징 히힣
P1 	: 오옹~~
P1 	: 진쨔 우리 애기는 혼자서
P1 	: 뚝딱뚝딱 잘해가지구
P1 	: 너무 멋있엉!!!!!
P1 	: 완벽한 계획이닷!
P1 	: 힝
P1 	: 날 가져 쟈깅!!!!
P1 	: {emoji}
P1 	: 이제 드라마 보겠군~
P0 	: 웅!!!!
P0 	: 보는즁
P0 	: {emoji}
P0 	: 쟈기는 잘 가구있지?
P0 	: 가자마자 씻구 기다리고있엉!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠습니다앙~
P1 	: 바로 씻구 우리 애기만 기다리고있을겡 ㅎ.ㅎ
P1 	: 마음은 &name1&한테 돌아가고싶은뎅
P1 	: 버스가 계속 집쪽으로 데리고간당..
P1 	: 이제 곧 내려용!
P1 	: {share:photo}
P1 	: 내려서 걸어갑니다용~
P1 	: 뭐 새로 생겼넹
P0 	: 오 뭐야
P0 	: 신기행
P0 	: 고깃집인강??
P0 	: {emoji}
P0 	: 사랑행{emoji:❤}️
P1 	: 집에서 구워먹을고기 파는거같앙!!
P1 	: 히히
P1 	: 우리 사랑하는 여봉
P1 	: 나두 집도착해서 씻구올게용~
P1 	: {emoji}
P0 	: 알겠옹
P0 	: 씻고 푹 쉬고있오!!
P0 	: {emoji}
P1 	: 다씻구왔어용~~
P1 	: 히이
P1 	: 빨리 우리 예쁜 &name1& 목소리가
P1 	: 듣고싶은걸~?!
P1 	: {emoji}
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ좀만 더 기다룡
P0 	: 씻구올겡!!!
P1 	: 알겠어용~~
P1 	: 잘씻구왕 여봉{emoji:😘}
P0 	: 사랑해 쟈기{emoji:💕} 진짜 많이 사랑행!!!
P0 	: {emoji}
P0 	: 좋은 꿈 꾸자~
P1 	: 아이 귀여웡~~!!!!!
P1 	: {share:file}
P1 	: 나두 완전 많이 사랑해!!{emoji:💕}
P1 	: 우리 애기도 푹자구 일어나용~
P0 	: 난 일어났습니당~
P0 	: 와 요즘 피곤이 몰려서 오나봥
P0 	: 자도자도 졸리당..
P0 	: 쟈기쟈기
P1 	: 내일은 다시 늦잠자야징 애기
P1 	: 오옹
P0 	: 나 씻고올테니깐
P0 	: 더 자구있옹!
P1 	: 웅웅?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 잠깨구 강의 들을준비 해야징~
P1 	: 오늘 11시강의였군
P1 	: 조금 더 뒹굴뒹굴하다가
P1 	: 과제해야겠당 ㅎ.ㅎ
P1 	: 오늘은 오래 씻고오는구만~
P1 	: 이제 과제해야징
P0 	: 웅?!
P1 	: 오잉
P0 	: 다 씻었엉!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 타이밍 머얌!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P0 	: 똥 싸구 옷도 갈아입고 왔거든ㅎㅎ
P0 	: ㅎㅎㅎ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 머리 말리는쥬웅
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 많은일을 하고왔넹~
P1 	: 아예 준비다하구
P1 	: 공부 더하다 나가려궁?!
P0 	: 웅!!!
P0 	: 그래서 지금 준비즁야
P0 	: 이따 초본 떼러도 가야댕
P1 	: 마쟈마쟝 동사무소 가야한댔엉!!
P1 	: 그럼 몇시쯤에 나가야해용??
P1 	: 아
P1 	: 아아아아아ㅏ아아아아아ㅏㅏ라
P1 	: 과제하던중에 전기 나갔어ㅓㅓ어어어어ㅓㅓ어ㅓㅓㅓ
P1 	: 아 1시까지ㅜ정전이래..
P1 	: 미쳤다..
P1 	: 준비되는대로 미리 그 피방 가있어야겠당
P1 	: 나두 나갈준비해야징
P0 	: 어???
P0 	: 갑자기 왜 정전이야???
P0 	: 헐
P0 	: 그거 저장은 했어..?
P1 	: 아닝
P0 	: 1시까지면 진짜 피방가서 과제 해야겠구만..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 엑
P0 	: 어떡해 그럼
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠ
P1 	: 그래도 뭐 20분이면 다하는거라
P1 	: 괜차낭..
P0 	: 뭔 뜬금없이 정전이야
P0 	: 예고도 안 하고
P0 	: 어이없네
P1 	: 밥도 피방가서
P1 	: 먹어야겠넹
P0 	: 헐
P0 	: 라면 그런거말구
P0 	: 밥 챙겨먹어ㅜㅜ
P0 	: 난 11시 30분 쯤에 그냥 나가겡
P1 	: {share:photo}
P1 	: 암흑속에서
P1 	: 샤워하구올겡..
P1 	: 알게쒀 쟈깅~
P1 	: 아 헤어드라이기도
P1 	: 못쓰겠당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 헐.........
P0 	: 오바야...... 오바라구....
P0 	: 머리 다 말리기전까지 절대 나가면 안돼..
P0 	: 감기걸랴ㅠ
P0 	: 이게 뭐란
P0 	: 람
P1 	: 잉
P1 	: 쟈기쟈깅
P1 	: 다시 전기 들어와쒀
P1 	: 으훔..
P1 	: ㅎ.ㅎ
P1 	: ㅎ.ㅎ.ㅎ.ㅎ.ㅎ.ㅎ.ㅎ.ㅎㅎㅎ.ㅎ.ㅎ.ㅎ.ㅎ.ㅎ.ㅎ.ㅎ.ㅎ
P1 	: 꺄르륵
P1 	: {emoji}
P1 	: 아파트 전체 점검하는데 3시간인가보넹..
P1 	: 킥킥
P1 	: 킥..
P1 	: 다시 과제하다가 이따가 씻어야겠당..
P1 	: 양치하다가 갑자기 쿠쿠하세요 쿠쿠
P1 	: 이래가지구 전기들어온거 알았넹
P1 	: 밥솥이 알려줘쒀
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 밥솥이 큰 일 해냈넹..
P0 	: 이러다 갑자기 또 전기 나가는건 아니겠지..??!
P0 	: 암튼 과제 잘 하구오세용~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠습니당~
P1 	: 이번에는 한줄쓰고 저장하구
P1 	: 한줄쓰고 저장할래잉..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 잘 씻고오세영
P0 	: {emoji}
P0 	: 난 밥먹을겡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 애기 밥 맛있게 먹었오~??
P1 	: 난 다씻구왔당!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋ난 초본 집에 놓고 가려구
