# FILE DATA
ID : MDRW2100047031
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210517
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 학생
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 서울
principal_residence : 전북
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>선후배
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 안뇽
P0 	: 이판하고 자자
P1 	: 진짜
P1 	: 갭졸려
P0 	: ㅇㅇ
P0 	: 나는̆̈
P0 	: 안졸령
P0 	: ㅎㅎ
P1 	: 그래
P0 	: 웅더워
P1 	: 너 대단해
P0 	: 죽어
P1 	: 역시
P0 	: 웅
P1 	: 예뻐ㅏ서
P0 	: 대박
P0 	: 쩌러
P1 	: 가능해
P0 	: 아항
P1 	: 웅
P0 	: 인정
P1 	: 맞지마지
P0 	: 웅
P1 	: 공주
P0 	: 앗사
P1 	: 그래
P0 	: 울ㄹㅇ
P0 	: 오오옹
P1 	: 시끄러
P0 	: 아아아아아앙
P1 	: 왜
P0 	: 아아아아우으잉
P0 	: 우앙
P1 	: 애교
P0 	: ㅇ어엉ㅇ
P1 	: 그만
P0 	: 담타
P1 	: 멈춰
P0 	: 담타
P1 	: 무지성
P0 	: ㅅㄱ
P1 	: 애교
P1 	: 멈춰
P0 	: 이제그만
P1 	: ㅂㅇㅂㅇㅂ
P0 	: 잘자
P1 	: 공주 잘자
P0 	: 안뇽
P1 	: 안녕
P0 	: ㅎㅇ
P1 	: 공주
P1 	: 나 졸려
P0 	: 웅
P0 	: 너도
P0 	: 나도
P1 	: 너무
P0 	: 좃ㅅ려서
P1 	: 졸려
P0 	: 줏ㄱ을거강애
P1 	: 뒤질거
P0 	: 디직겟ㄷ
P1 	: 같아
P0 	: ㅇㅈ ㅋㅋ꙼̈
P1 	: 근데ㅔ
P0 	: 열두시에
P0 	: 룰석체크만
P1 	: 웅
P0 	: 하고 다시잘거
P1 	: 아
P0 	: 나는̆̈
P1 	: 그렇군
P0 	: 밥먹는중
P1 	: 난
P0 	: 졸ㄹ려주겅
P1 	: 밥 해야지
P1 	: 이제
P0 	: 미치겟다̆̈
P1 	: 개치곤해
P0 	: 너무너무졸ㄹ김
P1 	: 나
P0 	: 밥만 먹고
P1 	: 밥 차리러
P0 	: 다시잔다̆̈
P1 	: 갈게
P0 	: 웅
P1 	: 웅
P0 	: ㅂ ㅂ
P0 	: 야
P0 	: ㅇㅇ님
P1 	: 왜
P0 	: ㅁㅎ̌̈
P1 	: 병원
P0 	: ㅇㅇ
P0 	: 왜
P1 	: 발목
P0 	: 아프지마̆̈
P1 	: 넌 뭐해
P0 	: 친구랑
P0 	: 카톡
P1 	: 소개좀
P0 	: 안대
P0 	: 바빠
P0 	: 왜
P0 	: 씹냐고
P1 	: 유감이네
P1 	: 니가소개
P1 	: 안해준다매
P1 	: 엘엡여소
P1 	: 엘베여서
P1 	: 끊김
P0 	: 웅
P0 	: 미안해
P1 	: 아
P1 	: 개덥다
P0 	: 찰
P0 	: 부셔질거다탱
P1 	: 왜
P0 	: 카톡
P1 	: 먼일이야
P0 	: 너무마니해서
P1 	: 웅
P0 	: 팔
P1 	: 아
P0 	: 부셔질거닽애
P1 	: 호
P0 	: 지금 친구아̆̈
P1 	: 해줘?
P0 	: 진짜 미치게
P1 	: 웅
P0 	: 아파 디질거같애
P1 	: 머가
P0 	: 웅 진짜 죽어
P1 	: 아
P0 	: 팔 너무너무너무머무
P1 	: 죽지마
P0 	: 아파ㅏ서
P1 	: 웅ㅇ
P0 	: 웅
P1 	: 아프지마
P0 	: 팔
P0 	: 부셔질거닽애진짜
P0 	: 미치겟다̆̈
P1 	: 진짜
P1 	: 돈
P0 	: 웅
P1 	: ㅇ많고싶다
P0 	: 벌기
P1 	: 너는
P0 	: 힘들어 진ㅋ자̆̈
P1 	: 어때
P0 	: 웅웅
P1 	: 돈 많고
P0 	: 나도
P1 	: 싶지
P0 	: 돈 많는̆̈
P1 	: 그니가
P0 	: ㅇㅈ
P1 	: 우리
P0 	: 돈이
P1 	: 방학때
P0 	: 세상에 전붇
P1 	: 롯데월드
P0 	: 방학
P1 	: 알바
P0 	: 알바 ㄱ ㄱ
P1 	: 하자
P0 	: 같이알바
P1 	: 딘짜
P0 	: 하자
P1 	: 한달
P0 	: 진ㅋ자̆̈
P1 	: 빡세게
P0 	: 근대 나̆̈
P1 	: 해서
P0 	: 노랑기구를
P0 	: 못타
P1 	: 아니
P0 	: 아니 팔이너무
P1 	: 우리가
P0 	: 아파서
P1 	: 타는더
P0 	: 내가̆̈
P1 	: 아님
P0 	: 타야지
P1 	: 바보
P0 	: ㅋㅋ꙼̈
P1 	: 냐
P0 	: ㅋㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ㅋ̄̈
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 웅웅
P1 	: 웅
P0 	: 팔아파
P1 	: 나도
P0 	: 팔 부셔져
P0 	: 카탕아̆̈
P1 	: 10분
P1 	: 뒤에
P0 	: 우아̆̈
P1 	: 공부
P0 	: 썰좀
P1 	: 해야지
P0 	: 풀어주라
P1 	: 어떤
P0 	: 아무 썰이나̆̈
P1 	: 썰
P0 	: ㅇㅇㅇ
P1 	: 궁금해!
P1 	: ???
P0 	: ㅇㅇ
P1 	: 됐어
P0 	: 엉ㅇ
P1 	: 안할래
P0 	: 왱
P1 	: 귀 참
P0 	: 궁그매
P1 	: 아
P0 	: 주거어주엉
P1 	: 나
P0 	: 주엉어엉어어영
P1 	: 어
P0 	: 해줘어어엉ㅇ엉ㅇ
P1 	: 더
P0 	: 웅ㅇ
P1 	: 해봐
P0 	: 진짜 ㅈㄴ 질문을 받고 궁금한
P1 	: ㄱ럼
P0 	: 진짜 ㅈㄴ 질문을 받고 궁금한 것은
P1 	: 생각
P0 	: 웅 기자 가수 이효리가 남편
P1 	: 해볼게
P0 	: 저개뮤ㅓ냐고
P1 	: 등록금 미안해
P0 	: ㅇㅇ
P1 	: 학점
P0 	: 등록금
P1 	: 못따서
P0 	: 미안해
P1 	: 미안해
P0 	: 학점
P1 	: 좋업
P0 	: 장 좀 따바 ㅋㅋ
P1 	: 못할거
P0 	: 졸업
P1 	: 같아
P0 	: 못해서미앙해
P1 	: 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해 아빠 등록금 미안해
P0 	: 못해서 미아내
P1 	: 미안해
P0 	: 진짜 사나이 여군
P1 	: 아들이 멍청
P1 	: 해서
P0 	: 하
P1 	: 나
P0 	: 팔아파서 뒤지겟데
P1 	: 유튜브
P0 	: 진자̆̈
P1 	: 볼래
P0 	: 대
P1 	: 여까지ㅏㄴ
P0 	: 십분뒤
P1 	: 하자
P0 	: 에
P1 	: 어차피
P0 	: 안대
P1 	: 망함
P0 	: 어차페 실패
P1 	: 우리
P0 	: 우리가러면
P1 	: 더이상
P0 	: 폴라티
P1 	: 멋해
P0 	: 못샆@??
P1 	: 걍
P0 	: 웅 ㅜㅜ
P1 	: 3만원만
P0 	: 그러면
P0 	: 삼만원
P1 	: 할인 받을래
P0 	: 나주라
P1 	: 뭐래
P0 	: 나줄
P1 	: 내 써야돼
P0 	: 나줘
P1 	: 실허
P0 	: 내가 ㅣㅣ
P1 	: &name3&
P0 	: 돚잔
P1 	: 이한테 부탇해
P0 	: 짠돌이냐?
P1 	: 웅
P0 	: 자̆̈
P1 	: 나 돈 없어
P0 	: 자자자자자자자자자̆̈
P1 	: 살림남임
P0 	: 아자자자자자자자자자자자̆̈
P1 	: 왜 뭐
P0 	: 으자자자자쟈쟞ㅉ
P0 	: 으짜쩌쨔쨔쨔
P1 	: 돈줘
P0 	: ㅣㅣ치사해
P1 	: 돈 줘
P0 	: 체리리라치치치치
P1 	: 체리
P0 	: 사삿사사사ㅏ싸사사사사삿
