# FILE DATA
ID : MDRW2100047114
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210104
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 학생
sex : 남성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>연인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: ㅎㅎㅎ
P1 	: 완전 쉽당!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진쨔 튜토리얼만 너무 어려웠오
P1 	: 왕
P1 	: 단축키도 외워서
P1 	: 20초에 300원인뎅
P1 	: 1분에 900원
P1 	: 1시간이면 54000원이당
P1 	: 후우
P1 	: 이걸로 차산당..
P1 	: 급 뿌듯하군 ㅎ.ㅎ
P1 	: 아니당 10시반에 했옸구낭
P1 	: 9시 40분에 일어난거였넹
P1 	: 뭔가 이상해서 시간 다시봤따
P1 	: {share:photo}
P1 	: 오늘 메뉴는 물만두당
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 피방에서 돈벌면 되겠당!!!
P0 	: 헐 물만두ㅠㅠㅠ
P0 	: 나도 먹고싶어 물만두,,
P0 	: 아 배고팡
P0 	: 언니 언제 오징
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:video}
P0 	: {share:photo}
P0 	: {share:video}
P0 	: {share:video}
P0 	: 나도 밥 먹구올겡!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 소프트콘은 언제 찍었댕!!
P1 	: 아 귀여웡
P1 	: 맛있게 먹그왕~
P1 	: 빨리 &name1& 보고싶따
P1 	: 난 밥 다먹구왔어용!!
P1 	: {emoji}
P0 	: 나두 다 먹었당
P0 	: {emoji}
P0 	: 응아 해야징..
P0 	: 대체 생리는
P0 	: 언제쯤 터질까...?
P0 	: 하...
P0 	: 빨리 하고 끝내지,,
P1 	: 허리만 아프구 아직 안했오..?!
P1 	: 차라리 내일 쉴때 하는게
P1 	: 낫겠당 이젠
P1 	: 오히려 쉴때 터지면
P1 	: 다행일수도 있징..!!
P1 	: 나두 응아하구 준비해야게따
P0 	: 그런강..
P0 	: ㅋㅋㅋㅋㅋㅋ나두 30분에 준비해야징~
P1 	: 조아용~
P1 	: 오늘은 눈물 흘릴거니깐
P1 	: 편하게 하구 갈래잉..
P1 	: 내추럴하게 가야징 ㅎ.ㅎ..
P1 	: 샤워하구 올겡!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 구랭!!!
P0 	: 나두 씻고와야징~
P0 	: 다 씻었엉 난
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 후딱
P1 	: 나두 이제 다씻구와따!!!
P1 	: 갑자기 배가 다시 아파서
P1 	: 응아 다시 하느라
P1 	: 늦었오..
P0 	: 앜ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 지금은 괜찮아???
P0 	: 와 난 근데
P0 	: 오늘 피부 역대급이야...
P0 	: 세상에.....
P0 	: 완전 다 뒤집어졌어....
P1 	: 웅 괜찮아졌오!!
P1 	: 힝..
P1 	: 빨리 생리 지나가랑..
P1 	: 얼마나 심하길래 구랭
P1 	: {emoji}
P0 	: {emoji}
P0 	: 뿌앵...
P0 	: 쟈기!!!!
P0 	: 안경 챙겨야대
P1 	: {share:photo}
P1 	: 나간다구 말하려다가
P1 	: 쟈기가 안경 챙기라는 얘기듣규
P1 	: 다시 올라가는쥬웅
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ오빠 요즘...
P0 	: 나 몰래
P0 	: 까마귀 고기 같은거 먹엉???!
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맛있더랑 쟈기..
P1 	: 이제 그만 먹을겡..
P1 	: 챙겨서 출발이에용!
P1 	: 오앙
P1 	: 바로 버스탔오 쟈기!!
P0 	: 오 대박!!
P0 	: 몇번 탔엉!?
P0 	: 나도 준비 끝!
P1 	: 나 34번 탔오!!!!
P1 	: 한 3시 10분이나 15분쯤
P1 	: 도착하게따
P1 	: 예매는 아직 안했오
P1 	: 그 머지플러스 가입했던게 20퍼 할인되는지 안되는지
P1 	: 애매해서
P1 	: 일단 가서 확인해보려궁
P1 	: 안된다하면 통신사로 할인받고 해야징
P0 	: 구래구랭!!!
P0 	: 알겠슴당~
P0 	: {emoji}
P1 	: {emoji}
P1 	: 예에~~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이제 영통 지나간당
P0 	: 이제 &address&이당
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 힝
P1 	: 또 정류장마다
P1 	: 다 멈추고이쒀..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &address& 진입이당
P0 	: 나가는중
P1 	: 웅?!
P1 	: 천천히왕 쟈깅!
P0 	: 도착얌
P0 	: ㅎㅎ
P0 	: 악 치킨 냄새 대박
P0 	: 바로 도착!
P0 	: 화장실에 앉았당
P0 	: ㅎㅎㅎㅎ
P0 	: 조심히가 쟈기! 뛰어!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여웡~~
P1 	: 응아 잘해 쟈깅!
P1 	: 난 버스 탔슴니당
P1 	: 오늘도 날라왔따
P0 	: 꺆
P0 	: 다행이얌
P0 	: ㅠㅠㅠㅠㅠㅠㅠ
P0 	: 나 응아 다 했오ㅎㅎ
P0 	: 이제 손 닦구
P0 	: 구슬아이스크림 먹어야징~~
P0 	: {share:photo}
P0 	: 이게 뭐얔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 맛있게 먹오 쟈깅~~
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 힝
P1 	: 나두 다시 애기 벅지 만지구싶따
P1 	: 이리왕!!!
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 박아죠~
P0 	: {emoji}
P0 	: {share:photo}
P0 	: 두둥
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 금요일에 박아줄겡~
P1 	: {emoji}
P1 	: 왕
P1 	: 우리 애기의 첫 초이스는
P1 	: 초코였군용~
P1 	: 어때 쟈깅 맛있습니깡!!
P0 	: 웅ㅠㅠㅠㅠㅠ
P0 	: 진짜 맛있옹
P0 	: 아 나 왜이렇게 속 메스껍지..??
P0 	: 넘 배불러 그런가ㅠㅠ
P1 	: 아마 소기름이 많이 들어가서
P1 	: 그런게 아닐깡..
P1 	: 볶음밥도 기름지구
P1 	: 힝
P1 	: 나도 아까 다먹구나서 잠깐은 그랬는뎅
P1 	: 지금은 괜찮아졌오
P1 	: 애기도 물마시구 그러면
P1 	: 괜찮아지지 않을깡?!
P0 	: 힝.......
P0 	: {emoji}
P0 	: 아 배불렁
P0 	: 언니 씻으러가서
P0 	: 나오면 씻어야게따
P0 	: 자전거 타고 있어야징..
P1 	: 구래구랭 애기얌
P1 	: 얼른 소화시키쟝..!!
P1 	: {share:photo}
P1 	: 나두 버스내려서
P1 	: 집갑니당!
P0 	: 오옹ㅇ
P0 	: 집 빨리 들어가서
P0 	: 오빠도 푹쉬엉
P0 	: 난 자전거타는즁
P0 	: {share:photo}
P0 	: 오빠아앙앙아ㅏ아ㅏ
P0 	: 쿠키런 업뎃 뭐 하는지 보다가
P0 	: {share:photo}
P0 	: 알아왔오
P0 	: 12시 되기 전 까지 입력하면 된대ㅎㅎ
P1 	: 헐 대박!!!
P1 	: 왕
P1 	: 고마웡 쟈기 ㅠㅠㅠㅠㅠ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 운동 열심히 하구있구만~
P1 	: 난 갑자기 &name17&이한ㅌ
P1 	: 전화와서 고민상담 해주다가
P1 	: 이제 집들어왔오
P1 	: 휴우
P0 	: 잉???
P0 	: 갑쟈기 고민상담?
P0 	: ㅠㅠㅠ
P0 	: 나두 씻오야짐..
P1 	: &name17&이에게도 사랑이 찾아왔대용~
P1 	: 유후~~
P1 	: {emoji}
P1 	: 집에 틀어박혀서 겜만 하는줄 알았는데
P1 	: 굼벵이도 구르는 재주가 있다더니..
P1 	: 애기 덕분에 무큐 받아따
P1 	: 고마웡 쟈기{emoji:❤}
P1 	: {share:photo}
P1 	: 들오가니깐 이것도 있넹
P1 	: 응아 다해서 나두 씻고올겡!
P1 	: 오옹
P1 	: 난 다씻구왔오 쟈걍~
P0 	: 오 뭐얌
P0 	: 쟈기 엄청 일찍 씻구왔넹!
P0 	: 나도 로션 다 발랐당
P0 	: 이거 현질해야 주는거 잖앙!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 썸녀 생기셨대!?
P1 	: {share:photo}
P1 	: 저기 크리스탈 2개로 살수있오 쟈깅 ㅎ.ㅎ
P0 	: 응????
P0 	: 그래서 샀어...?
P1 	: 우웅
P0 	: 헐
P0 	: 크리스탈 2개면
P0 	: 저거 두개 준다구?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우웅!!!!
P0 	: 크리스탈 200개로 바꿔줘?
P0 	: 에이..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 거짓말 치지마...
P0 	: 나 저거 눌렀다가
P1 	: 사지마 사지마..!!!
P1 	: {emoji}
P0 	: 갑자기 현금으로 결제하는거
P0 	: 떠서
P0 	: 그뒤로 안 하는데....
P0 	: 진짜야????
P1 	: {share:photo}
P1 	: 저기 써있는게 결제하는 내용인뎅
P1 	: 애기가 선택한것들은 다 ￦3300
P1 	: 다 이렇게 돈내는것들이었을거얌
P0 	: 뭐야!!!
P1 	: 저건 크리스탈 2개 지출하면 되는거닷
P0 	: 헐
P0 	: 나 그냥 무시하고 넘어갔는데
P0 	: 어디서 다시 받아!!!!!!!
P1 	: 으움
P1 	: 재접하면 주지않을깡..?!
P0 	: 왕 찾아서 받았오..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 예~~!!~~!!
P1 	: 애기애기
P1 	: 나 덕분에 받았징?!
P1 	: 자 어서
P1 	: 찐하게 뽀뽀해죠
P1 	: 입술 내밀고 있따
P1 	: 얼른얼른!!
P0 	: {emoji}
P0 	: {emoji:💋}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 쮸압
P0 	: {emoji}
P0 	: 이번에 업뎃 어마어마행
P0 	: 무큐 안 쓰고있길 잘했당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 귀여워랑 울 애기{emoji:😘}
P1 	: 왜용?!
P1 	: 내일 업뎃하는거얌 쟈깅?!
P1 	: {share:photo}
P1 	: 쳇..
P1 	: 임시점검이라닝
P1 	: {share:photo}
P1 	: 그래서 내방으로 와쒀
P1 	: {emoji}
P0 	: 목요일에 한댕ㅠㅠ
P0 	: 내일 하면 집에서 열심히 할텐데..
P0 	: &name2& 무릎 빼꼼-
P0 	: 나 물 다 마시구
P0 	: 전화할랭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 빼꼼~
P1 	: 앗..
P1 	: 내일 모레구만
P1 	: 애기 전화 기다리구 있을겡!
	  
	  
P0 	: {share:photo}
P1 	: 우왕 언제 한시간반이 지난거쥥
P1 	: 우리 애기 푹자구 일어나쟝~!!
P1 	: 사랑해 정말{emoji:💗}{emoji:💓}
P1 	: {emoji}
P1 	: {share:file}
P0 	: ㅋㅋㅋㅋㅋㅋ물 마시구 와따
P0 	: 진짜 한시간 반 했넹..
P0 	: 이번껀 좀 이상한 얘기 많이해서 저장하기 그렇당..ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 알겠오 쟈깅!
P1 	: 이번껀 패스행 ㅎ.ㅎ
P1 	: 나만 저장해둘겡~
P1 	: 난 아까 말했던대로 체스초코쿠키 기록 갱신중이당
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 난 급
P0 	: 응아 다시 마랴와서
P0 	: 싸구 왔옹....
P0 	: 이제 진짜 자야징
P0 	: 잘자 쟈깅{emoji:❤}️ 아침에 봥
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 자기전에 응아 잘하구왔넹!!
P1 	: 울 쟈기도 잘자용~{emoji:❤}
P1 	: 나두 이제 잔당!
P1 	: 오옹
P1 	: 난 지금 눈떠졌오 쟈깅
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅌㅌ
P0 	: 나두 일어났옹!
P0 	: {emoji}
P0 	: 근데도 졸리당..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기애기~
P1 	: 좀만 더자구 일어날랭?!
P1 	: 난 시간표 짜구있오
P1 	: {share:photo}
P1 	: 아마 이렇게 될거같당!
P1 	: 잉..
P1 	: 시간표 다짜서 캐시미션 하려했능뎅
P1 	: 아직 점검중이당
P0 	: 헉
P0 	: 화목 으로 시간표 짜려궁??
P0 	: 언제 풀령..
P1 	: 우웅 저렇게 해야
P1 	: 일주일에 듀번만 학교간당 ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기랑 함께할 시간
P1 	: 확보해야징 ㅎ.ㅎ
P1 	: 울애기 다시 잘자구 일어나쒀?!
P0 	: 웅!
P0 	: 잘 자구 인났당
P0 	: ㅎㅎㅎ
P0 	: 목욜은 완전 오전만 하넹
P0 	: 오빠 근데
P0 	: {share:photo}
P0 	: 왜케 많이 남아써
P0 	: 50학점 이상남았어??
P1 	: 우웅?!
P1 	: 아니아닝!
P1 	: 나 이번에 들으면
P1 	: 이제 9학점 남아용!
P1 	: 에타 거의 안써서
P1 	: 생략된게 많아가지구 저렇게 나온걸꺼얌~
P1 	: 밥먹구 나갈준비 해야게따..
P1 	: 다들 귀찮아서
P1 	: 2시쯤 만나기루해쒀
P1 	: {emoji}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다들 귀찮댕??
P0 	: ㅌㅌㅌㅋㅋㅌㅌㅌ
P0 	: 아 난 생리 언제 터져 대쳉...?
P0 	: 후
P0 	: 넘 신경쓰여...
P0 	: 미치겠군
P0 	: 배고프당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우웅 귀찮댕..
P1 	: 몹시 귀찮당
P1 	: 애기만 보고싶을뿐이얌
P1 	: 힝..
P1 	: 오늘도 안하구 지나가려낭
P1 	: 애기도 밥먹쟈!!
P1 	: {emoji}
P0 	: 힝ㅠㅠㅠㅠ내일 까지 안 하면 40일째 안 하는거야..
P0 	: 미쳤군
P0 	: 밥 좀 이따 먹을 것 같오
P1 	: 갑자기 왜 불규칙 해진거얌..
P1 	: 생리전 징조는 다 나타났눈뎅..
P1 	: 난 다먹어서
P1 	: 이제 씻구올게용!
P0 	: ㅠㅠㅠ알겠옹..
P0 	: 나두
P0 	: 밥 먹구올겡!
P0 	: 아 배불로
P0 	: 잘 먹구왔당ㅎㅎ
P1 	: 오옹~~
P1 	: 오늘은 맛있는거 먹구와쒀 애깅?!
P1 	: 머먹었엉!!
P0 	: 나 볶음 우동이랑
P0 	: 옴마가 어제 삼겹살한거 남은거
P0 	: 먹었옹ㅎㅎ
P0 	: 응아도 다 쌌당
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 완벽한뎅~~
P1 	: 잘먹고왔군!!
P1 	: 오늘도 1일 1고기
P1 	: 성공했네용 ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 성공!
P0 	: 난 2시에
P0 	: 공뷰 시작해야징..
P0 	: 쿠키런으로 지금
P0 	: 돈 모으고 왔옹
P1 	: 내일 업뎃을 위해
P1 	: 모으고 있는중이얌.!
P1 	: ?!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 이제 출발합니다용
P0 	: ㅋㅋㅋㅋㅋㅋㅋ각인시티는데
P0 	: 각인시키는데
P0 	: 돈 다 썼오
P0 	: 잘 갔다왕
P1 	: 힝
P0 	: 오늘 날씨 좋더랑
P1 	: 보고싶오 쟈걍..
P1 	: {emoji}
P1 	: 애기 보물 또 각인했엉?!
P1 	: &address&역가는 버스 탔어용!
P1 	: 오늘 날씨 별론뎅 쟈기..?!
P1 	: 바람이 어마무시행
P1 	: 날라가는줄 알아따
P0 	: 잉??? 진쨔?
P0 	: 햇빛은
P0 	: 완전 따듯해 보이는데
P0 	: 바람이 어마무시하균..
P0 	: 보물 각인할꺼 많아..
P0 	: ㅠㅠㅠㅠ
P1 	: 진쨔 바람
P1 	: 연날리면
P1 	: 나까지 같이 날라가버릴거 같앙
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 에이~
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P1 	: 적절한거봥
P0 	: 너무 뻥튀기 심하다
P1 	: 완전 웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 들켰넹..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구냥 연 잘날라갈 날씨..ㅎ.ㅎ
P0 	: 그치ㅎㅎㅎ
P0 	: 오빠가 어떻게 날아가ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지금 나 무거워서 못날라간다는거얌 애깅?!!!
P1 	: {emoji}
P1 	: {emoji}
P1 	: 찌릿
P1 	: 나도 보물 각인시켜볼랭..
P1 	: 만렙인게 없오..
P1 	: 체스초코 쿠키
P1 	: 기록갱신도 실패당..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 일단
P0 	: 쿠키랑 펫은
P0 	: 맨날 나와서
P0 	: 만렙 다 시키는건 힘들구
P0 	: 좀 사기캐 같은거만
P0 	: 키우고
P0 	: 보물 위주로 해야대..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 내일 업뎃되면
P1 	: 또 크리스탈
P1 	: 쏟아붓는당..!!
P1 	: 가는동안 쿠키런 해야쥥
P1 	: &address&역 도착했어용!
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다들 수원역에 도착했댕??
P0 	: 나두 서바이벌 한판 하구 왔당
P0 	: 한판만 더 하고
P0 	: 공부해야징..
P1 	: 아직 다들 멀었댕 ㅎ.ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 경기 뛰고와쒀!!
P1 	: 만개 머지않았당..
P1 	: 드디어 챔피언스리그 둘어간드아아앙
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 빨리 왕{emoji:❤}️
P0 	: 인생의 쓴 맛{emoji:🤗}
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 인생의 쓴 맛이라는 말응
P1 	: 무슨 이렇게 예쁘게해 쟈깅!!!!
P1 	: 빠르게 갈겡{emoji:❤}
P1 	: 귀여웡
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지하철타서 수원역
P1 	: 거의 도착해간당
P1 	: 아..&name1& 보고싶오..
P1 	: 수원역 도착이에용!!
P1 	: &name5&만 지각이당
P1 	: 으휴
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 으휴
P0 	: &name5& 아주그냥
P0 	: 일찍 보자고 말했으면서
P0 	: 젤 눚게 오는거 봐!
P0 	: 나두 &name2& 보고파..
P0 	: 나 공부할려하는데
P0 	: 노트북 비번을 몰라서
P0 	: 물어봤는데 답이 없다..ㅎㅎ
P0 	: 강제로 못 하는즁
P0 	: {share:photo}
P0 	: 색깔 예쁜거 봥
P0 	: 함 먹어보께요
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아조앙~~
P1 	: 어때어때 쟈깅
P1 	: 맛있오?!
P0 	: 그그
P0 	: 레인보우 샤베트 맛이야!
P0 	: 초코가 가장 맛있군
P0 	: 딸기 먹는데
P0 	: 딸기는 그냥 딸기우유맛ㅎㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 애기애기 순식간에 2개 먹은거얌?!
P1 	: 나는 애기가 제일 별로인거
P1 	: 하나주랑 ㅎ ㅎ
P1 	: ㅎ.ㅎ
P1 	: 난 이제 피방 도착했오 애깅~
P0 	: ㅋㅋㅋㅋㅋㅋㅋ아닝! 초코 줄꺼얌
P0 	: 넹
P0 	: 우리가 갔던 그 수원역 피방?!
P1 	: 우웅!!!
P1 	: {share:photo}
P1 	: 사진 안보내져 왜애앵
P1 	: 아 됐당 ㅎ.ㅎ
P1 	: 그 귀한 초코 줘도됑 쟈기..?!
P0 	: 당연하딩!
P0 	: 초코 하나 더 왔엉!
P0 	: {share:photo}
P0 	: 나도 피방이야 쟈깅
P1 	: 오잉?!
P1 	: 우리 가던 그 피방이얌?!
P1 	: 무슨일로 갔오!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아냥
P0 	: 동생 방 컴터야ㅎㅎ
P0 	: {share:photo}
P0 	: 쨔란
P1 	: 와앙 대박
P1 	: 진짜인줄 알았오 쟈기!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 대박이당
P1 	: 완전 웃경
P1 	: 애기 더 좋은 컴퓨터 쓸수있는뎅~~
P1 	: 잘됐군 ㅎ.ㅎ
P0 	: 히히
P0 	: 그칭!!!
P0 	: 동생이 컴퓨터 안 잠그고 갔오ㅎㅎ
P0 	: 오빠 근데 엑셀 필기 총 40문제 잖아
P0 	: 컴퓨터 일반 20 이랑 소프레드 20
P0 	: 근데 총 몇점 받아야 합격하는고지..??
P1 	: 우움
P1 	: {share:info}
P1 	: 왜 안뜨징
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그치
P0 	: 안떠...
P0 	: 60점 인가??
P1 	: 대부분 그렇지 않을깡?!
P1 	: 지금까지 계속 찾아봤는뎅
P1 	: 이번에 바뀐거는
P1 	: 실기 떨어져도
P1 	: 바로바로 재응시 가능하다구
P1 	: 그거밖에 없따..
P0 	: 오빠!!!!!!!!!
P0 	: 나 컴퓨터로
P0 	: 기출문제랑 요약된거 자료 찾았는데
P0 	: 이거 뽑아줄수이써???
P0 	: 컴퓨터 화면보고 공부하는거 보단 그냥 내가 밑줄 긋고 종이로 된거루
P0 	: 공부하는게 더 편할것같아성
P0 	: 근데 페이지가 59장 얌...
P0 	: 컬러는 아니구 흑백..ㅎㅎ
P0 	: 아냐
P0 	: 59장도 안된당
P0 	: 그냥 기출문제만 계속 돌릴랭
P0 	: 10장 내외 일것 같오
P1 	: 오옹?!
P1 	: 구래구랭!!
P1 	: 10장정도만 뽑아주면 되는거얌?!
P0 	: 웅 한 12장 ㄷ정도??
P0 	: 오빠한테 보낼겡 집가서 뽑아쥬
P1 	: 우웅 알겠오!!!
P1 	: 오늘 집가서 바로 뽑아가지구
P1 	: 내일 줄겡 쟈기~~
P0 	: 예~~~
P0 	: 보냈당
P0 	: !!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 조아용~~
P1 	: 울 애기 그럼 지금은
P1 	: 컴터로 문제 보고이쒀?!
P0 	: 웅 컴터로 보는즁야
P0 	: 근데 그만 보구
P0 	: 씻을랭
P0 	: ㅎㅎ
P1 	: 좋은 생각이얌 쟈깅!!
P1 	: 눈 피곤하겠따
P1 	: 쉬어줘용 ㅎ.ㅎ
P1 	: 고생했넹 우리 애깅~
P1 	: {emoji}
P0 	: 다 해쪙
P0 	: ㅎㅎㅎㅎㅎ
P0 	: 머리만 감구 왔당
P0 	: {emoji}
P0 	: 오... 담주 목욜에 안 만나구
P0 	: 2월17일에 만날것같은
P0 	: 느낌야
P0 	: 오빠 만약에 2월 17일로 날짜 바뀌면
P0 	: 담주 목욜 &name4&이 밥 사줄깡??!
P0 	: 셋이 만나성
P1 	: 오옹
P1 	: 구래구랭!!!
P1 	: 그때로 밀리는거얌?!
P1 	: &name4&이도 괜찮다하면 그렇게 하쟝!!
P1 	: 벌써 밥사주기로 한지
P1 	: 5개월정도가 지나버려따..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 진짜ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 올해 안에는 사줄 수 있겠징...?
P0 	: 모르게써.. 나 그냥 정해지면 그때 톡방 들어가게ㅎㅎ..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ&name4&이가
P0 	: 그 양봉장에 혼자 들어가고 싶지 않다고
P0 	: &name18&이한테 물어본댕
