# FILE DATA
ID : MDRW2100001597
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20191110
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 남성
birthplace : 경남
principal_residence : 해외/기타
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 가정 주부
sex : 여성
birthplace : 충북
principal_residence : 충북
current_residence : 경기
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  가족>부부
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 번개치고 으스스
P1 	: 여보 회사에 제출하라거
P1 	: 나 atm에 입금 좀 하고 올게
P0 	: 헐 그런거 안해도 되는데 고마워
P1 	: 그래도 깔끔하잖아 그런거 보여주는게
P0 	: 응응
P1 	: &name3& 쥬스라도 마시게 해줘
P1 	: 목 마르겠다
P0 	: 응 중간중간 줄게
P1 	: 몇분까지야?
P0 	: 7시반
P1 	: 오옹
P1 	: 끝나자마자 여기서 밥 먹게 해야겠다
P0 	: 응응
P0 	: 근데 &name3& 한시간내내 여기서만 놀아 어째
P0 	: ㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋ
P1 	: 중장비들이 있자나
P1 	: 튜브 타고 내려오는 미끄럼틀이나 대왕문어는 언제 가지고 놀려나
P1 	: 어머님이 통장 사본을 달라시네 지금 입금하려고 하시는건가
P1 	: 나 &affiliation& 계좌 해약해서 다른 일반 계좌 보내드렸어
P0 	: 잉
P0 	: 그래도 되나?
P0 	: 사업자 안 살렸다고 말씀드렸고?
P1 	: 그건 아직
P0 	: 그거 먼저
P0 	: 말씀드려
P1 	: 다음주에 달라고 했고 그러시겠대
P0 	: 응
P0 	: 뭐머글까
P1 	: 주문했어
P0 	: 아앙
P0 	: 나갈게
P1 	: 30분쯤에 맞춰서 나와
P1 	: 지금 주문했는뎅
P1 	: 여보 &name4&밥 계단 컴퓨터 위에
P0 	: 응응 &name3& 자?
P1 	: 물도 갈아주세요
P1 	: 응
P0 	: 오킹
P1 	: 10분 부터 잠들더니 본격적인건 20분?
P0 	: 아앙굳
P1 	: 난 쀼의세계를 볼게
P0 	: 응 ㅋㅋㅋㅋㅋ
P1 	: 아이디비번 뭐더라...
P0 	: 티빙?
P1 	: ㅇ응
P0 	: &account&
P0 	: &num&
P0 	: 안되면 느낌표
P0 	: 아니면 숫자 빼고
P0 	: 안되면 시제이 아이딘지 티빙 아이딘지 바꾸고
P1 	: 겨우 됐네
P0 	: 물티슈 하나 밖으로 던져줄 수 있나요ㅗ
P0 	: {emoji}
P1 	: {emoji}
P1 	: 여보 홈페이지 내가 할테니까 스트레스 받지마 나한테 인수인계해줘
P0 	: {emoji}
P1 	: 일찍 자
P1 	: 나 드라마 보면서 일할거야
P0 	: 오늘 외출 하나요 혹시
P1 	: 산책은 하자
P1 	: &name3& 곧 자진 않겠지..? 우짤까
P0 	: 아 지금?
P0 	: 음
P1 	: 자고 일어나서 가도 좋고
P0 	: &name3& 가는 건 자고 일어나서 가자
P1 	: 그래
P0 	: 뽀로로 밴드를 어여 사야 할 거 같아서 ㅋㅋㅋ
P1 	: {share:url}
P0 	: 여보 잘자썽?
P1 	: 응응
P0 	: 아침에 아무것도 정리하지 못하고 나왔어 미안행 
P1 	: 괜찮아 아침에 무슨 정리까지 해
P0 	: {emoji:씨익}
P0 	: 고마워
P0 	: &name3&는 별일 없나요 언제 일어났어
P0 	: &name3&가 새벽에 잠결에 깨더니 갑자기 침대 위로 올라가는겨
P0 	: 몽유병 이런 건 아니겠지 
P1 	: 그정도는 몽유병 아니야
P0 	: 응 ㅋ
P0 	: 그래도 좀 놀람 새벽 4시즘이었는데 
P0 	: 그냥 침대위로 올라가더니 여보 옆에 턱 앉아 
P1 	: 근데 여보가 어떻게 깼대?
P0 	: 모르겠어 날 밟고 올라가선지 코골이 소린지
P1 	: 나는 모르고 자고?
P0 	: 응 ㅋㅋㅋㅋㅋㅋ
P1 	: 그랬겠지뭐 ㅋ
P0 	: ㅋㅋㅋㅋ
P1 	: 우리은행 가서 카드수령 물어봐 꼭
P0 	: 아 이미 도착했댔지
P0 	: 뭐 필요한지 ? 
P1 	: 응
P0 	: 응응
P1 	: 그냥 6월부터 얼집 보낼까
P0 	: 갑자기 왜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 어차피 다니게 될 거
P1 	: 문센은 뭔가 고생스러울거 같은데
P1 	: 모르겠다
P0 	: ㅋㅋㅋㅋㅋ 아침에 힘들었어?ㅠ 
P0 	: 일단 은행 다녀왓어 - 여보 신분증 + 내 신분증 + 등본 있으면 된대 
P0 	: 가정어린이집은 그냥 거의 대기 없이 갈 수 있댔나 
P1 	: 그럴거 같은데
P1 	: 계속 포크레인 틀어달라고 하는데
P1 	: 포크레인 나오는거 보여줘도 계속 다른거 다른거
P1 	: 그래서 폴리 틀어주고 절대 안 바꿔주는중
P0 	: 에구 
P0 	: 베이비버스 은근히 오래 가던데 
P0 	: 암튼
P0 	: 문센은 결제했어? 
P1 	: 응
P0 	: 바로 취소하면 환불되는 거지? 
P1 	: 응 3일전엔 전액환불
P1 	: 한번 들어도 나머지꺼 환불되긴 해
P1 	: 문센을 가지 말고 그냥 얼집을 다니는게..
P0 	: 글쿠나
P0 	: 응 그리해요 
P0 	: 어떤 계기로 생각이 바뀐 거야 ? 
P1 	: 어차피 다녀야할거라면
P1 	: 문센으로 둘 다 힘들이지 말고 바로 적응하는게 나을거 같아서
P0 	: 그래그래
P1 	: 3개월 뒤나 지금이나 큰 차이 없을거 같고
P1 	: 오전반만이라도 보내자
P1 	: 내가 절대 다른 걸로 안 바꿔주니까 그냥 포기하고 보네
P0 	: ㅋㅋㅋ 에구 
P1 	: 좀 단호해져야겠어
P1 	: 아니라고 자꾸 계속 다른거 틀어주니까
P1 	: 계속 그러네
P0 	: 응응 
P1 	: 낮잠 자는데 모기 두방 물렸어
P1 	: 근데 모기 못 찾겠어 ㅠㅠ 속터지겠네
P0 	: ㅠㅠㅠ
P1 	: 아무리 찾아도 안 보임
P0 	: ㅠㅠㅠ &name3&는 자고 있고?
P1 	: 응
P0 	: 에구 여보 스트레스 받겠다
P0 	: 두방이나 물었으면 한동안 안 물지 않을까 
P1 	: 그래 제발 그러길 바래야지
P0 	: ㅠㅠ 좀 획기적인 모기 트랩 없으려나 
P1 	: 그러니까..
P1 	: 근데 &name4& 준 것도 엄청나게 잡히긴 해
P1 	: 수백마리 들어있었어
P1 	: 방에 모기 한마리가 더 잡기 힘들어
P0 	: 그치 
P1 	: 나 해피콜 전화왔어 전화 끊긴다
P0 	: 응
P1 	: 여보는 어찌할겨
P0 	: 바꿀건데 왱
P1 	: 응 그래용
P1 	: 내일 우편으로 오겠지?
P0 	: 하루만에 꼭 와야할텐데 ㅋㅋ
P1 	: 그러게.. 특급우편으로 온다니까 아마 올거 같애
P1 	: 우리나라 배송이야뭐 ㅋ
P0 	: 응 ㅋㅋ
P1 	: 하늘 찢어지는 소리 나면서 천둥 엄청 크게 났는데
P1 	: &name3&는 그냥 자네 &name4&는 놀란 얼굴...;;
P0 	: ㅋㅋㅋㅋ
P1 	: &name4& 무서울건데.. ㅠㅠ
P0 	: 비도 와 ? 
P1 	: 이제 오는거 같기도 하고
P1 	: 엄청나게 쏟아진다
P1 	: 마당이 물에 잠길 정도로 순식간에 엄청 내리네
P1 	: 거긴 비 와?
P0 	: 헐
P0 	: 응 여기도 갑자기 쏟아지네
P0 	: 근데 그정도는 아닌데
P0 	: 바람 천둥 번개는 많고 
P0 	: 말 취소 갑자기 하늘에 구멍난듯
P1 	: 여기도 미친듯이 쏟아진다
P0 	: 다들 패닉
P0 	: 하늘도 시커매지고
P1 	: &name3&는 빗소리 때문인지 더 잘자네
P1 	: &name4&는 패닉
P0 	: 어이구 
P0 	: &name3& 자전거 안 넣어둔 거 같은데
P0 	: 으아아 
P1 	: 응???
P1 	: 확인해보기도 어렵다
P1 	: 운명에 맡겨야지뭐..
P0 	: 응 ㅋㅋㅋ 
P1 	: 자전거가 시원하게 샤워했네
P0 	: ㅋㅋㅋㅋㅋ 먼지 많이 묻었었는데 뭐 잘됐지 
P1 	: 응ㅋ 주머니에 뭐 중요한거 없지?
P0 	: 응 마침 어제 주머니를 비웠어 
P1 	: 굿잡
P1 	: 마르는데 오래 걸리겠다
P0 	: 그러게 다시 햇빛 쨍쨍해야겠는데
P0 	: 퇴근해요
P1 	: 응 조심히
P0 	: 설거지를 하다 말았는데 싱크대 안에 있는 것들은 헹구기만 하면 돼요
P0 	: 그리고 &name3& 젖병 삶아주세용
P1 	: 늦게 일어났네
P1 	: &name3&도 나도
P0 	: 오옹
P0 	: 비와서 더 그런가 
P0 	: 여보 코는 안 아파 ? 그저께는 좀 괜찮아지나 어제는 다시 엄청났어
P1 	: 코가 아니라 목이 아프네
P0 	: 아 응 목 ㅠ 
P0 	: 여보 폰에 녹화도 해놨어 
P0 	: 여보 저번 감기로 코 안쪽이 부었나 너무 심하네 ㅠ
P0 	: 막 자는데 어떻게 해주고 싶은데 좀만 만져도 잠결에 기겁하고 ㅠ
P1 	: 몰라..ㅠㅠㅠ
P1 	: 내 코 고는 소리 땜에 못 잘 지경이야?
P0 	: 아니 난 잘 자는데 ㅋㅋㅋ 여보가 너무 괴로워보여서 
P0 	: 배게도 달라진 게 없을 텐데 
P1 	: 살쪄서 그런가.. ㅠㅠ
P0 	: 아니 그래도 너무 갑작스러워
P0 	: 감기가 원인인 건 맞는 거같은데
P1 	: 우체부 아저씨 왜케 안 오시는거 같냐
P1 	: 평소엔 일찍 오시드만
P0 	: ㅋㅋㅋㅋㅋㅋ 기다려져
P0 	: 비와서 빨리 못 다니실듯
P1 	: 응
P1 	: &name3& 손등에 모기 물렸다
P0 	: 끄앙 ㅠ
P0 	: 모기색히 
P1 	: 엄청 큰 모기장 사려고
P1 	: 침대랑 매트 크기
P1 	: 근데 나 다음주에 임테기 해보고
P1 	: 임신이면 문센 취소하고 얼집 알아보는 게 나을거 같아
P1 	: 임신 아니면 그냥 다니고
P0 	: 그리해요
P0 	: 아 여보 신분증 안 가져왔따
P1 	: 임신이면 초기에 &name3& 데리고 문센 다니면 무리될거 같아
P1 	: 아 맞다
P0 	: 응응 맞아맞아
P0 	: 그냥 이즘 임심할 듯하니
P0 	: 그냥 취소해 문센
P1 	: ㅋㅋㅋ왜이래
P1 	: 아닐 수도 있지
P1 	: 그게 그렇게 쉽나
P0 	: 이번달 안돼도 다음달이나 다다음달 계속 시도할 거 아닌가 ?ㅋㅋ
P1 	: 음 그래두 다닐만큼 다니다가 환불 받음 돼
P0 	: 아앙 그래요 
P1 	: 그나저나 우리 셋 담주 토욜에 무슨 옷 입냐
P0 	: 아 벌써 담주네
P0 	: 여보 한복 ? 
P1 	: &name3&는 그냥 깔끔하게만 입히고
P0 	: 응 불편하지 않게
P1 	: 한복은 오버야
P1 	: 이모들이나 입을텐데
P0 	: 아 그랭 ㅋㅋㅋㅋ
P1 	: 머리도 어쩔겨
P0 	: 여보 ? 
P1 	: 한복입으면
P1 	: 머리
P1 	: 다 셋팅해야해서 돈 많이 들어
P0 	: 그냥 그 머리는 안 되는거야 ?ㅋㅋ
P1 	: 응
P0 	: 그래용 ㅋㅋㅋ
P1 	: 유심왓다
P0 	: 오오
P0 	: ㅋㅋㅋㅋㅋ
P0 	: ㅊㅋㅊㅋㅊㅋ
P1 	: 전화 좀 걸어봐
P1 	: 잘되넹ㅋ
P0 	: 굿
P1 	: 응ㅋ
P0 	: 내가 위약금 내고 알뜰폰으로 지금 바꾸면
P0 	: 한달 뒤 위약금 없이 + 할인 없는 알뜰폰 요금제로 바꾸는 거에 비해
P0 	: 5개월정도는 지나야 본전인데
P0 	: 5개월안에 프로모션 다시 안 하려나 
P1 	: 응 안 할듯..
P1 	: 대신 다른 알뜰통신사에서 할 수도 있지
P0 	: 지금 3사 알뜰폰 다 거의 똑같이 프로모션 중이더라고
P1 	: 이전 프로모션은 검색 안되나?
P1 	: 뭐 생긴지도 얼마 안됐을거 같지만
P1 	: 내가볼 땐 일년에 한번 하는 큰 이벤트 같애
P0 	: 일단 설날때도 비슷하게 한 거 같아 
P1 	: 5개월 지나 본전이면 괜찮지 않아?
P1 	: 어차피 계속 유지할거고
P1 	: 한달에 8만원 넘게 언제까지 내야할지 모르는 것보다
P1 	: 돈은 아니지만 홍삼정 받는거랑 나 추천해서 받는 거 생각하면
P1 	: 여보가 잘 생각해보고 결정해
P1 	: 이번에 알뜰로 안 한다고 해도 당장 요금제 낮추고
P0 	: 음 그랭 
P1 	: 1.5기가 3만원대 내보면
P1 	: 알뜰이 얼마나 파격적인지 알것이다
P1 	: ㅋㅋㅋ
P0 	: 홍삼 이거 3만원짜리네 와 
P1 	: 홍삼은 비싸니까
P1 	: &name3& 응가했는데
P1 	: 엄청 많이 했네 오랜만에 기저귀 위로 샐뻔했어
P1 	: 근데 응가마렵다고 하더니 내가 응가의자로 가야지! 하니까 방으로 가서 변기에 앉아서 쌌어
P1 	: 기특하다 ㅠㅠ
P1 	: 어제 블루베리를 한통 먹었더니 응가가 보라색이네
P0 	: 와 기특
P0 	: 블루응가
P0 	: 응가 응가 이렇게 말하며 왔어?
P1 	: 신호가 왔는지 주저앉으면서 응가라고 하더라
P1 	: 그래서 응가의자로 가라고 했더니 진짜 가서 앉았어
P0 	: 대단해
P0 	: {emoji}
P1 	: 여보 나 진짜 임신인가?
P1 	: &name3& 때랑 다르게 증상이 너무 뚜렷하게 느껴지네?
P0 	: 테스트기 해봥 
P1 	: 밑에 택배 왔나 모르겠네
P1 	: 근데 지금은 아직 확실히 안 나타는 시기야
P1 	: 예를 들어 임신을 원해서 다양한 준비를 해온 사람이나 출산을 경험해본 사람은 수정후와 착상후 약간의 위화감을 느낄 수 있고 그것을 임신 초 초기 증상이라고 부르고 있습니다. 생리직전에 감소해야할 황체호르몬(프로게스테론)이 분비 된 상태이므로 기초 체온도 높게되고 신체의 나른함과 열이 현저하게 나타납니다.
P1 	: 만약 임신이면 지금이 3주야
P1 	: 초초기증상을 느끼기도 하나봐
P1 	: 수정후랑 착상후가 느껴진다고 해야하나 배가 아파
P0 	: 벌써 3주야?
P1 	: 마지막생리시작일 기준이라 그래
P1 	: 주수 계산법이 원래 그래
P0 	: 아 난자 생긴 기준인가
P0 	: {system:delete}
P0 	: 착상이 느껴지는 건 신기하다 
P1 	: 착상이 살속에 파고드는거라
P1 	: 피도 나기도 해
P0 	: 헐
P1 	: 둘째라 더 민감하게 느껴지는게 맞나봐
P1 	: 첫째땐 뭣도 몰랐고
P0 	: 응응 
P1 	: 택배왔는데 너무 크고 많아서
P1 	: 여보가 들고 와요
P1 	: 오늘 옷방에 테이블 조립해줄 수 있어?
P0 	: 응 미싱 왔어?
P1 	: 응
P0 	: 물론이지
P0 	: 여보 신분증을 모니터 아래에 놓아줘 나중에 안 까먹게
P1 	: 응 가방에 넣어놓자
P0 	: 퇴근길에 사가야 할 거 없나요 
P1 	: 응 없어요
P0 	: 응응 얼른 퇴근할게용
P1 	: 응
P1 	: 쿠팡 작은 박스 테이핑한거 가져가여
P1 	: 신분증 열쇠 옆에 놨음
P1 	: 여보 괜찮아?
P0 	: 잘잤어용?
P0 	: 난 회사 일찍 와서 차에서 좀 자서 그래도 좀 나아
P1 	: 차에서 자는게 더 불편하지 않어?
P1 	: 계속 아프면 병원 가서 링겔이라도 맞아 그러면서 쉬고
P0 	: 응응
P0 	: 여보는 싸바해요? 
P1 	: 응 난 괜찮아
P0 	: 응응
P0 	: 오늘은 바람쐴 수 있으면 좋겠다 
P1 	: 날씨는 좋아보이는데
P0 	: 상대적으로 조금 쌀쌀
P1 	: 택배박스 가져갔네
P0 	: 가져간 거 이거 맞지?
P1 	: 쿠팡 작은 박스
P0 	: 응 뭐 들은 거야 
P0 	: ?
P1 	: 허리보호대
P0 	: 응 그래용
P1 	: 몇시쯤 갈거야? 그전에 예약하게
P0 	: 점심즘이 아닐까 
P1 	: 응 그래여 고마워
P0 	: 어제 밤엔 &name3&는 제대로 잠들었을까
P0 	: 여보는 &name3& 잠든 거 확인했어?
P1 	: 응 잘 잠들었어
P0 	: 내 남색 코트 집에 있어 혹시? 
P0 	: 아침에 안 보여서 차에 있나 했는데 차에도 없고 
P1 	: 찾아볼게
P0 	: 응 그냥 보이면 얘기해줘
P1 	: 응
P0 	: 택배 예약해주고요 
P1 	: 했어
P0 	: 오킹
P1 	: 우리 잔다
P0 	: 응 잘자용
P0 	: 집에가요
P1 	: 응 조심히 와
P0 	: 응~
P1 	: 여보 몸은 좀 어때?
P0 	: 기름값이 떨어져서 40리터나 넣는데도 5만원이 안 나와 ㅋㅋㅋㅋㅋ
	  근데 5만원넣어야 세차할인돼서인지 오늘따라 세차장에 차가 없어ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 이건 어제 쓰던거다
P0 	: 응 몸 거의 완쾌했엉
P1 	: 다행이넹
P0 	: 여보는 잘자써?
P1 	: 응
P0 	: 여보는 어때
P1 	: 난 괜찮아
P1 	: 임신 아닌가..
P0 	: 테스트 해봤어?
P1 	: 해봤는데 아니야
P1 	: 근데 아직 이르긴 해
P0 	: 아하
P1 	: 원래 다음주에 해봐야 하는건데
P0 	: 응 그럼 담주에 또 해보아용
P1 	: 조급한 사람들은 일찍부터 하지..
P0 	: 몸이 임신을 시도하려고 에너지 쏟아서 힘듷었을 수도 있고
P1 	: 뭔소리야?
P0 	: 아팠던 이유 ㅡ
P0 	: 임신이 만약 아니라면
P1 	: 그런게 어딨어
P1 	: 몸이 임신을 시도하려고 하다니
P0 	: 수정 시도?
P0 	: 그냥 내 멋대로 해석이야
P1 	: 수정되고 착상됐으면 그게 임신증상이고
P1 	: 임신이 아니면 상상임신 같은거지뭐
P0 	: 그래용 ㅋㅋ
P1 	: 이 시간이 제일 힘들어 시간 엄청 안가고
P1 	: 나보다 더 기다린 엄마들은 더더 심해
P1 	: &name3& 때는 정말 모르는게 잘된 일인거 같애
P0 	: 그렇지
P1 	: 지금같았으면 피말라 죽었을거야
P0 	: 에구
P0 	: {share:photo}
P0 	: 고객님^^
	  좋은 소식 알려 드려용~
	  차량 예시일이 28일로 뜨네요^^
	  하루정도 앞뒤로 당겨질수는 있고요~
	  28일 출고 하면 6월1일 올라올듯 합니다^^
P0 	: 6월 1일에 올라와서(?) 정비소에서 검사하고 썬팅이나 블박 달고 이러면 하루이틀은 더 걸릴듯
P1 	: 그래요
P1 	: 틴팅이랑 블박은 하루면 끝나겠지
P1 	: 그걸 며칠씩 하는 정비소는 망할듯
P0 	: 응 그치
P1 	: 다음주만 기다리면 되는데
P1 	: 다음주가 시간 제일 안 갈듯 ㅠㅠ
P0 	: 어구
P0 	: 강릉 - &name3& 데리고 가보라고 추천받은 곳 : 
	  -연곡해변 솔향기 캠핑장 (숲과 바다 동시에)
	  -강문해변 (그나마 분위기 조금 더)
	  -하조대 (모래가 고움)
P1 	: 누가 추천해준겨?
P0 	: 그 애기엄마 사모님
P1 	: 그래 언젠가 가보자
P0 	: 응 캠핑장 포함돼있어서 여보가 좋아할 줄 알았는데 ㅋㅋ
P1 	: 가봐야 좋은지 알지 ㅋㅋ
P1 	: 일단 가까운데부터 가야지 강릉은 넘 멀어
P0 	: 응응 
P1 	: &name3& 쫌전에 일어났어 오늘 낮잠 엄청 많이 잠
P0 	: 오메 ㅋㅋㅋ
P1 	: 여보 햄버거 좀..
P0 	: ㅇㅋㅇㅋ
P0 	: 무슨 햄버거
P1 	: 아무거나 좋은데
P1 	: 맥도날드에서 맥너겟도 사와
P1 	: 난 1955버거
P0 	: 오킹
P0 	: 여보 싸바해요?
P1 	: 응 아까 일어나서 밥먹고 키키묘묘 보는 중
P0 	: ㅋㅋㅋㅋ여보도?
P1 	: 응
P0 	: ㅋㅋㅋ그래용
P0 	: 힘내장 오늘도
P0 	: 사랑해 여보야
P1 	: 응 여보도~
P1 	: 늦게 잣지?
P0 	: 응
P1 	: 설거지 하느라 수고했어
P1 	: 또 피곤하겠네
P0 	: (헤롱)
P0 	: 아침에 기분이 좋았어 역시
P0 	: 설거지는 해야돼
P0 	: ㅋㅋㅋㅋㅋ ㅠ
P1 	: 그래 ㅋㅋ
P0 	: 오늘 밥 잘 챙겨먹고
P1 	: 응
P0 	: {emoji}
P1 	: {emoji}
P1 	: {share:photo}
P1 	: 좀 정성스럽게 만들어줬드니
P1 	: 한입먹고 안먹겠대
P0 	: {emoji:허걱}
P0 	: 간식 금지
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나혼자 맛있게 먹는 중
P0 	: 아 웃겨
P0 	: 우리 여보 맛나게 먹어용
P0 	: 배고프면 혼자 먹기라도 하게 의자 바꿔놓든가 낮은 데에 놔줘봐 ㅋㅋ
P0 	: 야채가 많아서 안 먹는 건가 왜 국수를 거부하지
P1 	: 졸렸나봐
P1 	: 잠들었어
P1 	: 땡깡 부리더니 안방으로 들어가서 이불이랑 쪽쪽이 찾고
P1 	: 자장자장해주니까 자네 왜케 일찍 자지?
P0 	: 어구 웬일이래
P1 	: 몰라 피곤한가
P0 	: 점심 안 먹고 잔거야 그럼 ? 
P1 	: 응
P0 	: 그렇군
P0 	: 여보 싸바해요?
P0 	: 나 퇴근할 때 필요한 거 있나요
P1 	: 응 방금 표지디자인 수정 메일 보내느라 좀 바빴어
P0 	: 오 일했구나
P0 	: 고생했어
P1 	: 응
P0 	: &name3&는 옆에서 놀고?
P1 	: 응 만화보고
P0 	: 응응 착해
P0 	: 배고파하지 않더나 
P1 	: 응 과자랑 쿠키 먹었어
P1 	: 내가 메일 보낸거 전달했는데 함 봐봐
P1 	: 오랜만에 업무메일 보내려니 어색해서
P1 	: 구구절절 얘기하기 싫어서 간략하게 보냈는데
P1 	: 첨부파일 보면 다 이해가겠지?
P0 	: 응응 잘썼어
P1 	: 내가 디자이너였다면
P1 	: 욕하면서도 속이 시원할거 같은데 ㅋㅋ
P0 	: 왜? 
P1 	: 꼬치꼬치 다 수정하라고 하고
P1 	: 내가 한거 다 도로묵되고
P1 	: 그래도 정확한 코멘트가 더 좋지
P0 	: 아 ㅋㅋ 
P0 	: 응 맞아
P1 	: 시안 5개 해놨더니
P1 	: 1번이라고 하는 클라이언트
P1 	: 4개는 왜 했냐고
P1 	: 맨날 이런 일을 어떻게 했지?
P1 	: 으 스트레스 받어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 
P0 	: 상상만해도
P1 	: 디자인쪽은 하고싶지 않다
P0 	: 참 힘든 업종이지 
P0 	: 18시 땡치고 나옴
P1 	: 잘했어
P1 	: 조시미와
P0 	: 응 머리가 아프다
P0 	: 살살 갈게
P1 	: 그래
P0 	: &name3&가 카메라 앞에서 나비야랑 곰세마리도 부르고 응가 마렵다며 변기까지 달려갔는데
	  녹화버튼이 안 눌러져있었어ㅠㅠㅠ
P1 	: 멀리 있는거 아니지?
P0 	: 응
P0 	: 이마트에브리데이
P0 	: 나왔어?음식
P1 	: 응
P1 	: 나왔어
P0 	: ㅇㅋ
P0 	: 얼마나 깊이 잠들었으면 아직도 이불을 덮고 있네
P1 	: 땀 질질 흘리고 있는 거 아냐?
P0 	: 그르네 ㅋㅋㅋ 걷어줫ㄱ어
P1 	: 여보
P1 	: 출근 잘했지?
P0 	: 응응 잘잤어요?
P1 	: 응 늦잠잤네
P0 	: 옹 &name3&도 ? 
P1 	: 응
P0 	: 둘 다 피곤했나 주말에 ㅋㅋ 
P0 	: 잘했네
P1 	: 응 여보는 괜찮아?
P0 	: 응 여보 말 듣고 일찍 자서 
P0 	: 괜찮아
P1 	: 그래 잘했어
P1 	: 여보 오늘 퇴근하고 당근거래 있어 잊지마~
P0 	: 아앙 ㅇ
P1 	: 당근앱 채팅 봐봐
P0 	: ㅇㅋ
P0 	: 여보 만약 내가 광주광역시에 가서 일한다면 어떨 거 같아 ? 
	  ( 그냥 채용공고 하나 있길래 )
P1 	: 여보 하는 일 비슷한게 광주에 있어?
P0 	: 응 
P1 	: 뭐 가야한다면 가는거고
P1 	: 그래두 &name10&네두 가깝구 &name18&네도 그렇고 시댁도 그렇고 아무래도 여기가 좋긴 해
P0 	: 그치? 
P0 	: &address& 근처면 모르겠는데 광주는 너무 내려갔어 
P1 	: 근데 조건이 더 좋고 그러면 고려해볼만 하고
P1 	: 그렇지 않으면 굳이 옮기지 않는 게 좋지
P1 	: 여보가 계약만료가 아니라면
P0 	: 응응
P0 	: 올해 사업 제안 벌써 3개째 떨어져서 갑자기 목숨이 위태로워지는 느낌 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋ그렇구나
P1 	: 짤리면 실업급여는 나오지?
P0 	: 응응
P1 	: 그래도 3년 정도 다녔으니까 적진 않을거..야
P1 	: 실업급여 계산해봐
P1 	: 알고라도 있게
P0 	: 한 180만원 
P1 	: 음 미니멀하게 쓰면 생활은 할 수 있겠네
P0 	: 응 ㅠ ㅋㅋㅋ
P1 	: 집이 공짜니까 가능한거 같고
P1 	: 여보가 뭐 펑펑 놀진 않을거니까
P1 	: 너무 걱정하진 말구
P0 	: 응 고마워 ㅠ
P1 	: 이사했으면 좀 난감할뻔 했다
P1 	: 아직 정해진건 없지만
P0 	: 응응 
P1 	: 역시.. 사업이 답인가
P1 	: 한명은 사업 한명은 직장이 최고의 조합인거 같애
P1 	: 엄마가 시간이 자유로운 사업을 해서 애들 케어까지 하는
P1 	: 하.. 나두 얼른 뭔가 해야할텐데ㅠ 디자인은 너무 싫거
P0 	: 둘째 가지고 &name3&만큼 좀 클 때까진 넘 부담갖지 마요 
P1 	: 둘째가 언제 생길줄 알고..
P1 	: 둘째는 그런 여유 없을거 같은데..
P1 	: 뭔가 배우기라도 해야할거 같애
P1 	: 미싱이 온 게 운명같은걸까
P1 	: 미싱으로 뭔가 해보면 좋을거 같은데 아직 모르겠다
P0 	: ㅋㅋㅋ 그랭
P0 	: 막 온라인으로 수선 주문 받고 
P1 	: 수선..쪽은 아니구 뭔가 만들어서 팔고 싶은데
P1 	: 여튼 난 기초부터 배워야해서
P1 	: 문화센터 수강권이 서비스로 왔는데 &name3&가 얼집에 적응이나 해야 갈 수 있을듯
P1 	: 얼집 대기 바로 올릴지 문센 후에 보낼지 아직도 고민...
P0 	: 그렇네
P1 	: 한번 더 편리해진 카카오뱅크 2.0
	  
	  지금 영상으로 만나보세요!
P1 	: 이벤트 해서
P0 	: 내가 뭐 하면 돼?
P1 	: 아니 내가 공유하면 커피쿠폰 준대서
P1 	: 추첨이지만
P1 	: 냉동실에 있던 양념돼지갈비를 해동해서 구웠는데
P1 	: 윗부분엔 한번 구웠던게 있고 밑엔 생고기가 있어서
P1 	: 구워서 먹었는데 맛이 이상함...
P1 	: 요즘 고기 믿질 못하겠네 냉장고든 냉동이든..
P0 	: 아아아
P0 	: 그거
P0 	: 버릴려고
P0 	: 얼려놓은거
P1 	: 으응...????????
P1 	: ㅡㅡ;;;
P0 	: 그때 이상한거 구운거랑 남은거 음쓰봉에선 더 썩을까봐 오늘까지 냉동실에
P0 	: 얼려둔거
P1 	: 앞으로 네이밍을 좀 하자
P0 	: 응응 ㅠ
P1 	: 넣은 날짜라돈지
P1 	: 버릴거라던지
P1 	: 큰일날뻔했네
P1 	: 괜히 해동했잖아 ㅋㅋ
P0 	: 구운거랑 생고기랑 같이 넣어둬서 먹을거라곤 생각안했어
P0 	: ㅋㅋㅋㅋ미안
P0 	: 안 먹어서 다행
