# FILE DATA
ID : MDRW2100001603
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20200926
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 무직/취업 준비생
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 경기
principal_residence : 경기
current_residence : 경기
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  지역>현 거주지 지인
intimacy  :  5
contact_frequency  :  (거의) 매일 연락한다.

P1 	: ㅅㅂ ㅜ뭐하는데임?
P0 	: 가격추가돠녀
P1 	: 첨에 색 할 수는 있는데
P1 	: 추천 안한대
P1 	: 셀프오 하면
P0 	: 외죠ㅠ
P1 	: 방객
P1 	: 발색
P1 	: 안댄다고
P1 	: 잘
P0 	: 싀볼 나싑노,,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 색잌ㅅ는거 해보곳었는데
P1 	: 잉크 비싸다더라 색있는건,,
P1 	: 흑
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 염색이ㅏㅇ 독같노ㅠ
P0 	: 갈색 파란색 줜내 해보고싶다
P1 	: ㅅㅂ ㅎ 난 갈색으로하면
P1 	: 티안날듯
P1 	: 흰샥보다도
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미친
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 밀크반점 하나
P1 	: 드걸로 타투 지울 수
P0 	: 더생기는거아니노
P1 	: 있는거아니냐
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 도랏노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 ㄹㅇ로\\\
P0 	: 약간 사회생활 못할정도로
P0 	: 심한사람들은
P0 	: 실제로 타투로 채우더라
P0 	: 쩌리에서 봄
P0 	: 개신기해
P0 	: 헐 생각해보니깐 나 아예 성형외가 가서 본적동있어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ나 ㄷ전에간 뉸썹문신
P1 	: 더디선 셍룰라이크 그렇게
P1 	: 없애부더라
P0 	: 더디선이머노
P0 	: 아
P0 	: 거기선
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 성형하고 살튀되거나 색 변한데도
P0 	: 색칠해서 없애던데
P0 	: 줜내 신기함 어케 그럴 생각을 하지
P0 	: 아 ㅋ콜라땡겨
P1 	: 나도 나중에
P1 	: 안지우고 그렇게할래,,,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 콜라 끊어~~~!!! 뼈빵꾸나~~!
P0 	: 마라탕이나 끊어라!!!!!!
P0 	: ㅠ
P0 	: 탄ㅅ난수라도
P0 	: 먹고싶어요ㅠ 밥먹고 바로자서
P0 	: 줜내 더부룩해
P0 	: {share:photo}
P0 	: 홀 나 저 호랑이
P0 	: 새기고싶어
P1 	: 난 뱀,,, 저분 피드에 맨
P1 	: 근데 ㄹㅇ 깔끔하게
P1 	: 잘함
P0 	: {share:photo}
P0 	: 이거 되개ㅔ 
P0 	: 너같다 귓볼 넓은 너
P1 	: 글애,,,?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저분 원래 미술 전공인데
P1 	: 엄마권유로 타투하능걸9
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 신기하지않냐
P0 	: 와
P0 	: 엄마권유
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그치 ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 신기노,,,
P0 	: 미술하는 분이라 그런가,,?
P0 	: 개방적,,?
P1 	: 엄마아빠 발목에 서로 리터링 해줬다는데
P0 	: 리터치라면
P0 	: 이미 있었단거아니노
P0 	: 쩐다
P1 	: ㄴㄴ 딸앰 몸에
P0 	: 아 ㅎ
P1 	: 하는건 싫어한대
P1 	: 레터링
P0 	: 에?
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니
P1 	: 직업으로는 좋게색각하신대
P0 	: 이사람
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 개신기하다 어케 이렇게
P0 	: 타투가 
P0 	: 뭐라해야돼
P0 	: 색이없네? 이건 약간ㄴ부정적인데
P1 	: ㅇㅖ,,?
P0 	: 종류가 너무 다양해
P0 	: 어케 이러지
P0 	: {share:photo}
P0 	: 이게 어케 한 사람이노
P0 	: 신기해
P1 	: ㅇㅇㅇ 그렇게 생각하는사람들 많아서
P1 	: 줄이고있대
P0 	: 그림체가 다 ㄷ ㅏㄹ라
P1 	: 폭
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 자기도 힘들대
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 저 소나무
P0 	: 너무 옝뻐,,,싀바
P0 	: 줜ㄴㅏ
P0 	: 타투 지우고 새기고
P0 	: 쉬우면 좋겠다
P0 	: 오지게 하게
P1 	: 저거
P1 	: 번져도 티안날듯
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그 머지 마신이 훨흐ㅓㄹ훨 어렵대
P0 	: 진도잇ㄴ어
P0 	: 진동때문인가
P1 	: ㅇㅇㅇㅇㅇ
P1 	: 그거 잡는거랑
P1 	: 할ㅋ대 잉크
P0 	: 너 쇄골
P0 	: 머신임
P0 	: ?!
P1 	: 푸왁 나오자나
P1 	: ㅇㅇㅇ
P1 	: 머신임
P0 	: 홀 잉크 확 나오노?
P1 	: 핸드포크 별로 안좋아하신대서
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅇㅇㅇ
P1 	: 첨 찌를때
P1 	: 확 나옴
P1 	: 그래서 전사
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 왜 안좋아애효ㅜ
P1 	: 한서 안보임
P1 	: 그림이
P1 	: 안버인대
P1 	: 그래서 감도 익형8ㄷ9ㄴㄷ0
P1 	: 부위마다 깊게찌르는드것도 다르거
P1 	: 다물어보고옴,,,,,
P1 	: 입 안쉬고 궁금한거 물어봄,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 동영상 찍을때만 잠간 다물었노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 뻐'렁친다
P0 	: 너무 하고싶어졌다
P1 	: 배우고싶다고???
P1 	: ㅋㅋㅋㅋㅋ
P0 	: 배우든 뭐든
P0 	: 새기고싶노,,
P1 	: 학원서 배루면 300장도
P1 	: 든대
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저분 쉐어룸도
P1 	: 하시더라
P1 	: 첨 시작하는 타투이스트들
P1 	: 거의 무료로하자나
P1 	: 옆에서 봐주면서
P1 	: ㅋㅋㅋㅋㅋㅋㅋ 가정집이라 가넝한듯
P0 	: 오
P0 	: 너가 들어가면 되겟노
P1 	: ㅋㅋㅋㅋㅋㅋ망원 ㅅㅂ 개머노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 왜ㅠ
P0 	: 망원 가까워,,망원 좋아,,,
P0 	: 놀거 많아,,,
P0 	: 살거 많아,,먹을것도 많아,,
P1 	: ㅠㅋㅋㅋㅋㅋ아싫어요ㅠ
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 난 취미로,,,,,,,,
P1 	: 저거라면
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 저거
P0 	: 굳건해졋노,,,
P1 	: 일주일만해더
P1 	: 거북목 될듯
P1 	: 나 수전증없는데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나중엔 손도
P1 	: 떨리거라
P0 	: {censored}서 근가,,,
P0 	: 아 말일에
P0 	: 돈생기는데
P0 	: 직검해버려,,?고민되노
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오지게 고민된다노~!~!
P1 	: 재밌긴재밌음,,,,,
P0 	: 긴 음 ,,,이 거슬리네요,,?
P1 	: ㄹㅇ 오래걸림
P0 	: 얼마나걸렷냐
P1 	: 저거 고무판에한거
P1 	: 한시간반걸림;;;
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 그래서 하다가 30분까지먼 하고 셍프로 넘어가뇨!!해서
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㄴㅋㅋㅋㅋㅋ
P1 	: ㅠ
P1 	: 슬프노
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아나 돈가스
P1 	: 생각보다 빨리 끝남
P0 	: 먹고싶어,,,
P0 	: 먹어본지 존나 오래됐노
P1 	: ㅅㅂ ㅋㅋㅋㅋㅋ
P1 	: 고치돈 먹고싶음
P1 	: 나 그
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 와 고치돈
P0 	: 존나맛잇겟다
P1 	: 몇겹 쌓인 돈가스 말고
P1 	: 그런 던가스
P1 	: 먹도깇음
P1 	: 당근낙지 돈까스
P1 	: 같은더
P0 	: 나도 옛날돈가스가
P0 	: 제일좋음
P0 	: ~~카츠? 별로.
P1 	: 맞아 밀푀유였나?
P1 	: 먹고싶노,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아
P1 	: 그건
P1 	: 샤브샤브
P0 	: 역 ㅣ맛잇는데 있긴{censored}ㅜ
P1 	: 인가
P0 	: ㅇㅇㅇㅇ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 밀푀유나베???
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 왜 그게생각났노
P0 	: 밀푀유 한국음식이지~!~~샤브샤브지 뭐야~!~!~
P0 	: k푸드 아니노~!~!
P1 	: ㅅㅂ 밀피유네
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 이름 줜나 비슷하네
P1 	: 야 이거 셀프카투
P1 	: 엄마가 알아챌까?
P1 	: 내입으로 먼저 말하는게 낫겠노,,,
P0 	: 말을 안햇ㄸ남라야,,?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 걍 가서 
P1 	: 배우능줄만 앎
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 대듬 밀어보라노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너 가족들이랑
P0 	: 밥먹냐
P1 	: 당연한거 아니냐너
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 여기 오먄 밥만 먹는데
P0 	: 아왜 당연하다생각해
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅠ
P1 	: 근데 은근히 안보여서
P1 	: 핸드폰할때나 보이고
P0 	: 그럼
P0 	: 입다물라노
P0 	: 너무 많아서
P0 	: 모르실수도
P1 	: ㅅㅂ ㅋㅋㅋㅋㅋㅋ
P1 	: 모르는데가 더 먾음
P1 	: 엄마 팔안이랑 귀뒤 발목 호벅다리밖에
P1 	: 모름
P0 	: 나도몰라
P0 	: 걍 많다
P0 	: 이것밖에...
P0 	: 넘 많아서 기억안낟다노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㄴㄴ
P1 	: 너 언제할거냐,,,
P1 	: 나도 또하고싶다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 일단
P0 	: 돈이 들어오면,,?
P0 	: &name7& 담주에
P0 	: 결혼이라
P0 	: 50생기는데
P0 	: 10해얄지 20해얄지 모르겠노,,,
P0 	: 10하면 선물 작은거라도 하긴할텐데
P0 	: 어렵노 싀앙,,,
P1 	: 그친구가 결혼인데 왜 너가 던이 생기노,,?
P1 	: 누구 더
P1 	: 결혼해야하는거 아니냐노
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 친구가 결혼해서 생기는게 아니고
P0 	: 나라에서준다~!~!~!~
P0 	: 원래 10생각하고잇어서
P0 	: 남은돈 넉넉하겠다했는데
P0 	: 친하면 다들 20씩 한다더래서
P0 	: 나 타투간다면
P0 	: 너도 바로 갈거냐?!
P1 	: 언제가는지보고,,
P1 	: ㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 12월 초 중순??
P1 	: 오호,,, 그때면 나도,,
P0 	: 돈이 11월말
P0 	: 안으로 들어온댓어
P1 	: 20은 해야하지않을까,,,,, 뷔페가
P1 	: 5만원이미,,,
P0 	: 나
P1 	: 드거생각하면,,
P0 	: 밥 안먹고올거임
P0 	: ㅋㅋㅋㅋㅋㅋ
P0 	: 근데 20 해야될것같애
P0 	: 내가 밥 안먹는다니깐
P1 	: 드럼 아직 취준인거 아니까
P1 	: 10이여도 괜찮을듯
P0 	: &name7&이가 결혼끝나고 만나서 밥사준댔어ㅠ
P1 	: 넘 뮤리는 하지
P1 	: 마셈
P1 	: 그럼
P0 	: 줜내 고민이노,,,
P1 	: 20해아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 20간다.
P0 	: 결혼식 혼자가는거
P0 	: 첨이노,,싀앙,,,
P0 	: 글면
P0 	: 12월 토요일
P0 	: 고.
P0 	: 거기 옝갸하려면
P0 	: 예약금 걸고 마저 돈내냐
P0 	: 아니면 한번에 내냐
P0 	: 존나
P0 	: 컵라면에
P0 	: 계란넣었는데
P1 	: 예약금 5만원
P0 	: 다 녹아버려서
P1 	: ㅎ..
P0 	: 살만 찌겟노 맛은 안나고
P0 	: ㅅㅂ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 씹을게 없어,,ㄹㅇ 싹 녹음
P1 	: 잘찍힌게 하나없노
P1 	: {share:photo}
P1 	: 먹고 또 튐
P1 	: ;;
P0 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 이거
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:video}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ개웃기네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 우리 고기먹어서 냄새 나가지고
P1 	: 저렇게만 먹고 찬밥신세됨
P0 	: 저게
P0 	: 뭐야
P0 	: 죽이 왜저래
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아 고기먹냐???
P0 	: 양파 장아찌 아까
P0 	: 가져다줄걸
P0 	: 엊그제 만들었는데
P0 	: 존나 맛있게 잘 됐는데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P1 	: 또
P1 	: 먹튀
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 한덩이 통으로젓노
P0 	: 반지
P0 	: 껴도 ㄱㅊ하냐
P1 	: {share:photo}
P1 	: 안닿음...
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ헉 왜케 진해졌노
P0 	: 핸드포크는
P0 	: 안 반짝거리게 관리해도됨?!
P1 	: 아니,,,
P1 	: 바세린 없다노,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뮤ㅓ 발라야되는ㄷ0,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: {emoji}
P0 	: zzzzzzzzz
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 비판텐아니노
P0 	: 아니면 로션 발라도 ㄷ되는건가,,?
P0 	: ㅅㅂ 타투관리
P0 	: 제일어려워 다 말달ㄹ라서
P1 	: 비판텐 바세린
P1 	: 아니면 타투 전용 케어 뭐시기
P1 	: 발라야된대 ㅋㅋㅋㅋㅋㅋ
P1 	: {share:photo}
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 미친 줜나귀여워
P0 	: 오늘 
P0 	: ㄹㅇ 하나도 정신없어서
P0 	: &name4& 제대로 못봐서 슬프다노ㅠ
P0 	: &name4&는 울고 티비에선 주인공들 난리났고
P0 	: &name3& 신나서 소리지르고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: &name6&밥
P0 	: 담주 초에 올듯
P0 	: 아까 배송시작했더라
P0 	: 나근데 요즘에
P0 	: 팔굽혀펴기 줜나  했더니 팔힘 세졋나봐
P0 	: &name3& ㄹㅇ솜털이던데
P0 	: 너무 번쩍 들려서 놀랐음
P0 	: 남자애기들은 아무리 작아도 무거운데
P0 	: 걍 &name3&가 가벼운건가
P1 	: ㅁㅊ ㅋㅋㅋㅋㅋ팔굽혀펴기를 {censored} ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㄴㄴ 또래애들보다도 
P0 	: 야진짜
P1 	: 몸무게
P0 	: 팔살 줜내 빠졌어
P1 	: 적게나감
P0 	: 보기엔 모르겠는데 쥐면
P0 	: 좀 가늘어짐
P0 	: 신기함
P1 	: 부럽다노,,,
P1 	: 난 늘어가고있는데,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 넌 쪄도 불룩하진 않잖노ㅠ
P0 	: 나 이런식으로 찌는거
P0 	: 평생이 스트레스였는데
P0 	: 얼마전에 알아챔
P0 	: 어깨가 없어 내가
P0 	: 어깨 때문에 더 그런거였어 ㅅㅂ
P0 	: 왜 우리집에서 나만 녹았냐고 싀앙
P1 	: 그럼
P1 	: 차라리 어깨운동을 하는건 어떻냐노,,,?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근육 줜내 키워야는거아니노ㅠ 어깨근육 키우기
P0 	: 개힘들다던데
P0 	: 뼈대로 건장해지고싶다
P1 	: 하긴 어깨는
P1 	: 그 맨손운동으로는 안된다고는 하더라,,,,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 존나 그니깐
P0 	: 맨날 홈트영상보면
P0 	: 이거한다고 어깨 안넓어져요 걱정하지 마세요 맨손운동은 안넓어집니다!
P0 	: 이러는데
P0 	: 저는 넓어지고싶은데요ㅠ
P0 	: 코로나 나아지면
P0 	: 웨이트할거임,,,
P0 	: 근육 존나 많아지고싶어요
P1 	: 야 그래도 너
P1 	: 너는 근육 잘 붙을 것 같음
P1 	: 난 ㄹㅇ 안된댔어
P1 	: 다시태어나야된다고,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅅㅂ 넘{censored}
P0 	: 솔직{censored} 헬트ㅠ
P0 	: 보조제 줜나 먹어도
P0 	: 안될가ㅡ,,?
P1 	: ㅎ,, 그냥 근육이 안붙는 몸이랬음,,
P1 	: 난 그정도로 없는줄은 몰랐는데 진짜 움직이는데 필요한 근육말곤 없단말 듣고 충격받았음
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그정도냐고요ㅠ
P0 	: 나무늘보냐ㅠ
P1 	: ㅠ..\
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: &name3&가
P1 	: 아까 이모 친구 놀러왔었어~
P1 	: &name2&이~
P1 	: 일머 ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내 이름 ㄷ ㅜ개였노ㅠ
P0 	: 담주에도
P1 	: 쟤맨날 ㅋㅋㅋ
P1 	: 뭐 까먹을때
P0 	: 혹시 오니,,?
P1 	: ㄴㄴ 다담주에
P1 	: 옴
P0 	: 샹,,,
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 뭐까먹으면
P1 	: 이거 뭐게~ 이러면서
P1 	: 퀴즈내면서
P1 	: 알아냄
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 떡똑{censored};
P0 	: 아줜나
P0 	: &name3& 말 잘하고 잘 노는거
P0 	: 실물로 보니깐
P0 	: 눈물나노 ㅠ 매주 봐야쓰겄는디
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 진짜 말하는거 너무 신기하지않냐
P1 	: 막 문장 구사하는거보면
P1 	: 신기해,,
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 레알임
P0 	: 줜ㄴ
P0 	: {censored}
P0 	: 말하는거랑
P0 	: 손짓이랑
P0 	: 표정이랑
P0 	: 걍 도랏음
P0 	: 사람인가?
P0 	: 차암내
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㄹㅇ 울려고 시동거는거
P1 	: 넘 웃김
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅠ
P0 	: 카메라로 찍었어야했다노
P0 	: ㅠ
P0 	: 와중에
P0 	: 말 줜내 잘 들어줘ㅠ
P0 	: 에인절임 완전
P1 	: ㅋㅋㅋㅋㅋㅋㅋ 사과도 개잘함,,,
