# FILE DATA
ID : MDRW2100047035
category :  온라인 대화 > 2인 대화

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210805
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 사무 종사자
sex : 여성
birthplace : 부산
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

# SETTING
relation  :  기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  주 3회 이상

P0 	: 일어나쓰?
P1 	: 그런 느낌의 스타트업일까봐 걱정했는데
P1 	: 다행히 아니었어
P1 	: ㅎㅎㅎㅎㅎㅎ
P0 	: 아니  안봤어
P0 	: 오 유툽부자네
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ많이 아는구만
P1 	: ㅋㅋㅋㅋㅋㅋ좋좋소 재밌어
P1 	: 좋좋소도 봐
P1 	: 완결났어
P0 	: 이름이 각이 보이넼ㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개그여? 
P0 	: 아니면 일반인? 
P1 	: 드라마!
P1 	: 웹드같은?
P1 	: 잼썽 함 봐바
P0 	: 오케이ㅋㅋㅋㅋ
P0 	: 으어 뭐지 시간 넘 많이 된거 
P0 	: 너도 슬슬 짐챙겨랔ㅋㅋ
P1 	: ㅎㅎㅎㅎㅎㅎㅎ
P1 	: 슬슬 챙겨야지
P0 	: 고고
P0 	: 딱 칼퇴각 보여?
P0 	: ㅋㅋ
P1 	: 업무 넘기고~~~
P1 	: 당연하지
P0 	: 후후
P1 	: 나 회사에서 칼퇴 그자체야
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 칼퇴 그 자체 
P1 	: 진짜 칼퇴의 아이콘
P1 	: =나
P0 	: 엄청
P0 	: 바람직하다ㅋㅋ
P1 	: 벌써 지하철역이야
P1 	: ㅎㅎㅎㅎㅎㅎㅎㅎㅎ
P1 	: 퇴근조하
P0 	: 오호ㅋㅋㅋ
P0 	: 우리 직원중에
P0 	: 딱 지하철 시간까지 완벽히 계산해서
P0 	: 1초의 오차도 없이 퇴근하는 오빠 하나 잇엇는데ㅋㅋㅋㅋㅋ
P0 	: 진짜 빵터짐
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P1 	: 퇴근이 이렇게 중요합니다
P0 	: 내가그때
P0 	: 한창 야근할때거든
P0 	: 거의 11시 1시 막 
P0 	: 이럴 땐데ㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도 초단위로 바로 뛰쳐나가고싶긴 한데
P0 	: 어느날 둘이 같이 나가니까 
P1 	: 웅
P0 	: 한 6시 4분쯤ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 사람들이 야 너네 뭐야 너 왜케 늦게 퇴근해
P0 	: 아니 넌 왜이렇게 빨리가
P1 	: 오
P1 	: ㅋㄱㅋㄱㅋㅋㄱㅋㄱㅋㄱㄱㅋㅋ
P0 	: 이러는거야ㅋㅋㅋㅋㅋ
P0 	: 아니 같은시간인뎈ㅋㅋㅋㅋㅋㅋ
P1 	: 완전 상반된 반응이네
P0 	: 그때 분노해서 야근 집어던짐
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㄱㅋㅋ
P0 	: 그래서 둘이 나가다가 빵터져서
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ친한사람이랔ㅋㅋㅋ
P0 	: 구박들음
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋ개웃됴
P0 	: 니가 이래서 안된다며
P1 	: 그럴수도있지 왜그래야!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 내가 일을 안하면 안될줄 알았드니
P0 	: 회사가 잘 돌아가자나..? 
P1 	: 마져
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나 없어도 회사는 잘 굴로간다
P1 	: 갑자기 퇴사마렵네
P0 	: ㅋㅋㅋㅋㅋㅋㅋ안돼
P0 	: 통장이 슬퍼해
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ불쌍한 내 통장....
P0 	: ㅋㅋㅋㅋ
P0 	: 배불러지게 만들어주자
P1 	: 이번주에 꼭 로또 사야지
P0 	: ㅋㅋㅋㅋㅋㅋㅋ아 오늘 지났네ㅋㅋㅋ
P0 	: 연금복권 샀어야는데
P1 	: 삉
P1 	: 연금은 이미 늦었어...
P0 	: 왭!?
P1 	: 로또랑 스피또 사
P0 	: 500만원씩 똬악
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 난 한번에 왕창 받고싶어
P0 	: 스피또도로또종륜가
P1 	: 웅 즉석!
P0 	: 난 연금식으로 받고파...
P1 	: ㅋㅋㅋㅋㅋㅋ그럼 억울행
P0 	: 내 노후를 책임져 쥬겠지?
P0 	: 라고 하기엔ㅋㅋ
P1 	: ㅋㅋㄱㅋㅋㅅㅋㄱㅋㅋㄱㅋ그래봤자
P0 	: 20년 뿌니네
P1 	: 20년아냐?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 넘 짧아
P0 	: 마자ㅋㅋㅋㅋㅋ
P0 	: 부족해
P1 	: 노후라기엔 너무 젊은데?
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 그건 그런뎈ㅋㅋ
P0 	: 근데 연급도
P0 	: 연금볶권도 함방에 수령될걸
P1 	: 웅 근데
P1 	: 많이 떼고 준댕
P1 	: ㅜ
P1 	: 억울하니까 연금 되면 걍 달에 한번씩 받는걸로 만족하고
P1 	: 로또를 1등 하자
P1 	: 스피또도 1등 해주고
P1 	: 간단하지
P0 	: ㅋㅋㅋㅋㅋㅋ금방이겠구만ㅋㅋㅋ
P1 	: 그치그치
P1 	: 이번주에 잊지 말고 로또 사~~
P0 	: 막 생일선물이나 결혼식 답례품도
P0 	: 로또 넣어주고 그러든데
P1 	: 오 마져
P1 	: 그런거 신박하더라
P1 	: 난 듣기만 했는데
P1 	: 재밌어보였어
P0 	: 난 저기서 1등나오면
P0 	: 배오파서 못사주겠는데?
P0 	: 싶든데
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P1 	: 와
P1 	: 그것두그렇네
P1 	: 나 남 잘되는거 잘 못봐
P0 	: 어우
P0 	: 벌써 배가 근질거리자나
P1 	: ㅋㄱㄱㄱㅋㄱㅋㄱㅋㄱㅋ1등~~~~
P1 	: 저녁 뭐먹을지 정했어?
P0 	: 파스타 찾다가
P0 	: 룸 찾기 실패하고
P0 	: 스시
P0 	: 원래 햄버거 같은거 차에서 묵는데
P0 	: 오늘은 식당이닷
P1 	: 왕 스시
P1 	: 나 연어초밥 짱조아해
P0 	: ㅋㅋㅋㅋ참치로 변경!!
P0 	: 배터져배터져
P0 	: 몰랐는데 무한리필이넼ㅋㅋㅋㅋㅋㅋ
P0 	: 다욧따위 버려버리즈아
P1 	: 옾
P1 	: 참치무한리필도 있어?
P1 	: 짱이다
P0 	: 근데 함번밖에 더 안먹긴 했어
P0 	: 배부름ㅋㅋㅋㅋ
P0 	: 딴데도 참치무한리필은 많을걸!!
P1 	: 참치 무한리필이라는게 있을거라고 생각도 못했오
P1 	: 찾아보고 가봐야겠다
P1 	: ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋ
P0 	: {share:photo}
P0 	: 야간어택
P0 	: 영등포였는데 한번 기모아서 갈만하다
P1 	: 헥
P1 	: 짱맛있겠다
P1 	: 아니 우리 거의 비슷한동네 사나보다;
P1 	: 영등포면 완전 갈만한거린데?
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: {system:map}
P0 	: 여기였어 오늘은ㅋㅋㅋㅋ
P0 	: 식당은 가고픈데 룸있는데는 없고 배는 고프고 한데 룸 영등포 식당 세단어 치니까 나오더라고ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 오ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 좋다좋다
P1 	: 영시근처넹 시간될때 가봐야게따
P0 	: ㅋㅋㅋ갈때 룸해달라고해ㅋㅋㅋ
P0 	: 저녁때 스시나 회코스는 그냥 다 룸주더라 방만 있으면ㅋㅋㅋ후후
P1 	: ㅋㅋㅋㅋㅋ남자칭구랑 놀러갈때 가봐야겠어
P1 	: 땡쿠
P0 	: 굳
P0 	: 나중에 데이트하면서 갈만한데 잇으면 추천 좀ㅋㅋㅋㅋㅋ
P0 	: 요새는 뭐 갈데가 영 없어..
P1 	: 인정....진짜 갈곳없어ㅠ
P1 	: 걍 주변에 대실하거나
P1 	: 먹을거랑 마실거 후딱 사서
P1 	: 얌전히 대실해서 노는거밖엔
P1 	: 거의 없어...
P1 	: 전시같은거 좋아하면
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 다들 노답ㅋㅋㅋㅋ
P1 	: {share:url}
P0 	: 오늘은 그나마 저녁은 선선하더라고
P1 	: 요거 가!
P0 	: 한강 실컫걷다왔더잉
P0 	: 블루룸
P0 	: 오 너 갔다와봤어? ㅋㅋ
P1 	: 웅웅 다녀왔서
P0 	: 난ㅋㅋㅋ관심이 있는데 말이지ㅋㅋㅋㅋㅋ
P1 	: 생각보다 시간 뚝딱이더라
P0 	: 같이 가실분이 영~ 왜 전시회를 가는디
P1 	: 아~
P0 	: 이해를 못하시는 분이라
P0 	: 떼잉
P1 	: 눈치가 없으시네
P0 	: ㅋㅋㅋㅋㅋ그러게 말이야
P0 	: ㅉㅉ
P1 	: 가서 사진도 좀 찍어주시고~
P1 	: 자랑할만한거 인생사진 건져주셔야지~
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ인스타나 이런거도 많이해?
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄱ웅
P1 	: 인스타 하지
P1 	: 구경올래?
P0 	: 사진은 사실 부끄러...
P0 	: 옼ㅋㅋㅋㅋㅋ오픈이야?
P1 	: 나도 사진 북흐뎌,,,,,
P1 	: 옹 난 상관없오
P0 	: 이건 개인정보니까 다른데다 ㄱㄱ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 몰래 와서 구경만 하고 도망가도 돼
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㅋ
P0 	: 난 인스타에 아무것도 없거덩ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 구경하려고 해도 할수 없지
P0 	: ㅋㅋㅋㅋㅋ낄낄
P1 	: ㅋㅋㅋㄱㅋㄱㅋㄱ나도 볼건 없구
P1 	: 걍....기록용..?
P0 	: 크
P1 	: 인스타에 잼는게 많아
P1 	: 카페같은거 뜨면 다 저장해둔다ㅋㅋㅋ
P0 	: 오ㅋㅋㅋㅋ
P0 	: 아기자기해ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 사진 잘찍는데!?
P1 	: 거마워!!!!!!!!!
P1 	: 인스타갬성 찾으려고 노력중이야
P0 	: 크
P1 	: 딴사람들 보면
P0 	: 나는 아지맨가ㅋㅋㅋㅋ
P1 	: 갬성사진 너무 잘찍어
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱ아왱
P0 	: 아지규인스타 두번너르면 하트 눌려서 허둥지둥 한다고
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 어억어어어ㅓㄱ!!!
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 나도모르게 하트누를때
P1 	: 당황스러워
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 내적 외침
P0 	: 아아악!!!!!!
P1 	: ㅋㄱㅋㅋㄱㅋㄱ마져
P0 	: 뭐 아이디 만든게 어디야
P0 	: 난 거기에 만족한다
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 구경만 잘 하면 되는거지머
P0 	: 종종 놀러가서 눈팅항곳이 생겼네 :)
P0 	: 싱난다아ㅏㅏ
P0 	: 맛탐영이라고알아?
P1 	: 아닝!
P1 	: 그건 모야!
P0 	: 인스타에 문래동맛집?
P0 	: 이런거 올리시던데
P1 	: 오;
P0 	: {share:url}
P0 	: 근처인거 같으니ㅋㅋㅋ공유
P0 	: 괜찮은데 많아 올라오는거 같아
P0 	: 난 문래동 창작촌도 곧잘 가고든ㅋㅋㅋ
P1 	: 짱;
P1 	: 나 요즘 새로운 동네 찾고있는데
P1 	: 문래쪽는 아직 못가봤거등
P1 	: 여기서 찾아가보면 되겠다
P0 	: 오 고고
P1 	: 나이스
P1 	: 빵 좋아해?
P0 	: {share:info}
P0 	: 여기 카펜데 매우추천
P0 	: 코시국에 카페가 괜찮다면 :)
P1 	: 헐 모랴 디게 이쁘게 생겼네
P0 	: 사진찍기 딱이야
P0 	: 문래동은 루프탑도 많아서 날좋을때 가기 좋아
P0 	: 빵순이는 아닌데 자주먹어ㅋㅋㅋㅋ
P1 	: 꿀팁 살앙해
P1 	: {share:url}
P1 	: 지ㅣㅣㅣㄴ짜 맛있어보이는 빵들 많아;
P0 	: 오오
P0 	: 야 미안..
P0 	: 이시간에 먹을걸 보내는건 이런 고통이구나....
P0 	: ㅋㅋㅋㅋㅋㅋ나한테 같은 고통을 느끼게 해주려고 보낸 링크인거지...?
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니 머 그런건 아닌데
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ웃기넼ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 받자마자 황홀 > 위장요동침 > 반성
P0 	: 읰ㅋㅋㅋㅋㅋㅋ순서로ㅋㅋㅋㅋ
P1 	: 나도 사과할게,,,,,,
P1 	: ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 빠른 의식의 흐름ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 와
P0 	: 저녁을 그렇게 먹었는데
P0 	: 뉘장이 반응이 되는구나
P1 	: 당연하지
P0 	: 저 중에 많이 먹어봤어? 픽 있니 픽ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 지금 시간이 몇신데
P1 	: 위장 열심히 일 할 시간이지
P1 	: 강남이긴 한데
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무 직전까지 먹다왔는걸..
P0 	: 빵? 어어
P1 	: {share:info}
P1 	: 여기거둥?
P1 	: 마싯서
P1 	: {share:photo}
P1 	: 넘 맛있어보이지않아?
P0 	: 오우
P0 	: 유우우
P1 	: ㅋㄲㅋㅋㄱㅋㄱㅋㄱㅋㅋ
P1 	: 배고파진다
P0 	: 복숭아요거트크림??
P0 	: 안느끼해? ㅋㅋㅋㅋ우어ㅓㅓㅓ
P0 	: 우어ㅓㅓㅓㅓ
P1 	: 웅웅 복숭아 좋아해??????
P0 	: 요거트도 복숭아도 좋아해ㅋㅋㅋㅋㅋ
P1 	: 딱이네
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 마카롱은 조아해?
P0 	: 아 구 이름
P0 	: 이름까먹었다
P0 	: 음
P1 	: 단거 환장해
P0 	: 쿠키시스터즈?
P0 	: 쿠키시스터즈!!!
P0 	: 가봤나
P1 	: 오
P1 	: 아니!
P0 	: 인생 마카롱이야
P0 	: 원래 신사가로수만 있는데
P0 	: 목동현백에도 생겼거든?
P1 	: 오
P0 	: 집으로 배송도되는데!!!!!!!!!!!!!!!!!!
P1 	: 좋아
P1 	: 오!!!!!
P0 	: 아니 진심 고급져
P1 	: 좋아!!!!!!!!
P0 	: 선물로도 딱이고ㅋㅋㅋㅋ
P0 	: 아니 먹어도 안질리고
P1 	: 나 진짜 단거 없어서 못먹어
P1 	: 최거야
P0 	: 분명 단데 우아한 단맛?
P0 	: 뭐라해냐되니
P1 	: ㅋㅋㅋㅋㅋㅋ기대된다
P0 	: 진짜 인생마카롱!!!
P0 	: 꼭먹엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅇㅋㅇㅋ쿠키시스터즈는 꼭 먹을게
P0 	: {share:info}
P0 	: 막 이로케ㅋㅋㅋ
P0 	: 귀여운 애들도 있다구ㅋㅋㅋㅋ
P1 	: {share:info}
P1 	: 앟ㅋㅋㅋㅋㅋ귀엽다
P1 	: 조만간 시켜서 먹어볼게!!!!!
P1 	: 이거 두껍고 찐득한 단맛 쿠킨데
P1 	: 내가 좋아하는 쿠키야
P0 	: 오여기비주얼크레이지네
P0 	: 종로야?
P1 	: 두꺼운 서브웨이쿠키같은 늑김
P1 	: 웅웅
P1 	: 종료
P0 	: 너 활동반경이 무쟈게 넓구나
P1 	: 종로
P0 	: 종료
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 끝-
P0 	: 잘시간인건가
P1 	: 아니이
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ깔깔
P1 	: 종료말고%~~~~
P0 	: 종료 컴플리션
P1 	: 남자친구 회사가 &address& 근처라
P0 	: 고만할게ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ
P0 	: 오
P0 	: 그럼 근처 많이가게 되지ㅋㅋㅋ
P1 	: 마자마자
P0 	: 거기 식당도 많이 갔겠네?
P0 	: 남친회사 &address&야 난ㅋㅋㅋㅋ
P1 	: 아 그래서 &address&쪽 빠삭하구나?
P1 	: ㅋㅋㄱㅋㅋㄱㅋㄱㅋㅋ
P1 	: &address&근처 식당은 생각보다 많이 안갔어
P1 	: 주로 카페 많이가
P1 	: 핫한 카페들
P0 	: 그롬 ㅋㅋㅋ
P0 	: 오 밥은 왜 잘 안먹어 둘다 다욧해!?
P1 	: ㅋㅋㅋㅋ아닝!!!!!그런건 아니구
P1 	: 걍 체인점같은곳에서
P1 	: 대충 먹구 카페가
P0 	: 사진찍는걸 좋아해서 좀 다른가부다ㅋㅋㅋ
P1 	: 웅웅 갬성찾으러 다녀야지~~
P0 	: 우리는 식사에 영혼을 갈아넣어
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ오ㅋㅋㅋㅋ
P0 	: & 배가 남으면 카페도 가볼까? 
P0 	: 인데 맨날 안남아서 패스ㅋㅋㅋ
P0 	: 물 or 편의점 커피 하나로ㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ우린 카페도 꼭 가야해
P1 	: 아
P1 	: 평양냉면 좋아해?
P1 	: 을지면옥 맛있어
P0 	: 움 아니! 난 간된 냉면 좋아햌ㅋㅋ
P1 	: 앗 아쉽
P0 	: {share:photo}
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 종로
P0 	: 나의 픽
P1 	: 이야
P0 	: 가고싶지만 아직 못가본ㅋㅋㅋㅋㅋ
P1 	: 지도 화려하다
P0 	: 문제는 
P0 	: 다 먹을거라는거지
P0 	: 평생 다이어터의 지도야
P1 	: ㅋㅋㄱㅋㅋㄱㅋㄱㅋㄱ
P1 	: 원래 그런거야..!
P0 	: 평냉 어디 추천인데?
P0 	: 알아는 놔야지 또 
P1 	: {share:info}
P1 	: 오 사진 무섭게 나왔네
P1 	: 근데 여기 유명해
P0 	: 오 들어본 너낌인데
P1 	: 그치 언젠가 들어보긴 했을꺼야
P0 	: 수요미식회구나
P0 	: 만두도 같이 팔게찌
P0 	: 오 편육판다! 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ좋아쒀 가볼만 하네! 
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P1 	: 진짜 슴슴한맛
P1 	: 평양냉면 맛
P0 	: 슴슴 안대여 사장님 
P0 	: 시큼새콤달콤
P0 	: ㅋㅋㅋㅋㅋㅋㅋ해야져~ 
P1 	: 그롬 안좋아할수도 있어
P1 	: ㅋㄱㄱㅋㅋㄱㅋㄱㅋㄱ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 너 근데 출근이 몇시라고? 
P0 	: 매우 야행성이다? 
P1 	: 나 연차고?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아
P0 	: 날이구나
P1 	: 금월 쉬고~
P0 	: 맞네 ㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅎㅎㅎㅎㅎㅎㅎ
P0 	: 그래서 드라마 끝내써? 
P1 	: 마무리 했지
P0 	: 나 놀다오다가 뇌가 살짝 리셋 상태였어
P0 	: 오호
P0 	: 나도 내일은 어린이날이라ㅋㅋㅋㅋ
P0 	: 일은 슬슬 하면 되니까~ 오예
P1 	: 낼 어린이날이ㅑ??
P0 	: 엉
P0 	: 담주 우리도 전체 휴간데ㅋㅋㅋ
P1 	: 헥
P0 	: 매니저가 어제부터 연차셔서
P0 	: 룰루리랄라~ 
P0 	: 신나는 근무
P1 	: 짱이다
P0 	: 그러고는 휴가 갔다와서 죽어나는거지
P1 	: ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋ
P0 	: 이미 이번주 많이 놀았거든
P0 	: 망해써
P1 	: 미루다 큰일난다고ㅠ
P0 	: 근무일에 놀고 이제 다음 주 휴가 동안 일하는거지..
P0 	: 공부하고..
P1 	: ㅋㅋㄱㅋㄱㅋㅋㅋㅋㄱㅋㄱㅋ
P0 	: 할 수 잇다 반납하자 휴가휴가
P1 	: 앙대,,,,,
P1 	: 근무일에 놀고
P1 	: 휴가엔 더 신나게 놀아야지!!!!
P1 	: 월급루팡해야지!!!!!!!!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 루팡 사실 몇개월째...
P1 	: 헤헤
P0 	: 아빠가 아침마다 나 짤렸냐고 물어봐
P1 	: 아
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋ왜 안일어나냐고ㅋㅋㅋㅋ
P1 	: 그정도얔ㅋㅋㅋㅋㅋ??
P0 	: 사진찍어서 회사에 제보한다면서
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아니 일단 아빠때는
P0 	: 오래 앉아있으면 인정받는 때였으니까 
P0 	: 10시 출근하고 이런거 자체가 이해가 안되시나봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ그럴수도 있겠다
P0 	: 나는 "그게 꼰대지이~ 안대여 요새는!!"
P0 	: 맨날 이러면서 탱자탱자
P1 	: 놀면서 돈벌기~~
P1 	: 뭔들 돈만 벌면 된거여
P0 	: 탱자나무를 키워보세에~ 
P0 	: 마자 나도 그렇게 생각해
P0 	: 그러다가 자기개발도 하고 
P1 	: 모든건 의도하면 잘 안돼
P1 	: 자연스럽게 흘러가다보면
P0 	: 회사에 올인할 필요 뭐있노! 회사가 내꺼도 아니고
P1 	: 뭔가 된다구
P0 	: 오호 오늘의 명언이다 
P0 	: 크
P1 	: 마자!!!!!
P0 	: 좋아좋은 자세야
P0 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 어차피 언젠간 퇴사할텐데!!!!!
P1 	: 영혼 갈아넣지 마
P0 	: ㅋㅋㅋㅋ마자 기회가 없을 뿐..
P1 	: 해로우ㅜ
P1 	: 해로워
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 기회가 없을뿐...기회야 이리와...
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 아니근데 이렇게 늦게자도 돼?
P1 	: 나야 낼 쉬지만
P1 	: 낼 일해야하자나
P0 	: 10시 출근이야:) 
P0 	: 그래서 괜차나ㅋㅋㅋㅋ
P1 	: ㄱㅋㄱㅋㅋㅋㄱㅋㅋㅋ
P0 	: 요새 야행성 다됐거든..
P1 	: 어우 그거 돌리기 힘든데
P0 	: 10시 출근인데 재택이다? =10시 기상
P1 	: ㅋㄱㅋㅋㄱㅋㄱㅋ마져
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아직 신에게는 시간이 많이 있사옵니다!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ가 되는거지
P0 	: 오늘도 넷플 더 보다 잘꼬니
P1 	: 오늘은 자야해
P0 	: 신나겠다 아직 쉴날 많이 남아서 
P0 	: 왜 낼 밤샘하나!
P1 	: ㅌㅋㄱㅋㄱㅋㄱㅋㅋ아니!!!
P1 	: 그냥 잠이 많아!!!!!
P1 	: 그동안 못잔 잠 다 자야지
P1 	: 희희
P0 	: ㅋㅋㅋㅋ
P0 	: 와 다시 출근하려면 100시간도 더 넘게 남았네
P1 	: 와
P0 	: 개이덕
P1 	: 뭐야진짜
P0 	: 부럽당
P1 	: 그렇게 얘기하니까 너무 행복해
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오늘은 실컷 늦게까지 놀다가
P0 	: 내일은 낮 2시까지 자고
P1 	: 아~좋지~~~
P0 	: (덤으로 아침 건너뛰면 다욧도되고)
P1 	: ㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㄱ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ와 일석 몇조야 
P0 	: 3조 4조 좋다좋아ㅋㅋㅋㅋ
P1 	: 완전
P0 	: 내일은 딩굴일정이 다야? 
P1 	: 힐링해야제
P1 	: 낼 남친만나러
P1 	: 나갈라고
P1 	: 전시 하나 보기로했는데
P0 	: 오 같이 연차쓴겨? 
P1 	: 상황보고 가야지
P1 	: 아닝!
P1 	: 남친 퇴근시간이 매일 달라
P0 	: 아
P0 	: 그럼 근처로 보러가? ㅋㅋㅋㅋ
P1 	: 그래서 낼 일찍 끝나면 가고
P1 	: 웅웅
