# FILE DATA
ID : MMRW2100000236
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210604
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 20대
occupation : 경영/관리직
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 전북
principal_residence : 서울
current_residence : 경기
device : 스마트폰
keyboard : 천지인

id : 4
age : 20대
occupation : 사무 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : PC(데스크탑/노트북)
keyboard : 2벌식(쿼티)

# SETTING
relation  :  학교/학원>동기/동창/동급생
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P1 	: 나지굼
P2 	: 그만큼 배가고푸다는것이도다ㅋㅋ
P1 	: ㅋㅋ앜ㅋㅋㅋㅋ
P1 	: 나도근데샌드위치좀땡긴다
P2 	: 샌듸치 먹으면
P2 	: 4시쯤 배고플듯
P3 	: 정확히 3시반
P2 	: ㅋㅋㅋㄱㅋ
P2 	: 나 회사로 어제 간식시켰는디,,,
P2 	: 나없어서 책상위에 올려두셨나봐
P2 	: 아몬드브리즈24팩에 초코바12개나 시켰는디...
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뭐 그렇게 대용량으로 시킴
P2 	: 창피하다ㅋㄱㄱㅋ
P2 	: 매일 3시반에 먹으려고
P2 	: 시켰지ㅋㅋㅋㅋㄱㅋ
P1 	: 다들
P1 	: 얜모지
P1 	: 햇겟댜
P2 	: 엌ㅋㄱ아직도 책상위에있겠디
P3 	: &name2&아 
P3 	: 오늘 나 윗옷 받으러가려고하는뎅 
P3 	: 몇시쯤 가능햐? 너희 집앞으로 갈궤! 
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 아채많이들어간 샌듸치라
P0 	: 한통먹어도 배불
P0 	: 나머지는 이따 5시쯤먹어야지
P1 	: 나오늘야근하나안하나보구
P0 	: {emoji}
P1 	: 이다저녀겡
P1 	: 보쟝
P3 	: 오키오키 이따 말해쥬! 
P3 	: 어때 맛은?
P0 	: 굉장히건강한맛이얔ㅋㅋ
P2 	: 맛있어보인디
P0 	: ㅇㅇ맛은있엌ㅋㅋ
P0 	: {emoji}
P2 	: 흡,,,
P2 	: 나도,,,
P2 	: 빨리 끝내조요ㅠㅜ
P0 	: 건강검진
P0 	: 3-4시간걸리지않나
P0 	: 좀만힘내룜
P0 	: 병원에서 죽준대??
P2 	: 아뉘
P2 	: 끝나따
P2 	: ㅋㅋㅋ
P3 	: 벼ㅕㅇ원ㅇ에서 주ㅜㄱ안줘?? 
P2 	: 동네병원이라ㅋㅋ
P0 	: ㅇㅎ
P0 	: 야진짜신기한거
P0 	: 울회사 지정 건강검진센트중에
P0 	: 난 공덕에서 받거등
P0 	: 근데 &name8&네도 지정센터가
P0 	: 거기랰ㅋㅋ
P0 	: 건강검진얘기하닥
P0 	: 뭔가 내병원같아서 이름물어보니
P0 	: 같은곳이엇엌ㅋ
P0 	: 거기 호박죽 존맛이엇는데 이젠 코로나때매 팩죽주더라
P3 	: 와/
P3 	: 팩으로줘?
P0 	: ㅇㅇ걍 시제품ㅋㅋㅋㅋ
P0 	: 근데 그런 팩 죽
P0 	: 아침으로 간단히먹기 괜춘한거가태
P3 	: 오히려 그게 더 나을수도
P0 	: ㅇㅇ마자
P2 	: 뽀로로
P2 	: 상상초월로 달다
P2 	: ㅋㅋㅋ
P3 	: 와 근데 애기들이 그렇게 단거를 먹어도 되는건가
P2 	: 내가 나이들어서
P2 	: 더 달게느껴질수도?
P0 	: 글겤ㅋㅋㅋ
P0 	: 애기들음료가 달면 안좋을거같은데
P1 	: 무가당일거ㅏ튼데
P1 	: 아니네
P0 	: 아니면 제로콜라처럼
P0 	: 화학첨가물로 달게만들엇울수도
P2 	: 머가 먼지 모르겟다 성분
P0 	: 나 3일째거의방콕이라
P0 	: 산책좀다녀와야겟어
P0 	: 직립보행하능거 까먹것어
P2 	: 뽀로노 넘 창피해서 엘베못탐
P3 	: ㅋㅋㅋㅋ 왜창피해
P0 	: 글겤ㅋ왜창피하짘ㅋㅋ
P0 	: {share:photo}
P0 	: 이시간에 동네돌아다니는거 너무 이상하닼ㅋ
P2 	: ㅋㅋㄱㄱㅋ
P2 	: 창피해 너네가 들고먹어봐
P2 	: ㅋㅋㄱㄱㅋ
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 들고다닐순있찌만
P3 	: 들고 먹을순 없음
P1 	: 나도재택하고싶댜
P1 	: ㅠㅠㅠㅠㅠㅠ
P1 	: 딱한달만
P3 	: 나도....
P3 	: 그럼 사람 형상이 아니겠지?
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 근데 난 샤워해야잠이잘와서
P0 	: 매일씻긴할듯ㅋㅋㅋ
P0 	: 대신 뻣친머리로 살듯ㅋㅋㅋㅋ
P2 	: 아휴 점심들 묵엇니
P3 	: 알촌 모군
P2 	: 알촌?
P0 	: 알촌이 어디짘ㅋ
P0 	: 알탕파는덴가
P0 	: {share:photo}
P0 	: 나는 4키로 산책하고와ㅛㅓ
P0 	: 땀에쩔어서 샤워하구나왓어
P2 	: 넘 더운디 밖에?
P3 	: 오늘 완전 여름이야
P3 	: 내일은 30도 넘는대
P2 	: 후 큰일이네
P0 	: 개더워진짜ㅠㅜ
P3 	: 내일 더 덥다 
P3 	: &name1& 회사 출근 
P3 	: 화이팅
P1 	: {share:photo}
P1 	: 난쫄묜
P1 	: 뇸뇸
P3 	: 뭐야 점심이야?
P1 	: 웅웅
P1 	: 오늘점심
P1 	: 아까미쳐못보냇어
P1 	: ㅋㅋㅋ
P0 	: 와 맨두도있네
P3 	: 오늘 더워서 쫄면 좋은 선택
P1 	: 쫄쫄면
P1 	: 난쫄면사리가
P1 	: 좋덕랑
P1 	: 닭도리에도
P1 	: 쫄면사리넣으면
P1 	: 쩔어
P3 	: 으 완전 상상도 못한 조합이다
P2 	: 마싯겟느늬?
P1 	: 쫄맛이야
P1 	: ㅋㅋㅋㅋㅋㅋ
P3 	: 쫄맛 ㅋㅋㅋㅋ
P1 	: 졸면은
P1 	: 쫄맛
P1 	: 라임
P1 	: 췍췍
P2 	: 췍췍은 또 뮈옄ㅋㄱㄱㅋ
P3 	: ㅋㅋㅋㅋㅋㅋㅋ
P3 	: 그게 어케 라이미야
P1 	: &name4&야
P1 	: 나오늘
P1 	: 회식해서집에 늦게갈두슈ㅠ
P1 	: 낼만자자
P3 	: 오키오키
P3 	: 알쪙
P3 	: 너 편할때 말해쥬
P3 	: 어짜피 우리 가까우니까
P0 	: ㄷ ㄷ이시국에 회식을해.?
P0 	: 우린 회식 회의 금지령내려옴
P3 	: ㅋㅋㅋ&name2& 회사 알잫아
P3 	: 우리 그날 귀에서 피가 날ㅈ정도로 들었지 않았니
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 기억낫다
P1 	: 기억하지말구
P1 	: 몸에 익햐죠
P1 	: ㅋㅋㅋ
P2 	: ㅋㅋ
P2 	: 회식두 보통 인원 나누지않오?
P3 	: ㅋㅋㅋㅋ 아 하긴 하지만? 
P2 	: 안그러면 식당 못들어갈걸?
P0 	: 그럴걸ㅋㅋㅋ
P0 	: 아 내친구네는 그래서 회의실에 음식시켜놓고
P0 	: 회식햇대
P0 	: 퇴근이다~~
P0 	: 컴터꺼야지
P3 	: 나도 툌! 
P0 	: {emoji}
P0 	: ㅅㄱㄹ
P3 	: 수고링
P3 	: 오늘 저녁 뭐여
P0 	: 나는 연어회
P0 	: 또먹음ㅋㅋㅋ
P3 	: 아 어제 산거 많이 남았지
P0 	: ㅇㅇ트레이더스에서
P0 	: 1.2키로사서
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 나눠서
P1 	: 들어가지
P3 	: 그치
P3 	: 며칠분임?
P0 	: 오늘아마다먹을듯?
P0 	: 가족들다 대식가랔ㅋ
P3 	: 나도 좀 나눠주실?
P0 	: ㅋㅋㅋㅋ와서먹구가
P3 	: 가고싶더....
P0 	: 연어에 소주사이다 섞어마시면
P0 	: 크으
P3 	: 그게 바로 천국?
P0 	: 정답ㅋㅋ
P3 	: ㅋㅋㅋㅋ정답상품은 제가 지금 연어 얻어먹으러 가겠습니다
P0 	: ㅋㅋㅋㅋㅋㅋ오세요
P3 	: 나는 오늘 뭐먹지
P0 	: 더우니까 시원한거추천
P3 	: 카페베네 팥빙수 맛나댕
P2 	: 나도 머먹지
P2 	: 아직 운동중인디
P3 	: 생드위치
P0 	: 나두끼를 샌드위치먹엇더니
P0 	: ㄹㅇ파우ㅏ한식땽긴다
P0 	: 근데 배불러서누워있어
P1 	: 나두배불
P2 	: ㅋㅋㅋㅋ
P2 	: 나는 저녁 생김치 먹엇다
P1 	: 생김치?!
P0 	: 애덜아 초당옥수수
P1 	: 밥이랑??
P0 	: 존맛이라고
P2 	: 옹
P1 	: 옥수수
P0 	: 제발먹어보라
P2 	: 새로담근ㄱㅋ
P1 	: 존맛탱이지
P2 	: 옥수수
P2 	: 어디서사나
P1 	: 생김치 쭉쭉
P1 	: 찢어서
P3 	: 초당 옹수수
P1 	: 먹으면
P3 	: 먹어보고깊아
P1 	: 고구마에
P2 	: 칼국수에
P2 	: 캭
P0 	: 와것절이
P1 	: 얹어 머거듀
P1 	: 맛나
P3 	: 칵
P1 	: 크악
P1 	: ㅋㅋㅋㅋ
P3 	: &name2&이 뭐먹억어
P0 	: 겆절이당ㅁ금ㅍ
P3 	: 회식
P0 	: ?
P1 	: 나눈고기
P2 	: 오
P2 	: 돼지?
P1 	: 냠냠
P2 	: 소?
P1 	: 소
P1 	: ㅋㅋㅋㅋㅋㅋ
P2 	: 크
P1 	: 음매
P3 	: 오?
P0 	: 맛잇겟다
P2 	: 사장님 죠아요
P1 	: 그래두
P1 	: 나는
P1 	: 샌드위치가
P2 	: 사장님 차캐요
P0 	: 술은
P1 	: 오늘 너무 땡겻는데
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 많이마심?
P2 	: ㅋㅋ
P1 	: 아침부터
P2 	: 소랏
P1 	: &name1&가
P2 	: 소랑
P3 	: 많이 마신거같다ㅔ
P2 	: 샌디치가
P1 	: 샌드위치보낸순간
P0 	: 내가보낸사진ㅋㅋㅋㅋ
P1 	: 점심에
P2 	: 비교가되냐구ㅠㅠ
P1 	: 그래서 머글랫는데
P1 	: 과장님이
P0 	: 옹
P1 	: 밖에서 먹자래서
P0 	: 역시 사회생활
P1 	: 샐러드 못먹구
P0 	: 근데 회식날은
P1 	: 저녁에 머거야지
P1 	: 햇눈데
P0 	: 점심가볍게먹는게
P1 	: 마자
P0 	: 낫지안ㄹ냐
P1 	: 근데
P1 	: 이게
P0 	: 나원래그럼ㅋㅋ
P1 	: 정해진게
P1 	: 아녓너
P0 	: ㄷ ㄷ
P0 	: 번개?
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: 낼은
P1 	: 샌드위치
P3 	: 오? ㅔ마쟈
P1 	: 마거야지
P3 	: 그게 꿀
P1 	: 샌드위치
P1 	: 아른아른
P0 	: 샌드위치꼭먹어랔ㅋ
P3 	: 에그드랍
P3 	: 먹
P0 	: 나 애그드랍
P0 	: 한번도안먹어봄
P3 	: 할 근데 넘 비싸ㅏ
P0 	: 마자
P2 	: 난낼모먹지
P2 	: 맨날
P2 	: 그거
P2 	: 생각히ㅏ
P1 	: ㅋㅋㅋㅋ
P1 	: 아몬드
P1 	: 브리즈 머거야하는고어뇨
P0 	: 그건 간식아냐?
P0 	: 아나내일재택대기하다가 출근하라고할때 출근하래
P0 	: 뭐지
P3 	: 아?
P3 	: 좋은거 아님?
P0 	: 풀재택이 좋은데..
P0 	: |내일재택할거같아서
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 반만?
P0 	: 점심뭐먹을지 고민하다가
P0 	: 맥빠짐
P0 	: 언제 부를지도 몰라서 더싫엍ㅋ
P3 	: ㅋㅋㅋㅋㅋ 뭐야 그냥 내일 ㅋ통으로 쉬게 해주지
P0 	: 근까..
P0 	: 재택하면서ㅜ동네맛집 다 배달해볼랫드니
P1 	: ㅋㅋㅋ
P1 	: 야
P1 	: 구내식당
P1 	: 잘나오자나
P1 	: ㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋ글킨하지
P0 	: 내일은 구내무슨메뉴나오나~
P1 	: 갠적으로
P1 	: 육개장원츄
P2 	: 얼큰한국물 먹고싶다
P1 	: 깍두기에ㅔ크아아앙
P2 	: 낼
P2 	: 곰탕 먹어야겠다
P1 	: 난
P1 	: 빨강궁물
P1 	: 음식이가
P1 	: 조앙
P2 	: 매운거?
P3 	: ㅋㅋㅋㅋㅋㅋ 곱창전골
P3 	: &name3& 돕창 먹어?
P2 	: 곱창은 못먹오..
P2 	: 못씹옹
P3 	: 아쉽 ㅠ
P2 	: 이런 내가 원망시러웡
P3 	: ㅋㅋㅋㅋ 원망스러울거 까지야!
P2 	: 조개도 잘못메옹
P0 	: 세상에 먹을것도 많은데
P0 	: 굳이 못먹는음식까제 먹을필요있낰ㅋㅋ
P0 	: 이게 유전자마다 같은음식도 다른맛으로 느낀댘ㅋㅋ
P0 	: 그래서 사람마다 못먹는음식이있눈겈ㅋ
P2 	: 오 그래?
P2 	: 식감이 이상한건 잘 못씹오
P3 	: 마치 우리가 고수를 못먹는거 처럼?
P0 	: ㅇㅇ
P2 	: 고수 마싯오
P2 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 오 &name3& 고수잘먹?
P0 	: 나는 고수가 되게 역하게 느껴짐ㅋㅋㅋ
P3 	: 나돜ㅋㅋㅋㅋ
P3 	: 웩
P0 	: 아 오이못먹는 유전자도 ㅈ있대
P3 	: 화장품맛
P3 	: 오이는 그냥 싫다 ㅎ
P0 	: 마잨ㅋㅋ 샴푸맛ㅋㅋㅋ
P0 	: 난 오이는 잘먹ㅋㅋㅋㅋ
P2 	: 응?오이가?
P3 	: 그 물맛? 아삭한데 물맛이 별로
P0 	: 인체의신비얔ㅋㅋ
P2 	: 오이 완죤죠아
P2 	: ㅋㅋㅋㄱㄱㅋ
P3 	: 근데 오이랑 맛살이랑 마요네즈 섞은건 잘먹
P2 	: 맛살
P2 	: 비린내나서 안먹어
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋ
P3 	: 우리 되게 음식 가리는구나
P2 	: 내가 편식이 심한편이징
P3 	: 오? 몰랏어 다 잘먹는줄
P1 	: 고수는
P1 	: 샐러드로
P1 	: 머거야
P1 	: 쫀맛ㅎ이야
P1 	: 새우랑같이
P1 	: 새럴드~~
P0 	: ㄷ ㄷ
P0 	: 고수고수다
P1 	: 상콤하게
P1 	: 고수고수지?ㅋ
P0 	: 나는 고수 아예안조아해
P1 	: 고수는
P1 	: 안조아하는사람들이더많을듯
P2 	: 고수고숰ㄱㅂㅋ
P0 	: 아나 출근할듯
P0 	: 준비해야겟다
P0 	: {emoji}
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P1 	: 야
P1 	: 장난하냐
P1 	: 난이미
P1 	: 업무시작한지
P1 	: 30분됏어
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 히이이ㅣ잉
P1 	: 짜중나
P2 	: ㅋㅋㅋㄱㅋㄱㅋㅋ
P2 	: 나는 2주만에 생리해
P2 	: {emoji}
P2 	: 운동해서 그런가바...
P1 	: 잉
P1 	: 아니
P1 	: 근데
P1 	: 좀안좋다..
P1 	: 여름에생리
P1 	: 너무시러
P1 	: ㅠㅠ
P2 	: ㅋㅋㄱ나눈
P1 	: 조아
P1 	: ?
P2 	: 면으로 된거 써서
P1 	: 덜땀차?
P2 	: 그렇게 습하지않옹
P2 	: 습해도 금방 뽀송해져
P2 	: 손빨래가 짱나지
P1 	: 근데
P1 	: 이미시작할때부터
P1 	: 맘머근거니까 빨래야머
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P1 	: 근데 &name3&는 예민해서
P1 	: 쓰긴해야겟다
P1 	: 모든 순한게 잘맞나바
P3 	: ㅋㅋㅋㅋ 나는 3일 남음
P3 	: ㅠㅠ
P2 	: 손빨래하다보면
P2 	: 현타와ㅋㅋㄱㅋ
P2 	: 팔자에도 없는 기저귀를 빨고잇네 이럼서ㅋㅋ
P2 	: &name4& 웰컴이야~ 단디준비해ㅋㅋ
P3 	: ㅎr.. 알지? 여름에 더 짜증나는거
P2 	: 개빡치지~
P2 	: 예쁜말 써야된디...
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 여름 + 그날은 어쩔수없다
P2 	: 쟘심은 뭐들먹니
P3 	: 나는 좀 고민중이야
P2 	: 비빔국슈!!
P0 	: 아오배고파
P3 	: 추천 받아용
P0 	: 난지금 라면이 매우 땡긴다...
P0 	: 계란넣은 진라면
P0 	: 로로록
P2 	: 진순?
P0 	: 진순이 취급안해요~~
P3 	: 노른자 반숙해서 면발에다가 싸악 감싸서 먹어야하는거 알지?
P2 	: 진순도
P2 	: 마싯는데요??!!
P0 	: 아 rgrg
P0 	: 응...취향차이~
P0 	: 나는 진매가 라면중에 젤조아
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나는 진매&신라
P0 	: &name4&도 매콤한거조아하는구낰ㅋ
P3 	: 나 엄청 좋아하지! 
P0 	: 저번에 떡볶이잘먹더랔ㅋㅋ
P2 	: 너구리!!
P0 	: 담엔 혼수상태맛먹어봄렴
P0 	: 아 너구리도 맛잇지
P3 	: 너구리 매운맛 맛있어 
P0 	: 아여즘또 짜빠구리에빠짐
P3 	: 나 얼마전부터 짜파에 파김치...ㅠㅠ
P2 	: 아
P2 	: 침나온디
P2 	: 저녁에 짜파 사가야겠다
P3 	: ㅋㅋㅋㅋㅋㅋ 나도 침나와
P1 	: {share:photo}
P1 	: 이거 아시는분
P1 	: 나맨날먹눈대
P1 	: 한입에꼬치다
P1 	: 매운맛
P2 	: 오
P3 	: 몽야 저 입맛돋울거같은 비주얼은
P2 	: 편의점 갈일이 별로없어서ㅋㅋ
P3 	: 근데 왜 오늘 수요일인지 아시는 분?
P2 	: 어제가 화요일이었으니까요~^^
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋ아 너무 지겨워 ㅠㅠ 
P1 	: ㅋㅋㅋㅋㅋ
P1 	: 저거진짜맛너
P3 	: 나중에 먹어봐야징
P1 	: 저게
P1 	: 맛이여러개인데
P1 	: 매운맛을 머거야해
P3 	: 매운맛 메모...
P0 	: {share:photo}
P0 	: 출근안할란다~
P0 	: 아오더워
P0 	: 야 저꼬치뭔지알앜ㅋㅋ
P0 	: 저번에 할머니네 혼자있을때
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ&name1& 오늘 무슨날이야
P0 	: 저거 2+1사서
P0 	: 계속먹음
P0 	: 가지말라는 하늘의뜻
P0 	: {emoji}
P3 	: 가지말자
P0 	: 지금 도착한 동기의 뉴스
P0 	: 꼴랑3명왓대
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 꼴랑이란말이 왜케 우식짘ㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 가자마자 점심먹을라고
P0 	: 다들 늦게오는드ㅛㅋㅋㅋ
P0 	: 아니 걍 점심먹고오라하지
P3 	: 그러니까 
P3 	: 왜 불편하게 ..
P3 	: 그냥 가서 띵가띵가 놀다가 점심머거
P2 	: 육개장~
P3 	: 사발면~
P3 	: 나 오늘 진라면순한맛 먹어
P3 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 라면파티네
P0 	: 나도아침부터 라면땡겻는데
P0 	: 흠 먹을까..
P3 	: 난 어제 저녁도 라면,, 오늘도 라면
P0 	: 자주먹넼ㅋㅋ
P0 	: 난 어제 연어먹어서
P0 	: 지금 탄수화물이 겁나땡곀ㅋ
P3 	: 아 맞다 &name2&아 오늘은 야근할거같닁?
P1 	: 나는
P1 	: 우선은
P1 	: 지금은아닌데
P1 	: 어케변할지몰라ㅠㅠㅠㅠㅠㅠ
P3 	: 아 오킹오킹
P3 	: 되면 말해즁! 
P0 	: 나는 오늘
P0 	: 육쌈비냉에 맨두 나왓어
P3 	: 와
P3 	:  너무 맛나게ㅔㅅ다
P2 	: 나눈 곰탕스
P0 	: 양념이 맛없엇다는게 함정~~
P0 	: 아오 오늘 밥먹고
P0 	: 부르다라는 카페에서
P0 	: 피치아이스티마셧는데
P0 	: 존맛
P3 	: 아 맛나겟다
P3 	: 나도 아아 먹고싶어
P1 	: {share:photo}
P1 	: 나눈냉짬뽕
P3 	: 와,,, 냉짬뽕 진짜 오랜만이나
P3 	: 한동안 냉짬뽕에 빠져가지구
P3 	: 여름만 되면 먹었는데
P1 	: ㅋㅋㅋㅋ
P1 	: 면
P1 	: 쫄깃해
P3 	: 오랜만에 먹어줘야겟다
P0 	: 후냉짬뽕
P0 	: 중국집ㅇ파는
P0 	: 건가
P0 	: 아님 냉짬뽕전문점이잇어?
P2 	: 나도  첨보눈디
P0 	: 신기하넼ㅋ
P0 	: 중국식냉면은 먹어봄
P2 	: 엉 땅콩맛..
P0 	: ㅇㅇ마잨ㅋㅋ
P2 	: 땅콩맛 멈춰!!
P0 	: ㅋㅋㅋㅋㅋㅋㅋ
P0 	: 땅콩알ㄹ러지있댓나?
P2 	: 차라리  고수를  먹겟더
P2 	: 아니  걍  시러해
P3 	: ㅋㅋㅋ 땅콩 멈춰! 
P0 	: ㅇㅎ
P0 	: 난 땅콩버터
P0 	: 사랑하는데
P3 	: 마라도 못먹나 그럼?
P0 	: 아 마라탕중에
P0 	: 땅콩버터맛나는것도 있긴하드라
P2 	: 마라  먹엍
P2 	: 땅콩맛은  못느껴봣눈디???
P0 	: 유명한 마라탕집중에
P0 	: 땅콩버트쓰는곳많음
P0 	: 상암에 유명 마라탕집도 땅콩베이스고
P0 	: 그 여의도에
P0 	: 이르무머지
P0 	: 이름뭐지
