# FILE DATA
ID : MMRW2100000219
category :  온라인 대화 > 다자 대화(4인)

# DOCUMENT DATA
title : 온라인 대화
author : 개인 대화 참여자
publisher : 카카오톡
date : 20210603
topic : 기타/일상

# SPEAKER_INFO
id : 1
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 서울
principal_residence : 서울
current_residence : 서울
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 2
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 인천
principal_residence : 제주
current_residence : 제주
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 3
age : 30대
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 대전
principal_residence : 대전
current_residence : 대전
device : 스마트폰
keyboard : 2벌식(쿼티)

id : 4
age : 40대 이상
occupation : 전문가 및 관련 종사자
sex : 여성
birthplace : 전남
principal_residence : 전남
current_residence : 경기
device : 스마트폰
keyboard : 천지인

# SETTING
relation  :  직장>동기/동료/동업자, 기타>온라인 커뮤니티
intimacy  :  4
contact_frequency  :  (거의) 매일 연락한다.

P0 	: 뭐하세요??
P1 	: 9시 58분에 나오는 느낌...
P2 	: ㅋㅋㅋㅋ 숙취는 덜하겠네요
P3 	: 막 더 퍼마시고. 들이붓고
P1 	: 과연 그럴까요..
P2 	: 술 먹고 많이 자야 깨는데...
P1 	: 10시까지. 이미 만취~{emoji:♡}
P3 	: 빨랑 일상을 찾았음좋겠네요.ㅅ
P2 	: 애 낳기 전에는... 새벽 네시까지 먹다가 시험 감독 가구 그랬네요
P1 	: 그쵸그쵸..
P3 	: 술을 급하게 먹으면 한번에 확 가잖아요.
P2 	: ㅋㅋㅋ 부감독 샘한테 양해 구하고 토하고 오고
P1 	: 학교앞에서 차대놓고 걍 잠..
P1 	: 집에도 안들어가..
P2 	: ㅋㅋㅋㅋㅋㅋ 입덧으로 소문 났을지도
P3 	: ㅎ ㅎㅎ 찐하게 노셨네오.ㅎ
P2 	: 웩웩대서 ㅋㅋ
P3 	: 그러게요. ㅎ
P1 	: 저는 술먹고 토한 적이 없습니다.
P3 	: 너 뭐니? 혹시.. ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋㅋㅋ 헉 술 체질인가봐요
P1 	: 그럼요..{emoji:♡}
P3 	: 아.. 술마시고 싶은데
P1 	: 근데...... 임신 출산 반복으로..
P3 	: 지금 손이없어 참는다.
P1 	: + 수유로....
P2 	: 전 술 먹고 정신보다 몸이 더 맛 가는 느낌... 정신은 괜찮은데 속이 뒤집어져요 ㅠ
P3 	: 내 두 손은 폰에 붙어있음.ㅋ
P1 	: 술먹던 나는 전생같아요?
P2 	: 아 수유.,.,,,, 수유,,,,,, 
P0 	: 저도 토 안해요 딱 한번인가 해봄
P2 	: 젤 부럽네요 ㅜㅜ
P1 	: 이욜.....{emoji:♡}
P1 	: 갑자기 그게 생각이 나요...
P2 	: 술병 나면 ㅋㅋ 다음날 소주 광고만 봐도 토하고 
P0 	: 아니 애 유치원 낼 보내야하는데 유치원가방 차에 그대로 두고
P3 	: 내가 임신모유수유로 5년 정도를 금주했는데
P1 	: 술부심은 우리나라에만 있나요??
	  
P0 	: 당욘 식판도 안씻고
P2 	: ㅋㅋㅋ 물만 먹어도 토하는 스타일이라..
P3 	: 주량이 약해진 거 같기도 하고
P0 	: 지금 가지러 주차장 갑니다
P1 	: 만취했는데 아니야 더마실수 있어~~!!!
P3 	: 토나올 때까지 안마셔서 그러함.
P2 	: ㅋㅋㅋ 그건 술이 술을 먹어서 그런 게 아닐까요 ㅋㅋ
P1 	: 안취했다고!!! 우기는거...ㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ취했다고 못마신다 그러면 가서 토하고 오라고 타일러 화장실 보내던 친구가 떠오름
P2 	: ㅋㅋㅋㅋ 술병이 진짜 세상에서 제일 힘든 병 ㅋㅋ
P3 	: 막 들이 부으면 웩을 안할 수 없음.
P2 	: 어 그거 나인가..
P1 	: 대한 외국인에.. 전세계 공통 부심이라고.. 결론내리더라고요.. 아 그거 우리나라에도 있다고.ㅋㅋㅋ
P2 	: 가서 토하구 와... 다시 시작하자
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: 응 거서 토하고오ㅓ
P3 	: 손가락 넣고 토하고  또마시고
P2 	: &name4&샘 동질감 ㅋㅋ
P1 	: 나다..ㅋㅋㅋㅋ
P3 	: 안주 대신 물 급하게 마시고
P2 	: 물이 최고죠
P1 	: 힘들어??? 화장실 갔가와..
P3 	: 또 토하고..ㅎ
P1 	: 왜.. 물 더줄까?????
P0 	: ㅋㅋㅋㅋㅋ같이마시쟈 &name3&샘
P2 	: ㅋㅋㅋㅋㅋ 세상에 어떻게 이렇게 애주가들만
P1 	: 세상에...
P0 	: 8월에 동탄으로 와용
P2 	: 주변에 술 못 먹는 애들도 많은데
P0 	: 가까워가까웤ㅋㅋㅋㅋㅋ
P3 	: 소주를 마시다보면 어느 순간 소주가 물이요.
P0 	: 요듬 술마실 친구도 없잖아
P3 	: 안주 드는 것도 귀찮아져
P2 	: ㅋㅋㅋㅋㅋㅋ 없쥬업쥬
P0 	: 언젠가부터 혼술만하고
P3 	: 깡소주 나발불고
P1 	: 자 보자.. 우리집서 공항까지 한시간 대기시감 30분. 비행기 1시간 5분. 내려서
P0 	: 동탄동탄 커몬커몾ㅋㅋ
P1 	: 동탄 어찌가요???????
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋ내가 델러갈게
P1 	: 김포까지 갔어..
P0 	: 공항으로 마중갉0
P1 	: 그다음..
P0 	: 오빠 차 뽑았다
P2 	: ㅋㅋㅋ 멋지다 이언니
P0 	: 너 데리러가
P3 	: ㅎㅎ 셔틀있나 찾아볼게요.ㅎ
P1 	: 오! 크 멋지다 이언니..
P0 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P3 	: 김포 근처에서 만나도 됨.
P1 	: 내리는 시간에 연락한다..
P0 	: 그정도쯤이얔ㅋㅋ 동탄은 청주가 더 가깝다고도 하대요
P3 	: 나 외박되는 여자
P1 	: &name4&&name1&쌤 전번이....
P3 	: 010
P1 	: 청주 오케이..
P0 	: ㅋㅋㅋㅋㅋ내번호 내 생일^^
P1 	: 청주까지 비행시간은 50분..
P2 	: 비엠더블유 파랑이 뽑은 거 &name1&샘인가요
P0 	: 기억해주라
P1 	: 15분 단축...
P0 	: 나 돈 없다니까요
P3 	: 아..  청주에서 만나면 되겠네
P2 	: 그건 챱챱 샘인가..
P1 	: &name1&쌤네 차.. 쏘렌토
P3 	: 룸 잡고..ㅎ
P0 	: 있는 척 쓰고 살뿐
P1 	: 하이브리드?
P0 	: &name7&이.리얼 ㄱ소비야왕
P1 	: &name7&은 항상 사고 있음..
P1 	: 소비여왕...
P2 	: 누군가 파란 비엠을 뽑았었는데 ㅋㅋ 저 &name7&이랑 &name1&샘이 헷갈려요 항상 ㅋㅋ 뭔가를 사시는 분들
P1 	: 부동의 1위
P3 	: ㅎㅎ&name7& 귀에 벌레들어간 줄..ㅎ
P2 	: ㅋㅋㅋㅋ 간질간질
P3 	: 간질간질.. 귓구녕..ㅎ
P1 	: ㅋㅋㅋㅋㅋㅋ
P1 	: &name7& 여기에요.
P0 	: ㅋㅋㅋㅋㅋ&name7& 딸로 태어납시다 우리
P2 	: 청주면 대전도 가깝고
P0 	: 다음생에
P1 	: 이방에서 그대 소비여왕이라고 얘기중에요({emoji:♡})
P3 	: 그것도 좋지 싶어요.ㅋ
	  난 &name1&쌤 딸도 좋을 듯
P2 	: ㅋㅋㅋ 난 안태어나야지
P3 	: 할리스 쓸어오는것을 보면
P1 	: 굳건하게.. 돌로 태어나겠습니다..
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P0 	: ㅋㅋㅋㅋ비밀로해요 그리고 나 짠순되기로 했으니 톡반에 나 산거 다 비밍
P1 	: 그대들은 또 소비하고 살아요..
P0 	: 밀
P1 	: 난 관망하며 부서져야지...
P0 	: 쌤은 돌도 피곤한돌이라니까
P3 	: 할리스전부 개봉해서 사진  찍어봐요.
P2 	: 김태희로 태어나기 VS 안태어나기 했을 때 전 대학 때 이미 안태어나길 선택한 여자 ㅋㅋ
P1 	: 자.. 누가 알면 입이 쌀까..
P0 	: 믈수제비 20번 할거라며
P3 	: 내일.
	  지금은 바쁘니깐
P1 	: 크롱인가....
P1 	: &name7&인가...
P0 	: 크롱한테만은.비밀로
P0 	: 내 목표는 크롱이기기
P1 	: 힛...
P0 	: 4위정3ㅗ
P1 	: 그러기에는 난 크롱의 절친인걸...
P2 	: ㅋㅋㅋㅋㅋ 곧 퍼진다
P3 	: 크롱..ㅎ
	  한 명 씩 데리고 와서
P3 	: 얘기하다보면 시간 금방감.
P2 	: 기억력 좋은 사람들끼리 절친 먹었네요?!
P3 	: 그녀들도 우리 얘기 중?
	  귀 간질간질.. ㅎ
P2 	: 크파고와 구&name2&인가요?
P0 	: 약 안먹어서 못잔다는 영양제쟁이..ㅠㅠ
P0 	: 약주고 씻고올게유
P3 	: 딸아이가 기침을.{emoji:😎}
P2 	: ㅋㅋㅋ 건강 엄청 챙기시네여 아드님
P3 	: 저쪽 방에서..
P2 	: 아 에어컨 틀어서 그런가요 요새 기관에서
P3 	: 저러다 깰라
	  두근두근
P2 	: 숨죽여요 쉿
P3 	: 그럴 수도 있겠네요.;;
P2 	: 애 옷을 얇게 입히는 게 얼집에서 나오면 몸이 아주 시원해요 ㅋㅋ
P3 	: 일단 방문닫고
	  웃지 않을 것임.
P2 	: 들키면 끝.. ㅋㅋ 
P3 	: 그대들이 무슨 말을 해도..
P2 	: &name4&샘 고향은 어딘ㄱ유
P3 	: 딸아이 내일 입을 옷을 꺼내놔야하는데..;;
P2 	: 아 내일 아침에 꺼내요
P3 	: 순천요.
	  전남..
P1 	: 오..
P2 	: 오! 조정래 문학관
P1 	: 순천 살기 좋아 보이더라고요
P3 	: 술도 안먹었는데
	  
P3 	: 고향 얘기 나옴. ㅋ
P1 	: 여수 순천 광양.. 이동네
P2 	: ㅎㅎㅎ 꼬막 많이 먹을 수 있나유
P1 	: 느낌이 좋았어요
P3 	: 전 저녁에 꺼내서 물뿌려놔요.
P2 	: 헉 펴지라고?
P3 	: 주름 펴지라고..
P2 	: 대단... 옷에 정성이시라더니! 
P3 	: 꼬막을 잘 삶음.
	  거기 사는 사람들은
	  나빼고
P2 	: ㅋㅋㅋㅋ 
P2 	: 꼬막정식 넘나 맛있던데
P3 	: 좋은 옷을 안입히니
	  주름이라도 펴주는..
P2 	: 아우네인가? 
P3 	: 배고프다
P0 	: {share:photo}
P2 	: ㅋㅋㅋㅋ 우리집 사진인줄요
P0 	: 엄마없는 집은 다 이래요? 고작 두세시간 없어도??
P3 	: 아.. 모여서 맛집투어하고 싶네요.
P1 	: 이게 무슨일이죠?
P2 	: ㅋㅋㅋ 우린 아빠 없으면 저리 됨
P3 	: 우리집은 저러지는 않음..
	  계속 치워대서리..
P0 	: 참자.. 참자ㅡ. 화내면 뭐하니ㅡ.. 어차피.내가 치워야하는데
P3 	: 언능 치워요.
P0 	: 언넝 재우고 치우는게 이득이지 ㅠㅠ
P3 	: 스킬 발휘해서
	  5분.
P2 	: ㅠㅠㅠ 그런가요 그냥 냅두면... 
P3 	: 밤새 요정할머니가?
P2 	: ㅋㅋㅋ 남편이 안 치우겠죠..
P3 	:  치워줄거란 생각을?
P0 	: 냅둔다고...? 와.. &name3&샘 나무늘보
P3 	: 못견디는 사람이 치우는데
P2 	: 전 무조건 냅둬요 ㅋㅋ
P0 	: 내남편 동급
P2 	: 맞아요 완전 동급 ㅋㅋ 
P0 	: {emoji}
P3 	: &name1&쌤 남편분은 잘 견딤
P0 	: 내가 치우는 사람이냐
P2 	: 빨래 설거지 이런 것도 다 쌓아놔서 남편이..
P0 	: 대신 화좀 낼게요 샘한테
P2 	: 근데 아마도 남편은 ㅋㅋㅋ 샘이 치우는 사람으로 인식하고 있을 걸요 
P3 	: 잘하셨음. 결혼..ㅎ
P0 	: 어지르는 사람 치우는 사람 따로있냐
P2 	: 잔소리 해도 어차피 치우니까 ㅋㅋ
P3 	: 그러하다고  생각해야
	  마음이 편함.
P2 	: &name4&샘 도인 ㅋㅋㅋ
P3 	: 안고쳐질 것이기에.
P0 	: 야!!!와 이건 진짜 열받는데???
P3 	: 말로만 도인
P2 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그럼 한번 버텨봐요 
P3 	: 누가 가장 일찍 일어나나요?
P2 	: 애기가 일찍 일어나지요
P1 	: 애기죠
P1 	: 둘째.. 혹은 셋째..
P3 	: 일찍 일어나는 사람이 치우지 않을까 싶고
P2 	: 거의 자동 알람
P3 	: 더 어지를려나
	   .ㅎ
P1 	: 자는척하면
P3 	: 막 치대고
P1 	: 와서 얼굴을 사정없이.. 착착착착
P3 	: 내가 일ㅇㅓ났는데
P1 	: 인나라고 아주 그냥.
P2 	: 저희 앤 엄마 더 잘 거야? 엄마 일어나~ 뽀뽀 쪽
P3 	: 감히  엄마가 자고 있냐?
P2 	: ㅋㅋㅋㅋㅋㅋㅋ 스윗하지요
P1 	: 크 쏘스윗..
P3 	: 오.. ^^  귀엽 귀엽
	  사랑스로미
P1 	: 이노무시키는.. 그냥 사정없이..
P1 	: 착착착착.. 때려요.
P2 	: ㅋㅋㅋ 그리고 안 일어나면 혼자 나가서 놉니다..
P3 	: 울 딸아이는
	  엉덩이로 문대기도 하고
P2 	: 엉덩이 공겨 ㅋㅋ
P3 	: 종종 깨워서 코딱지를 주기도 하고
P2 	: ㅋㅋㅋㅋㅋㅋㅋ 고맙다 
P3 	: 이제 다 컸으니 코딱지는 네가 버려라.
P2 	: ㅋㅋㅋ 코딱지 안 숨기는 게 다행
P3 	: 나는 그 코딱지를 버리기 귀찮아
	  튕기는데
	  어딘가 모여있을 듯..ㅎ
P2 	: ㅋㅋㅋ 요정이 주워 먹었을 거예요
P3 	: 청소 담당 남편이 청소를 대충하는데
P2 	: ㅋㅋㅋ 하 청소 진짜 싫어요
P3 	: 눌러붙은 코딱지
	  코드제로가 빨아 들이나요? ㅎ
P2 	: 빨아들일거같은데!
P3 	: 저도 싫어요
P2 	: 집안일 모든 게 저와 안 맞느듯 ㅋㅋ 
P3 	: 드러우면 눈 감음.
P3 	: 머리카락 피해 다닉
P2 	: 정말 그냥 취미로 갑자기 뭘 만든다든지 하는것만 재밌구
P3 	: 다니고..
P2 	: 꾸준해야 하는 걸 잘 못해요 
P3 	: 난 재미있는 일이 그닥 없어서
P2 	: 집안일은 꾸준히 해야 하잖아요... 해결이 안나고
P3 	: 사는 게 좀 무료하기도 하고
P2 	: ㅇ+
P2 	: 아.. 아직은 사는 게 무료할 틈이 없어요
P3 	: 그러니깐 더 하기 싫은..
	  티도 안나고..
	  근데 안하면 티가 팍팍 나고
P2 	: 좀 쉬고 싶은데 
P3 	: 애없이 쉬려니
P2 	: ㅋㅋ 맞아요... ㅠ
P3 	: 신경쓰이고
P2 	: 애가 혼자 놀면 좋은데 또 한편 짠하고
P3 	: 애랑 같이 쉬려니
	  것은 불가능하고
P2 	: 양가적 마음 ㅎㅎ
P3 	: 나랑 놀아줬음 하는 마음도 잇고
P2 	: 전에 복직하면 꼭 청소도우미나 이런 거 써야지 했는데... 못 쓰겠어요 제 월급 넘 푼돈이고
P1 	: 저도.ㅋㅋㅋㅋ 사실 제 살림 누가 만지는거 싫음.
P1 	: 드러워도 내가하는게 나아요.
P2 	: ㅋㅋㅋ 전 누굴 부르려면 일단 좀 정리를 해야 할 거 같은데
P2 	: 지금 누가 와도.. 그냥 돈만 날릴듯 
P1 	: 사실 저도..ㅋㅋㅋㅋㅋ
P2 	: ㅎㅎㅎㅎ 정리 잘하고 싶은데 ㅜ 이미 제 책상만 봐도... 답없음
P3 	: 난 돈아까워서 못함.
P1 	: 후.. 저도요..
P2 	: 돈도 아까워요
P3 	: 근데 종종 진짜 청소를 맡기고 싶음.
P1 	: 저는 세군데만 깨끗하면 나머지는 눈감아요.
P3 	: 나는 하기 싫고
P1 	: 옷장. 주방. 화장실.
P2 	: 싱크대
P2 	: 아 
P3 	: 남편은 제대로 않고..
P2 	: 그 세개 깨끗한게 최곤데요?
P1 	: 거실 더러운건.... 뭐 정리해도 5분..
P3 	: 걍 적당히 더럽게
P2 	: &name4&샘 나랑 똑같음 ㅋㅋ
P3 	: 그래도 다 산다
P2 	: 남편이 제대로 안해서 더럽지만 ㅋㅋ 난 하기 싫으니까... 
P1 	: 책상위에는 정리안되는 책들이 무더기..
P1 	: 거실은.... 후...
P3 	: 집이 드러워 애가 아픈 거 같지는 않음요.
P1 	: 격하게 공감합니다.ㅋㅋㅋㅋ
P2 	: 맞아요 면역력이 더 좋은듯.. 
P2 	: ㅋㅋㅋㅋㅋ
P3 	: 책... 이거 처분을 해야하는데요.
P2 	: 아 책과 안노는 장난감...
P1 	: 어... 음... 그게요... 애들이 나이가 어리다 보니.
P3 	: 아기 어릴 때도
	  넘 깨끗하게 할 필요 없었던
P2 	: 근데 그냥 버리자니 아깝고 드림하자니 또 정리해야 하고
P1 	: 이제 볼까봐 첫째책 정리도 못해요.ㅠㅠㅠ
P3 	: &name2&쌤은 첫째 것을
P2 	: 아기 어릴 때도 넘 깨끗하게 안 했던듯 저희집은 ㅋㅋ
P3 	: 동생들이 봐야하니
P2 	: 그럼 &name2&샘네는 새 책 사도 안 아깝겠어요 ㅋㅋ 저희집은 진짜 거의 다 중고..
P1 	: 이게... 첫째꺼... 플러스.. 주변에서 또주고..
P1 	: 과포화 상태입니다.ㅋㅋㅋㅋ
P1 	: 그와중에 나도 새책 사주고 싶은거 있고.. 난리에요.ㅋㅋㅋㅋㅋㅋ
P2 	:  오래된 책에서 분명 책벌레 나올텐데 정리 해야 하는데 못하구
P2 	: 애 낳기 전에는 ㅋㅋ 전집 왜 사느냐며 비웃었쬬
P1 	: 그래서... 주말에 한 번씩... 학교에 들고 가서.. 소독기 돌렸어요.ㅋㅋㅋ
P2 	: 우ㅡ와
P2 	: 학교에 소독기? 있나요? 무슨 소독기인가요
P1 	: 여기 진짜 그벌레 잘생기더라고요.ㅠ
P1 	: 도서관에서 쓰는 큰 책소독기요
P2 	: 우와 우리 학교 도서관에는 없는 거 같던데
P3 	: 와 정성이네요.
P1 	: 먼지다듬이가 진짜 잘생겨요 제주도는..
P3 	: 책벌레가 유해한가요? ㅎ
	  좀 있어도..
P3 	: 아..
P2 	: 먼지다듬이가 책벌레?
P3 	: 먼지다듬이.. 안되겠네요.
P1 	: 책벌레랑은 좀 다른거 같아요
P3 	: 그거 잘보이지도 않을텐데
P1 	: 얘네는 막.. 옷도 삭게한다더라고요?
P2 	: 아,, 창문 틈에 
P3 	: 어느 순간 벌레 얘기로..ㅎ
P2 	: 헉,, 창문 틈에 죽어 있던데 자잘한 벌레들이
P1 	: 하여튼 생기만 박멸은 불가능이랄 정도로 독한 놈들이라..
P3 	: 주제가 광범위함.
	  벌레 퇴치 동호회
P2 	: 눈에만 띄지 않길...
P3 	: 걍 자세히 들여다보지않는것으로
P1 	: 결혼하고 계속 관사. 주택. 빌라 살다가 처음으로 이번이 아파트에 들어 온거 거든요
P3 	: 나이트파티
P1 	: 남편의 삶의 만족도가 30퍼 올라갔대요.ㅋㅋㅋ
P2 	: 오 역시 집이 좋아야..
P3 	: 아.. 집이 그런 역할도 하지요ㅡ.
P1 	: 이전에는..... 큰 바퀴 아시나요?
P2 	: 나이트 파티 열릴 시간이지요
P1 	: 붕붕거리며 날기도 하는.....
P3 	: 네.;;
	  학교에서 자주 봄.
P2 	: 큰 바퀴... 김숙이 소쿠리로 덮어놓았더니 소쿠리가 움직였다는...
P3 	: 서버 이상
	  안열림
P1 	: 그 애들이 종종 까꿍? 했거든요!
P2 	: 오마이갓
P1 	: 여기와서는 한 번도 안나오니
P3 	: 힘이 장사
P1 	: 남편 대 만족..
P2 	: 으 갑자기 소름 돋았어요 ㅋㅋ 힘이 장사.. ㅋㅋ
P1 	: 자기는 앞으로 죽을 때까지.. 아파트에 살겠다며..
P3 	: 곧? 더 큰 집으로 이사해야죠
P3 	: 각 방1개씩
P1 	: (여보.. 아파트도 나중에 노후화되면 나올껄?)
P2 	: 오래된 아파트는 또 나오잖아요 ㅜ 이웃 잘못 만나면..
P2 	: ㅋㅋㅋㅋㅋ 저도 진짜 큰집으로 이사가고파요
P3 	: 근데 왕바퀴는 외부 유입이라
P1 	: 여긴.... 날씨가 온화해서..
P3 	: 괌여행 갔다가 바퀴 데꼬 온 사람도 봤어요.
P2 	: 아 벌레 서식 최적 환경인가요
P1 	: 좀... 집바퀴화 되었대요.ㅠㅠ
P2 	: 악... 바퀴 ㅠㅠ
P3 	: 벌레도 제주도 좋아함.
P2 	: 전 전에 살던 집이 복도식 오래된 아파튼데 세스코 햇었어요
P2 	: 근데 바퀴는 잘 안 보이는데 개미가 보이고...
P3 	: 세스코 확실히
P2 	: 새아파트 오니까 개미 없어서 넘 좋아요 과자 아무데나 놓을 수 있고
P3 	: 잡아주나요?
P1 	: 음.. 제가 아이가 3명이 된걸 알고
P2 	: 그냥 잡아만 주는듯..
P1 	: 아 안되겠다 아파트서 사내자식 2명이서 뛰어 댕기면
P2 	: 약 설치해놓고 ㅋㅋ 죽어 있는 거 확인해줘요
P1 	: 이웃간에 얼굴 붉히겠다.
P3 	: 더이상 안나오게 해줘야하는데요.
P1 	: 싶어가지고... 타운하우스를 알아봤어요..
P2 	: 옆집에서 들어 오는 거라 안 나올 수는 없대요
P1 	: 어딜가도...
P1 	: 외부유입되는 곤충은 막을 수 없다..
P3 	: 남자아이라고 다뛰지는 않잖아요.
P2 	: 타운하우스는 옆으로 늘어선 집인가요? 위아래 없이
P1 	: 음... 이미 둘째가 뛰기 시작한 상황이였고..
P3 	: 이것은 핑계일 수도 있고
	  좋은 핑계
P1 	: 보통은 아래에는 위에애 따라한다고 ..ㅠ
P1 	: 네네... 마당있고.
P2 	: 맞아요 세스코... 첫 시작비가 비싸서 중간에 끊기도 아까워서 끝까지 했네요
P0 	: 이제 재웁니다
P3 	: 당분간 1층을 살아야..
P1 	: 세스코에서도.. 안된다고..ㅠ
P0 	: 전 술마시면 못자는 타이ㅂ
P3 	: 오잉.. 같이 잠들겠어요.
P0 	: 기다러줘요
P2 	: 제두도 타운하우스 넘 좋을듯
P1 	: 그래서 집에 싹... 소음방지 매트 깔고..
P1 	: 아랫집에서 들어보고
P3 	: 아.. 안잔다니 다행임
P2 	: 시공으로 했어요??
P1 	: 종종 문안인사 드리고.ㅠ
P3 	: 그대랑 놀고파
P1 	: 네네 시공했어요.
P2 	: 저두 해야 하는데
P3 	: 시공하면 그 아래
P1 	: 마루 상할꺼에요.ㅋㅋㅋ
P3 	: 장판 상태는 괜찮나요? 습기가 찰 듯 싶은데
P1 	: 감안하고 했어요
P3 	: 아..  어쩔 수 없는..
P1 	: 여기에 5년은 살겠다 싶어서
P2 	: 저희 애가 점프할 땐 꼭 두겹 매트나 방방이 위로 가서 뛰는데.. 평소 걸음이 달리기 수준이라...
P3 	: 이럴 줄 알았겠지
P2 	: 아 여긴 습한 곳이라 걱정..
P3 	: 만..
P2 	: 아직 집이 좀 습해요 
P3 	: 마루없이 시공만 하면 안되죠.
P2 	: 시멘트가 덜 말랐나
P1 	: 이거까지는 잘 모르겠어요
P3 	: 5년 금방이잖아요.
P2 	: 마루없이 시공이 무슨 말인지 잘 이해가 안가요
P3 	: 바닥 시멘트위에
P3 	: 장판없이 바로 시공..
P2 	: 아... 헛 그럼 마루를 뜯어내고?
P3 	: 첨부터 마루 않고
	  인테리어할 때요.
P1 	: 제가 5년살면 아파트 나이도 10년이라..ㅋㅋ
P2 	: 아아 
P1 	: 그때되면 풀리모델링을 하든
P3 	: 마루 역할을 푹신한 매트가..
P1 	: 이사를 가든 할꺼 같아서 질렀어요.ㅋ
P3 	: 5년된 마루였다면 상해도 덜 아까운.
P1 	: 그죠?ㅋㅋ
P1 	: 마루 원래 10년정도 하고 바꾸니까요.ㅋㅋ
P2 	: 저는 물건도 함부로 쓰고 집도 함부로 쓰고 ㅋㅋ 상해도 아까워 하지 않아서 
P3 	: 그럼요.
	  이미 흠집도 좀 있었을텐데요.
P1 	: 당근당근입니다.ㅋ
P2 	: 새집인데 이미 벽지는 낙서 투성이고 ㅋㅋ 걸레받이도 애가 장난감으로 내리쳐서 깨지고...
P3 	: 오른 팔이 넘 아파요.
P2 	: 마루도 많이 패였어요 ㅋㅋ
P3 	: 우리 딸은 낙서 한 적 없어요.
P1 	: 저희딸도..
P2 	: 모범생 따님 ㅜ 
P3 	: 다행히 하지 말라는 얘기는 안함.
P1 	: 아들이 책상에 낙서하는거 보고 기겁..
P2 	: ㅋㅋㅋ 저희 애는 아들이랑 비슷해요.. 에너지가
P3 	: 아니 하지 말라는 짓을 안함.
P2 	: 맨날 철봉에 대롱대롱 매달려 있고
P2 	: 육아 난이도가...
P1 	: 저도.. 그렇게 생각했거든요..
P2 	: 부럽네요..
P1 	: 첫째 키울때..
P3 	: 원격 수업 때 
	  팔목을 들고
	  펜타블렛에 문제를 열심히 풀어줬더니
P1 	: 이건 아들육아다..
P1 	: 아니요... 아들은 더해요..
P1 	: ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
P2 	: ㅋㅋㅋ 아 찐은 다른가요
P3 	: 그 이후 팔과 어깨가 고장남.
P2 	: 헛 ㅜㅜ 찜질이라도 
P3 	:  나 아프다고..
	  걱정해줘야지.. ㅎ
P1 	: 내가 매달려 있는것을 목격했을 때 이미 그분은 낙하중.
P1 	: 꽝..
P2 	: 실리콘 부항 은근히 시원해요
P3 	: 병원갔더니
	  실비 어찌고
P2 	: 실비 보험 없어요?
P3 	: 도수치료 권함.
P3 	: 실비있어요.
	  공제회 실비, 단체보험
P2 	: 도수치료 좋긴 좋은데 넘 비쌈
P3 	: 근데 시간이 잘 안남.
P1 	: 저는 올 여름에 받을 껍니다.
P1 	: 많이..
P1 	: 많이..
P1 	: ㅜㅜ
P3 	: 2만원 제하고 실비처리되더라궁ᆢ.
P2 	: 맞아요 저도 받아야 하는데... 시간이 안나네요
P3 	: 나도 여름방학 때 할까봐요.
P2 	: 아 &name2&샘 남편분 방학하면..
P3 	: 오른손으로 등을 못 긁음.;
P2 	: 부럽............ 
P1 	: 방학하면... 학교 안나가는건 맞겠죠?
P2 	: 일단 한의원이라도 가봐요
P3 	: 이게 부럽다고라.ㅎ
P1 	: 몇번 뒤통수 맞아서.
P3 	: 농담임.. ㅎ
P2 	: ㅋㅋㅋㅋ 
P1 	: 방학 시작했는데... 계속 학교감..
P1 	: 방학 시작했는데. 육지로 출장감.
P2 	: 으 왜죠
P2 	: 뭔가 중요한 업무를 맡았나요
P3 	: 이전 학교는 근무일이 없었는데
P1 	: 방학시작했는데 애들데리고 전지훈련감..
P3 	: 지금 학교는 근무일이 있다고 함. 이런;;
P1 	: 방학했는데 지정 집합연수 숙박형 감.
P3 	: 이번엔 안그러겠지요.
P2 	: 전 근무일이 없는 학교도 있다고 올해 처음 들어봤어요 ㅋㅋ 필수인줄
P1 	: 이런게... 연타로 터지고.. 현타 와가지고..
P3 	: 막내도 있는데
P1 	: 내가... 교사랑 결혼한게 맞나..
P1 	: 월급만 교사고.... 하는건 왜 직장인인가..
P2 	: ㅋㅋㅋㅋ 넘 슬픔 월급만 교사
P2 	: 저 전에 학년부장은 ㅡㅡ 와이프가 둘째 낳았는데 방학임에도 불구하고 출산휴가도 안쓰고.. 매일 나오고
P1 	: 그럼 뭔가 추가 수당이라도 더 벌어오던가..
P1 	: 월급은 항상. .일정.....
