# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000025.3
metadata : {}


# id : NWRW1800000025.3.1.1
[오명철 기자의 인물기행]조계종 종정 8년 만에 첫 인터뷰 법전 스님

[오명철	[/SS+오명철/NNP
물음을	물음/NNG+을/JKO
묵묵히	묵묵히/MAG
꾸준히	꾸준히/MAG
밀고	밀/VV+고/EC
나가면	나가/VX+면/EC
반드시	반드시/MAG
도달하는	도달/NNG+하/XSV+는/ETM
곳이	곳/NNG+이/JKS
있습니다.	있/VA+습니다/EF+./SF


# id : NWRW1800000025.3.43.5
그것을 깨치고 살면 복잡해도 한가롭고 평화롭습니다.

그것을	그것/NP+을/JKO
깨치고	깨치/VV+고/EC
살면	살/VV+면/EC
복잡해도	복잡하/VA+아도/EC
한가롭고	한가롭/VA+고/EC
평화롭습니다.	평화/NNG+롭/XSA+습니다/EF+./SF


# id : NWRW1800000025.3.43.6
누가 금덩이를 가져다주어도 동요하지 않고 옆 사람이 황제가 되었다 해도 부럽지 않습니다.”

누가	누구/NP+가/JKS
금덩이를	금덩이/NNG+를/JKO
가져다주어도	가져다주/VV+어도/EC
동요하지	동요/NNG+하/XSV+지/EC
않고	않/VX+고/EC
옆	옆/NNG
사람이	사람/NNG+이/JKS
황제가	황제/NNG+가/JKC
되었다	되/VV+었/EP+다/EF
해도	하/VV+아도/EC
부럽지	부럽/VA+지/EC
않습니다.”	않/VX+습니다/EF+./SF+”/SS


# id : NWRW1800000025.3.44.1
―이번에 발간된 스님의 자서전이 곧 영어와 중국어로 번역된다고 들었습니다.

―이번에	―/SS+이번/NNG+에/JKB
발간된	발간/NNG+되/XSV+ㄴ/ETM
스님의	스님/NNG+의/JKG
자서전이	자서전/NNG+이/JKS
곧	곧/MAG
영어와	영어/NNP+와/JC
중국어로	중국어/NNP+로/JKB
번역된다고	번역/NNG+되/XSV+ㄴ다고/EC
들었습니다.	듣/VV+었/EP+습니다/EF+./SF


# id : NWRW1800000025.3.44.2
한국불교가 세계에 알려지는 계기가 되겠습니다.

한국불교가	한국/NNP+불교/NNG+가/JKS
세계에	세계/NNG+에/JKB
알려지는	알려지/VV+는/ETM
계기가	계기/NNG+가/JKC
되겠습니다.	되/VV+겠/EP+습니다/EF+./SF


# id : NWRW1800000025.3.45.1
“고마운 일입니다.

“고마운	“/SS+고맙/VA+ㄴ/ETM
일입니다.	일/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000025.3.45.2
그러나 더 중요한 일은 모두 철저하게 공부해서 각자의 안목을 여는 것입니다.”

그러나	그러나/MAJ
더	더/MAG
중요한	중요/NNG+하/XSA+ㄴ/ETM
일은	일/NNG+은/JX
모두	모두/MAG
철저하게	철저/NNG+하/XSA+게/EC
공부해서	공부/NNG+하/XSV+아서/EC
각자의	각자/NNG+의/JKG
안목을	안목/NNG+을/JKO
여는	열/VV+는/ETM
것입니다.”	것/NNB+이/VCP+ㅂ니다/EF+./SF+”/SS


# id : NWRW1800000025.3.46.1
노장은 40대에 첫 상좌를 들이기 시작한 이래 상좌 60여 명과 20여 명의 손상좌를 합쳐 80여 명의 권속을 두었다.

노장은	노장/NNG+은/JX
40대에	40/SN+대/NNB+에/JKB
첫	첫/MMN
상좌를	상좌/NNG+를/JKO
들이기	들이/VV+기/ETN
시작한	시작/NNG+하/XSV+ㄴ/ETM
이래	이래/NNB
상좌	상좌/NNG
60여	60/SN+여/XSN
명과	명/NNB+과/JC
20여	20/SN+여/XSN
명의	명/NNB+의/JKG
손상좌를	손상좌/NNG+를/JKO
합쳐	합치/VV+어/EC
80여	80/SN+여/XSN
권속을	권속/NNG+을/JKO
두었다.	두/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.3.46.2
제자 중에 그럴싸한 절의 주지를 하고 있는 사람이 손으로 꼽을 정도라는 것이 노장의 은근한 자랑이다.

제자	제자/NNG
중에	중/NNB+에/JKB
그럴싸한	그럴싸하/VA+ㄴ/ETM
절의	절/NNG+의/JKG
주지를	주지/NNG+를/JKO
하고	하/VV+고/EC
있는	있/VX+는/ETM
사람이	사람/NNG+이/JKS
손으로	손/NNG+으로/JKB
꼽을	꼽/VV+을/ETM
정도라는	정도/NNG+이/VCP+라는/ETM
것이	것/NNB+이/JKS
노장의	노장/NNG+의/JKG
은근한	은근/NNG+하/XSA+ㄴ/ETM
자랑이다.	자랑/NNG+이/VCP+다/EF+./SF


# id : NWRW1800000025.3.46.3
상좌들에게 제일 많이 한 말이 “화두나 들어”와 “가봐.

상좌들에게	상좌/NNG+들/XSN+에게/JKB
제일	제일/MAG
많이	많이/MAG
한	하/VV+ㄴ/ETM
말이	말/NNG+이/JKS
“화두나	“/SS+화두/NNG+나/JX
들어”와	들/VV+어/EC+”/SS+와/JC
“가봐.	“/SS+가/VV+아/EC+보/VX+아/EF+./SF


# id : NWRW1800000025.3.46.4
밥 먹어”였다고 한다.

밥	밥/NNG
먹어”였다고	먹/VV+어/EC+”/SS+이/VCP+었/EP+다고/EC
한다.	하/VV+ㄴ다/EF+./SF


# id : NWRW1800000025.3.47.1
―마지막으로, 올 한 해 한국인 모두가 움켜쥐고 살 ‘쉽고 편한’ 화두 하나 주십시오.

―마지막으로,	―/SS+마지막/NNG+으로/JKB+,/SP
올	올/NNG
한	한/MMN
해	해/NNG
한국인	한국인/NNG
모두가	모두/NNG+가/JKS
움켜쥐고	움켜쥐/VV+고/EC
살	살/VV+ㄹ/ETM
‘쉽고	‘/SS+쉽/VA+고/EC
편한’	편하/VA+ㄴ/ETM+’/SS
화두	화두/NNG
하나	하나/NR
주십시오.	주/VV+시/EP+ㅂ시오/EF+./SF


# id : NWRW1800000025.3.48.1
“(큰 목소리로) 누구 없는가?

“(큰	“/SS+(/SS+크/VA+ㄴ/ETM
목소리로)	목소리/NNG+로/JKB+)/SS
누구	누구/NP
없는가?	없/VA+는가/EF+?/SF


# id : NWRW1800000025.3.48.2
(한 참 있다가 다시) 아무도 없는가?”

(한	(/SS+한/XPN
참	참/NNG
있다가	있/VV+다가/EC
다시)	다시/MAG+)/SS
아무도	아무/NP+도/JX
없는가?”	없/VA+는가/EF+?/SF+”/SS


# id : NWRW1800000025.3.49.1
돌연, 팔공산에서 불어온 매서운 강풍이 문풍지를 뒤흔들었다.

돌연,	돌연/MAG+,/SP
팔공산에서	팔공산/NNP+에서/JKB
불어온	불/VV+어/EC+오/VX+ㄴ/ETM
매서운	매섭/VA+ㄴ/ETM
강풍이	강풍/NNG+이/JKS
문풍지를	문풍지/NNG+를/JKO
뒤흔들었다.	뒤흔들/VV+었/EP+다/EF+./SF


# id : NWRW1800000025.3.49.2
그러나 그 세찬 바람도 결코 종정 스님의 평상심을 무너뜨리진 못했다.

그러나	그러나/MAJ
그	그/MMD
세찬	세차/VA+ㄴ/ETM
바람도	바람/NNG+도/JX
결코	결코/MAG
종정	종정/NNG
스님의	스님/NNG+의/JKG
평상심을	평상심/NNG+을/JKO
무너뜨리진	무너뜨리/VV+지/EC+ㄴ/JX
못했다.	못하/VX+았/EP+다/EF+./SF


# id : NWRW1800000025.3.49.3
저런 대선사들 때문에 한국불교가 1700여 년 맥을 이어 내려온 것이리라.

저런	저런/MMD
대선사들	대/XPN+선사/NNG+들/XSN
때문에	때문/NNB+에/JKB
한국불교가	한국/NNP+불교/NNG+가/JKS
1700여	1700/SN+여/XSN
년	년/NNB
맥을	맥/NNG+을/JKO
이어	잇/VV+어/EC
내려온	내려오/VV+ㄴ/ETM
것이리라.	것/NNB+이/VCP+리라/EF+./SF


