# FILE DATA
id : NXMP1902008040
metadata : {}

# SENTENCE DATA
id : NWRW1800000026.120
metadata : {}


# id : NWRW1800000026.120.1.1
[Cover Story] 창의적 문제 해결 기법 'TRIZ의 산실'… 러시아 젠스리 연구소 리트빈 박사;늘 시간과 다투는 응급실 F1 정비방식 도입하니 '쌩쌩'

[Cover	[/SS+Cover/SL
"(리트빈 박사는 잠시 골똘히 생각하는 듯한 표정을 지었다.) 음~.

"(리트빈	"/SS+(/SS+리트빈/NNP
박사는	박사/NNG+는/JX
잠시	잠시/MAG
골똘히	골똘히/MAG
생각하는	생각/NNG+하/XSV+는/ETM
듯한	듯/NNB+하/XSA+ㄴ/ETM
표정을	표정/NNG+을/JKO
지었다.)	짓/VV+었/EP+다/EF+./SF+)/SS
음~.	음/IC+~/SO+./SF


# id : NWRW1800000026.120.40.2
커피의 사례를 들까요.

커피의	커피/NNG+의/JKG
사례를	사례/NNG+를/JKO
들까요.	들/VV+ㄹ까/EF+요/JX+./SF


# id : NWRW1800000026.120.40.3
원두커피를 마시려면 커피를 갈아야 하고 시간도 많이 걸립니다.

원두커피를	원두커피/NNG+를/JKO
마시려면	마시/VV+려면/EC
커피를	커피/NNG+를/JKO
갈아야	갈/VV+아야/EC
하고	하/VX+고/EC
시간도	시간/NNG+도/JX
많이	많이/MAG
걸립니다.	걸리/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.40.4
이에 비해 인스턴트 커피는 빨리 마실 수 있지만 맛이나 향기가 떨어집니다.

이에	이/NP+에/JKB
비해	비/NNG+하/XSV+아/EC
인스턴트	인스턴트/NNG
커피는	커피/NNG+는/JX
빨리	빨리/MAG
마실	마시/VV+ㄹ/ETM
수	수/NNB
있지만	있/VA+지만/EC
맛이나	맛/NNG+이나/JC
향기가	향기/NNG+가/JKS
떨어집니다.	떨어지/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.40.5
문제는 어떻게 하면 원두커피 같은 맛을 내는 인스턴트 커피를 만드느냐였습니다.

문제는	문제/NNG+는/JX
어떻게	어떻/VA+게/EC
하면	하/VV+면/EC
원두커피	원두커피/NNG
같은	같/VA+은/ETM
맛을	맛/NNG+을/JKO
내는	내/VV+는/ETM
인스턴트	인스턴트/NNG
커피를	커피/NNG+를/JKO
만드느냐였습니다.	만들/VV+느냐/EF+이/VCP+었/EP+습니다/EF+./SF


# id : NWRW1800000026.120.40.6
단, 특별한 기계를 사용해선 안 되고 잔에 커피와 물만 부어야 합니다.

단,	단/MAJ+,/SP
특별한	특별/NNG+하/XSA+ㄴ/ETM
기계를	기계/NNG+를/JKO
사용해선	사용/NNG+하/XSV+아서/EC+ㄴ/JX
안	안/MAG
되고	되/VV+고/EC
잔에	잔/NNG+에/JKB
커피와	커피/NNG+와/JC
물만	물/NNG+만/JX
부어야	붓/VV+어야/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.41.1
해결의 단초는 커피 입자가 클수록 향이 우러나는 데 시간이 걸린다는 점입니다.

해결의	해결/NNG+의/JKG
단초는	단초/NNG+는/JX
커피	커피/NNG
입자가	입자/NNG+가/JKS
클수록	크/VA+ㄹ수록/EC
향이	향/NNG+이/JKS
우러나는	우러나/VV+는/ETM
데	데/NNB
시간이	시간/NNG+이/JKS
걸린다는	걸리/VV+ㄴ다는/ETM
점입니다.	점/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.41.2
따라서 입자 크기를 밀가루나 파우더처럼 작게 하면 향이 우러나는 시간도 줄어들겠죠.

따라서	따라서/MAJ
입자	입자/NNG
크기를	크기/NNG+를/JKO
밀가루나	밀가루/NNG+나/JC
파우더처럼	파우더/NNG+처럼/JKB
작게	작/VA+게/EC
하면	하/VX+면/EC
향이	향/NNG+이/JKS
우러나는	우러나/VV+는/ETM
시간도	시간/NNG+도/JX
줄어들겠죠.	줄어들/VV+겠/EP+죠/EF+./SF


# id : NWRW1800000026.120.41.3
그런데 이렇게 입자가 작은 커피를 마시면 이번엔 끈끈해져서 혀에 이물질이 붙는 느낌이 남습니다.

그런데	그런데/MAJ
이렇게	이렇/VA+게/EC
입자가	입자/NNG+가/JKS
작은	작/VA+은/ETM
커피를	커피/NNG+를/JKO
마시면	마시/VV+면/EC
이번엔	이번/NNG+에/JKB+ㄴ/JX
끈끈해져서	끈끈하/VA+아/EC+지/VX+어서/EC
혀에	혀/NNG+에/JKB
이물질이	이물질/NNG+이/JKS
붙는	붙/VV+는/ETM
느낌이	느낌/NNG+이/JKS
남습니다.	남/VV+습니다/EF+./SF


# id : NWRW1800000026.120.41.4
그래서 솔루션은 입자를 더 작게 만들어서 사람들이 느끼지 못하게 하는 것이죠.

그래서	그래서/MAJ
솔루션은	솔루션/NNG+은/JX
입자를	입자/NNG+를/JKO
더	더/MAG
작게	작/VA+게/EC
만들어서	만들/VV+어서/EC
사람들이	사람/NNG+들/XSN+이/JKS
느끼지	느끼/VV+지/EC
못하게	못하/VX+게/EC
하는	하/VX+는/ETM
것이죠.	것/NNB+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.41.5
지름 3마이크론(㎛·100만분의1미터) 이하로 만들면 사람들이 느끼지 못합니다.

지름	지름/NNG
3마이크론(㎛·100만분의1미터)	3/SN+마이크론/NNB+(/SS+㎛/SW+·/SP+100/SN+만/NR+분/XSN+의/JKG+1/SN+미터/NNB+)/SS
이하로	이하/NNG+로/JKB
만들면	만들/VV+면/EC
사람들이	사람/NNG+들/XSN+이/JKS
느끼지	느끼/VV+지/EC
못합니다.	못하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.41.6
이렇게 문제를 해결해 나갔는데, 그래도 결국 이 아이디어는 제품화되지 못했습니다.

이렇게	이렇/VA+게/EC
문제를	문제/NNG+를/JKO
해결해	해결/NNG+하/XSV+아/EC
나갔는데,	나가/VX+았/EP+는데/EC+,/SP
그래도	그래도/MAJ
결국	결국/MAG
이	이/MMD
아이디어는	아이디어/NNG+는/JX
제품화되지	제품/NNG+화/XSN+되/XSV+지/EC
못했습니다.	못하/VX+았/EP+습니다/EF+./SF


# id : NWRW1800000026.120.41.7
입자들이 너무 작아 정전기 작용으로 서로 달라붙는 문제가 남았기 때문입니다.

입자들이	입자/NNG+들/XSN+이/JKS
너무	너무/MAG
작아	작/VA+아/EC
정전기	정전기/NNG
작용으로	작용/NNG+으로/JKB
서로	서로/MAG
달라붙는	달라붙/VV+는/ETM
문제가	문제/NNG+가/JKS
남았기	남/VV+았/EP+기/ETN
때문입니다.	때문/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.41.8
하지만 이 문제 역시 언젠가는 해결이 돼 제품으로 나올 것이라고 확신합니다."

하지만	하지만/MAJ
이	이/MMD
문제	문제/NNG
역시	역시/MAG
언젠가는	언젠가/MAG+는/JX
해결이	해결/NNG+이/JKC
돼	되/VV+어/EC
제품으로	제품/NNG+으로/JKB
나올	나오/VV+ㄹ/ETM
것이라고	것/NNB+이/VCP+라고/EC
확신합니다."	확신/NNG+하/XSV+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.42.1
―트리즈가 수학 공식처럼 너무 기계적이라는 지적도 있습니다.

―트리즈가	―/SS+트리즈/NNG+가/JKS
수학	수학/NNG
공식처럼	공식/NNG+처럼/JKB
너무	너무/MAG
기계적이라는	기계/NNG+적/XSN+이/VCP+라는/ETM
지적도	지적/NNG+도/JX
있습니다.	있/VA+습니다/EF+./SF


# id : NWRW1800000026.120.43.1
"그 점에 대해 오해가 있는데, 사실 트리즈는 남들이 미처 생각하지 못한 것을 생각하도록 도와주는 것입니다.

"그	"/SS+그/MMD
점에	점/NNG+에/JKB
대해	대하/VV+아/EC
오해가	오해/NNG+가/JKS
있는데,	있/VA+는데/EC+,/SP
사실	사실/MAG
트리즈는	트리즈/NNG+는/JX
남들이	남/NNG+들/XSN+이/JKS
미처	미처/MAG
생각하지	생각/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
것을	것/NNB+을/JKO
생각하도록	생각/NNG+하/XSV+도록/EC
도와주는	도와주/VV+는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.43.2
멀리뛰기에 비유하자면 아인슈타인과 에디슨 같은 천재는 단번에 10m를 뛰겠지만 일반 사람은 2~3m밖에 못 뛰지요.

멀리뛰기에	멀리뛰기/NNG+에/JKB
비유하자면	비유/NNG+하/XSV+자면/EC
아인슈타인과	아인슈타인/NNP+과/JKB
에디슨	에디슨/NNP
같은	같/VA+은/ETM
천재는	천재/NNG+는/JX
단번에	단번에/MAG
10m를	10/SN+m/SW+를/JKO
뛰겠지만	뛰/VV+겠/EP+지만/EC
일반	일반/NNG
사람은	사람/NNG+은/JX
2~3m밖에	2/SN+~/SO+3/SN+m/SW+밖에/JX
못	못/MAG
뛰지요.	뛰/VV+지요/EF+./SF


# id : NWRW1800000026.120.43.3
그래서 트리즈는 10m를 징검다리처럼 쪼개서 여러 번 뛰어 도달하도록 도와줍니다.

그래서	그래서/MAJ
트리즈는	트리즈/NNG+는/JX
10m를	10/SN+m/SW+를/JKO
징검다리처럼	징검다리/NNG+처럼/JKB
쪼개서	쪼개/VV+어서/EC
여러	여러/MMN
번	번/NNB
뛰어	뛰/VV+어/EC
도달하도록	도달/NNG+하/XSV+도록/EC
도와줍니다.	도와주/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.43.4
대신 한 번 뛸 때마다 그 연결 방법은 그 사람이 직접 생각해야 하지요."

대신	대신/NNG
한	한/MMN
번	번/NNB
뛸	뛰/VV+ㄹ/ETM
때마다	때/NNG+마다/JX
그	그/MMD
연결	연결/NNG
방법은	방법/NNG+은/JX
사람이	사람/NNG+이/JKS
직접	직접/MAG
생각해야	생각/NNG+하/XSV+아야/EC
하지요."	하/VX+지요/EF+./SF+"/SS


# id : NWRW1800000026.120.44.1
―트리즈가 제시한 해결책을 보면 '너무 당연한 것 아니냐'는 평가도 나옵니다.

―트리즈가	―/SS+트리즈/NNG+가/JKS
제시한	제시/NNG+하/XSV+ㄴ/ETM
해결책을	해결책/NNG+을/JKO
보면	보/VV+면/EC
'너무	'/SS+너무/MAG
당연한	당연/NNG+하/XSA+ㄴ/ETM
것	것/NNB
아니냐'는	아니/VCN+냐/EF+'/SS+는/ETM
평가도	평가/NNG+도/JX
나옵니다.	나오/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.45.1
"사실 결과를 보면 너무 단순합니다.

"사실	"/SS+사실/MAG
결과를	결과/NNG+를/JKO
보면	보/VV+면/EC
너무	너무/MAG
단순합니다.	단순/NNG+하/XSA+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.45.2
(하하하) 그런데 그것을 유추해 내는 게 쉬운 것은 아닙니다.

(하하하)	(/SS+하하하/IC+)/SS
그런데	그런데/MAJ
그것을	그것/NP+을/JKO
유추해	유추/NNG+하/XSV+아/EC
내는	내/VX+는/ETM
게	거/NNB+이/JKS
쉬운	쉽/VA+ㄴ/ETM
것은	것/NNB+은/JX
아닙니다.	아니/VCN+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.45.3
'콜럼버스의 달걀'처럼 말이죠.

'콜럼버스의	'/SS+콜럼버스/NNP+의/JKG
달걀'처럼	달걀/NNG+'/SS+처럼/JKB
말이죠.	말/NNG+이/VCP+죠/EF+./SF


# id : NWRW1800000026.120.45.4
만약 혁신을 위한 해결법 자체가 너무 단순하다면 그건 장점이지 단점은 아닙니다.

만약	만약/MAG
혁신을	혁신/NNG+을/JKO
위한	위하/VV+ㄴ/ETM
해결법	해결법/NNG
자체가	자체/NNG+가/JKS
너무	너무/MAG
단순하다면	단순/NNG+하/XSA+다면/EC
그건	그거/NP+ㄴ/JX
장점이지	장점/NNG+이/VCP+지/EC
단점은	단점/NNG+은/JX
아닙니다.	아니/VCN+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.45.5
물론 상트페테르부르크에서 파리까지 가는 데 꼭 비행기만 타라는 법은 없습니다.

물론	물론/MAG
상트페테르부르크에서	상트페테르부르크/NNP+에서/JKB
파리까지	파리/NNP+까지/JX
가는	가/VV+는/ETM
데	데/NNB
꼭	꼭/MAG
비행기만	비행기/NNG+만/JX
타라는	타/VV+라는/ETM
법은	법/NNB+은/JX
없습니다.	없/VA+습니다/EF+./SF


# id : NWRW1800000026.120.45.6
다만 비행기를 타면 더 빠르고 효과적이지요.

다만	다만/MAG
비행기를	비행기/NNG+를/JKO
타면	타/VV+면/EC
더	더/MAG
빠르고	빠르/VA+고/EC
효과적이지요.	효과/NNG+적/XSN+이/VCP+지요/EF+./SF


# id : NWRW1800000026.120.45.7
트리즈 없이도 혁신은 가능합니다.

트리즈	트리즈/NNG
없이도	없이/MAG+도/JX
혁신은	혁신/NNG+은/JX
가능합니다.	가능/NNG+하/XSA+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.45.8
단 혁신의 결과를 더 빨리 얻으려면 트리즈를 이용하길 권합니다."

단	단/MAJ
혁신의	혁신/NNG+의/JKG
결과를	결과/NNG+를/JKO
더	더/MAG
빨리	빨리/MAG
얻으려면	얻/VV+으려면/EC
트리즈를	트리즈/NNG+를/JKO
이용하길	이용/NNG+하/XSV+기/ETN+ㄹ/JKO
권합니다."	권/NNG+하/XSV+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.46.1
―그렇다면 트리즈를 기업 마케팅에도 적용할 수 있나요?

―그렇다면	―/SS+그렇/VA+다면/EC
트리즈를	트리즈/NNG+를/JKO
기업	기업/NNG
마케팅에도	마케팅/NNG+에/JKB+도/JX
적용할	적용/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있나요?	있/VA+나/EF+요/JX+?/SF


# id : NWRW1800000026.120.47.1
"실제 마케팅에는 많은 시간과 노력이 들어갑니다.

"실제	"/SS+실제/NNG
마케팅에는	마케팅/NNG+에/JKB+는/JX
많은	많/VA+은/ETM
시간과	시간/NNG+과/JC
노력이	노력/NNG+이/JKS
들어갑니다.	들어가/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.47.2
타깃 고객을 찾고 질문을 준비하고 그 결과를 비교·분석해야 합니다.

타깃	타깃/NNG
고객을	고객/NNG+을/JKO
찾고	찾/VV+고/EC
질문을	질문/NNG+을/JKO
준비하고	준비/NNG+하/XSV+고/EC
그	그/MMD
결과를	결과/NNG+를/JKO
비교·분석해야	비교/NNG+·/SP+분석/NNG+하/XSV+아야/EC
합니다.	하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.47.3
마케팅에서는 이를 '고객의 목소리(voice of customer)'를 듣는다고 합니다.

마케팅에서는	마케팅/NNG+에서/JKB+는/JX
이를	이/NP+를/JKO
'고객의	'/SS+고객/NNG+의/JKG
목소리(voice	목소리/NNG+(/SS+voice/SL
of	of/SL
customer)'를	customer/SL+)/SS+'/SS+를/JKO
듣는다고	듣/VV+는다고/EC
합니다.	하/VV+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.47.4
그런데 이보다 비용을 더 적게 들이고 효과를 얻는 방법이 있습니다.

그런데	그런데/MAJ
이보다	이/NP+보다/JKB
비용을	비용/NNG+을/JKO
더	더/MAG
적게	적/VA+게/EC
들이고	들이/VV+고/EC
효과를	효과/NNG+를/JKO
얻는	얻/VV+는/ETM
방법이	방법/NNG+이/JKS
있습니다.	있/VA+습니다/EF+./SF


# id : NWRW1800000026.120.47.5
그중에 하나가 '제품의 소리(voice of product)'를 듣는 것입니다.

그중에	그중/NNG+에/JKB
하나가	하나/NR+가/JKS
'제품의	'/SS+제품/NNG+의/JKG
소리(voice	소리/NNG+(/SS+voice/SL
of	of/SL
product)'를	product/SL+)/SS+'/SS+를/JKO
듣는	듣/VV+는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.47.6
고객들에게 물어보는 대신 제품이 어떤 환경에서 어떻게 활용되는지 객관적으로 분석하는 것이지요.

고객들에게	고객/NNG+들/XSN+에게/JKB
물어보는	물어보/VV+는/ETM
대신	대신/NNG
제품이	제품/NNG+이/JKS
어떤	어떤/MMD
환경에서	환경/NNG+에서/JKB
어떻게	어떻/VA+게/EC
활용되는지	활용/NNG+되/XSV+는지/EC
객관적으로	객관/NNG+적/XSN+으로/JKB
분석하는	분석/NNG+하/XSV+는/ETM
것이지요.	것/NNB+이/VCP+지요/EF+./SF


# id : NWRW1800000026.120.47.7
이렇게 하면 실제 고객에게 어떤 질문을 던질지 더 명확히 알 수 있고, 단지 몇 명에게만 물어봐도 의미 있는 결과를 얻을 수 있습니다."

이렇게	이렇/VA+게/EC
하면	하/VV+면/EC
실제	실제/NNG
고객에게	고객/NNG+에게/JKB
어떤	어떤/MMD
질문을	질문/NNG+을/JKO
던질지	던지/VV+ㄹ지/EC
더	더/MAG
명확히	명확히/MAG
알	알/VV+ㄹ/ETM
수	수/NNB
있고,	있/VA+고/EC+,/SP
단지	단지/MAG
몇	몇/NR
명에게만	명/NNB+에게/JKB+만/JX
물어봐도	물어보/VV+아도/EC
의미	의미/NNG
있는	있/VA+는/ETM
결과를	결과/NNG+를/JKO
얻을	얻/VV+을/ETM
있습니다."	있/VA+습니다/EF+./SF+"/SS


# id : NWRW1800000026.120.48.1
―'제품의 소리'를 듣는다는 말씀이 의미심장합니다.

―'제품의	―/SS+'/SS+제품/NNG+의/JKG
소리'를	소리/NNG+'/SS+를/JKO
듣는다는	듣/VV+는다는/ETM
말씀이	말씀/NNG+이/JKS
의미심장합니다.	의미심장하/VA+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.48.2
그 예를 들어주실 수 있나요?

그	그/MMD
예를	예/NNG+를/JKO
들어주실	들/VV+어/EC+주/VX+시/EP+ㄹ/ETM
수	수/NNB
있나요?	있/VA+나/EF+요/JX+?/SF


# id : NWRW1800000026.120.49.1
"칫솔을 예로 들어볼까요.

"칫솔을	"/SS+칫솔/NNG+을/JKO
예로	예/NNG+로/JKB
들어볼까요.	들/VV+어/EC+보/VX+ㄹ까/EF+요/JX+./SF


# id : NWRW1800000026.120.49.2
사람들에게 칫솔에서 가장 중요한 것이 무엇인지 물어보면 '잘 닦이는 것'이라고 하겠지요.

사람들에게	사람/NNG+들/XSN+에게/JKB
칫솔에서	칫솔/NNG+에서/JKB
가장	가장/MAG
중요한	중요/NNG+하/XSA+ㄴ/ETM
것이	것/NNB+이/JKS
무엇인지	무엇/NP+이/VCP+ㄴ지/EC
물어보면	물어보/VV+면/EC
'잘	'/SS+잘/MAG
닦이는	닦이/VV+는/ETM
것'이라고	것/NNB+'/SS+이라고/JKQ
하겠지요.	하/VV+겠/EP+지요/EF+./SF


# id : NWRW1800000026.120.49.3
그런데 실제로 제품의 소리를 분석해 보면 잠재된 욕구가 있습니다.

그런데	그런데/MAJ
실제로	실제로/MAG
제품의	제품/NNG+의/JKG
소리를	소리/NNG+를/JKO
분석해	분석/NNG+하/XSV+아/EC
보면	보/VX+면/EC
잠재된	잠재/NNG+되/XSV+ㄴ/ETM
욕구가	욕구/NNG+가/JKS
있습니다.	있/VA+습니다/EF+./SF


# id : NWRW1800000026.120.49.4
칫솔의 진정한 기능은 치아에 낀 플라그를 제거하는 것입니다.

칫솔의	칫솔/NNG+의/JKG
진정한	진정하/VA+ㄴ/ETM
기능은	기능/NNG+은/JX
치아에	치아/NNG+에/JKB
낀	끼/VV+ㄴ/ETM
플라그를	플라그/NNG+를/JKO
제거하는	제거/NNG+하/XSV+는/ETM
것입니다.	것/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.49.5
이 플라그가 박테리아의 온상이 되기 때문입니다.

이	이/MMD
플라그가	플라그/NNG+가/JKS
박테리아의	박테리아/NNG+의/JKG
온상이	온상/NNG+이/JKC
되기	되/VV+기/ETN
때문입니다.	때문/NNB+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.49.6
그렇다면 박테리아가 입 안에서 가장 많이 서식하는 곳이 어디일까요?

그렇다면	그렇/VA+다면/EC
박테리아가	박테리아/NNG+가/JKS
입	입/NNG
안에서	안/NNG+에서/JKB
가장	가장/MAG
많이	많이/MAG
서식하는	서식/NNG+하/XSV+는/ETM
곳이	곳/NNG+이/JKS
어디일까요?	어디/NP+이/VCP+ㄹ까/EF+요/JX+?/SF


# id : NWRW1800000026.120.49.7
실제로는 잇몸 안입니다.

실제로는	실제로/MAG+는/JX
잇몸	잇몸/NNG
안입니다.	안/NNG+이/VCP+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.49.8
그런데 어떤 칫솔도 잇몸 안까지 닦는 것은 없습니다.

그런데	그런데/MAJ
어떤	어떤/MMD
칫솔도	칫솔/NNG+도/JX
잇몸	잇몸/NNG
안까지	안/NNG+까지/JX
닦는	닦/VV+는/ETM
것은	것/NNB+은/JX
없습니다.	없/VA+습니다/EF+./SF


# id : NWRW1800000026.120.49.9
이렇게 제품의 소리를 들어서 나온 제품 중 하나가 마우스 워시(구강 청결제)입니다."

이렇게	이렇/VA+게/EC
제품의	제품/NNG+의/JKG
소리를	소리/NNG+를/JKO
들어서	듣/VV+어서/EC
나온	나오/VV+ㄴ/ETM
제품	제품/NNG
중	중/NNB
하나가	하나/NR+가/JKS
마우스	마우스/NNG
워시(구강	워시/NNG+(/SS+구강/NNG
청결제)입니다."	청결제/NNG+)/SS+이/VCP+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.50.1
■똑똑한 기업은 위기 때 이노베이션 한다

■똑똑한	■/SW+똑똑하/VA+ㄴ/ETM
기업은	기업/NNG+은/JX
위기	위기/NNG
때	때/NNG
이노베이션	이노베이션/NNG
한다	하/VV+ㄴ다/EF


# id : NWRW1800000026.120.51.1
―여러 혁신 기법들 중에 식스시그마나 린(lean) 같은 것은 많이 알려졌지만, 트리즈는 여전히 생소합니다.

―여러	―/SS+여러/MMN
혁신	혁신/NNG
기법들	기법/NNG+들/XSN
중에	중/NNB+에/JKB
식스시그마나	식스시그마/NNG+나/JC
린(lean)	린/NNG+(/SS+lean/SL+)/SS
같은	같/VA+은/ETM
것은	것/NNB+은/JX
많이	많이/MAG
알려졌지만,	알려지/VV+었/EP+지만/EC+,/SP
트리즈는	트리즈/NNG+는/JX
여전히	여전히/MAG
생소합니다.	생소하/VA+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.51.2
이들 혁신 기법과는 어떤 차이가 있나요?

이들	이/NP+들/XSN
혁신	혁신/NNG
기법과는	기법/NNG+과/JKB+는/JX
어떤	어떤/MMD
차이가	차이/NNG+가/JKS
있나요?	있/VA+나/EF+요/JX+?/SF


# id : NWRW1800000026.120.52.1
"식스시그마는 하나의 종교와 같습니다.

"식스시그마는	"/SS+식스시그마/NNG+는/JX
하나의	하나/NR+의/JKG
종교와	종교/NNG+와/JKB
같습니다.	같/VA+습니다/EF+./SF


# id : NWRW1800000026.120.52.2
모든 것을 해결해주는 만능 해결사라는 인식이 깊게 깔려 있는 것 같습니다.

모든	모든/MMN
것을	것/NNB+을/JKO
해결해주는	해결/NNG+하/XSV+아/EC+주/VX+는/ETM
만능	만능/NNG
해결사라는	해결사/NNG+이/VCP+라는/ETM
인식이	인식/NNG+이/JKS
깊게	깊/VA+게/EC
깔려	깔리/VV+어/EC
있는	있/VX+는/ETM
것	것/NNB
같습니다.	같/VA+습니다/EF+./SF


# id : NWRW1800000026.120.52.3
하지만 이런 기법들은 시장 수요를 잘 이해하고 문제를 분석하는 데는 도움을 주지만, 창조적인 해결책을 제시하지는 못합니다.

하지만	하지만/MAJ
이런	이런/MMD
기법들은	기법/NNG+들/XSN+은/JX
시장	시장/NNG
수요를	수요/NNG+를/JKO
잘	잘/MAG
이해하고	이해/NNG+하/XSV+고/EC
문제를	문제/NNG+를/JKO
분석하는	분석/NNG+하/XSV+는/ETM
데는	데/NNB+는/JX
도움을	도움/NNG+을/JKO
주지만,	주/VV+지만/EC+,/SP
창조적인	창조/NNG+적/XSN+이/VCP+ㄴ/ETM
해결책을	해결책/NNG+을/JKO
제시하지는	제시/NNG+하/XSV+지/EC+는/JX
못합니다.	못하/VX+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.52.4
반면 트리즈는 해결책을 다른 산업 분야에서 가져옴으로써 그 산업에서 미처 생각하지 못한 혁신적인 방안을 찾아낼 수 있습니다.

반면	반면/NNG
트리즈는	트리즈/NNG+는/JX
해결책을	해결책/NNG+을/JKO
다른	다른/MMD
산업	산업/NNG
분야에서	분야/NNG+에서/JKB
가져옴으로써	가져오/VV+ㅁ/ETN+으로써/JKB
그	그/MMD
산업에서	산업/NNG+에서/JKB
미처	미처/MAG
생각하지	생각/NNG+하/XSV+지/EC
못한	못하/VX+ㄴ/ETM
혁신적인	혁신/NNG+적/XSN+이/VCP+ㄴ/ETM
방안을	방안/NNG+을/JKO
찾아낼	찾아내/VV+ㄹ/ETM
수	수/NNB
있습니다.	있/VA+습니다/EF+./SF


# id : NWRW1800000026.120.52.5
그렇다고 트리즈가 식스시그마를 대체할 수 있는 것은 아닙니다.

그렇다고	그렇/VA+다고/EC
트리즈가	트리즈/NNG+가/JKS
식스시그마를	식스시그마/NNG+를/JKO
대체할	대체/NNG+하/XSV+ㄹ/ETM
수	수/NNB
있는	있/VA+는/ETM
것은	것/NNB+은/JX
아닙니다.	아니/VCN+ㅂ니다/EF+./SF


# id : NWRW1800000026.120.52.6
가령 트리즈가 어떤 제품의 일부를 잘라내야 한다는 해결책을 제시하더라도 이를 어느 각도에서 얼마나 자를지는 식스시그마를 통해 결정해야 합니다."

가령	가령/MAG
트리즈가	트리즈/NNG+가/JKS
어떤	어떤/MMD
제품의	제품/NNG+의/JKG
일부를	일부/NNG+를/JKO
잘라내야	자르/VV+아/EC+내/VX+어야/EC
한다는	하/VX+ㄴ다는/ETM
해결책을	해결책/NNG+을/JKO
제시하더라도	제시/NNG+하/XSV+더라도/EC
이를	이/NP+를/JKO
어느	어느/MMD
각도에서	각도/NNG+에서/JKB
얼마나	얼마나/MAG
자를지는	자르/VV+ㄹ지/EC+는/JX
식스시그마를	식스시그마/NNG+를/JKO
통해	통하/VV+아/EC
결정해야	결정/NNG+하/XSV+아야/EC
합니다."	하/VX+ㅂ니다/EF+./SF+"/SS


# id : NWRW1800000026.120.53.1
―한국에서도 혁신 또는 창의 경영이 화두로 떠오르고 있습니다.

―한국에서도	―/SS+한국/NNP+에서/JKB+도/JX
혁신	혁신/NNG
또는	또는/MAG
창의	창의/NNG
경영이	경영/NNG+이/JKS
화두로	화두/NNG+로/JKB
떠오르고	떠오르/VV+고/EC
있습니다.	있/VX+습니다/EF+./SF


# id : NWRW1800000026.120.53.2
조언을 해주신다면?

조언을	조언/NNG+을/JKO
해주신다면?	하/VV+아/EC+주/VX+시/EP+ㄴ다면/EC+?/SF


# id : NWRW1800000026.120.54.1
